SubNo,Name,Gender,Age,Handedness,face,true_leftBar,true_rightBar,leftBarLength,rightBarLength,error,acc,rt,source,session_square_side_px,session_square_side_px_ls,fit_rmse_px,fit_max_abs_error_px,n_faces,n_trials,true_ability,true_warmth,ability_0_10,warmth_0_10,recorded_true_ability_0_10,recorded_true_warmth_0_10,ability_bias,warmth_bias,euclidean_bias,true_mapping_ability_error,true_mapping_warmth_error
2,lhy,Male,18,Right,3,240,319,241.86407820996752,313.4291922913942,5.8744094255624955,1,10.380866054440048,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,6.426,8.527,6.466953962833356,8.380459686935675,6.4171122994652405,8.529411764705882,0.04095396283335617,-0.14654031306432458,0.15215548108676918,-0.008887700534759624,0.0024117647058830016
2,lhy,Male,18,Right,3,240,319,239.3839157913523,311.0881018438508,7.9358485485436585,1,11.56586654567036,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,6.426,8.527,6.400639459661827,8.31786368566446,6.4171122994652405,8.529411764705882,-0.025360540338173365,-0.2091363143355398,0.21066835305782838,-0.008887700534759624,0.0024117647058830016
2,lhy,Male,18,Right,4,330,251,309.76402308380636,247.9644543448775,20.462387426130284,0,16.845611754440142,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.2824605102622,6.630065624194586,8.823529411764707,6.711229946524064,-0.5345394897377993,-0.0859343758054143,0.541402976565712,0.006529411764706339,-0.004770053475936287
2,lhy,Male,18,Right,4,330,251,315.73741944285257,247.87575137829265,14.600757980302262,1,17.632067228130836,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.442176990450603,6.627693887120124,8.823529411764707,6.711229946524064,-0.37482300954939696,-0.08830611287987633,0.3850847414006699,0.006529411764706339,-0.004770053475936287
2,lhy,Male,18,Right,4,330,251,317.3135869338449,240.31565714384578,16.586146591446887,1,15.549554545670617,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.484320506252537,6.425552330049352,8.823529411764707,6.711229946524064,-0.3326794937474631,-0.2904476699506482,0.44162823113998156,0.006529411764706339,-0.004770053475936287
2,lhy,Male,18,Right,4,330,251,321.6191503376275,242.20479975537773,12.148834857972709,1,18.680777036901418,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.599442522396458,6.476064164582293,8.823529411764707,6.711229946524064,-0.21755747760354183,-0.23993583541770747,0.32388340676670796,0.006529411764706339,-0.004770053475936287
2,lhy,Male,18,Right,5,183,76,173.9563154341035,84.74421074070398,12.579723844555476,1,17.24282892813062,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.6512383805910025,2.2658879877193576,4.8930481283422465,2.0320855614973263,-0.24276161940899765,0.2458879877193576,0.34553452267863766,-0.0009518716577536779,0.012085561497326314
2,lhy,Male,18,Right,5,183,76,176.97219518849835,78.14995835919687,6.399746228706494,1,20.24916754567039,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.731876876697817,2.089571079122911,4.8930481283422465,2.0320855614973263,-0.16212312330218293,0.06957107912291116,0.1764200730063934,-0.0009518716577536779,0.012085561497326314
2,lhy,Male,18,Right,5,183,76,172.9948569080827,71.79495195317017,10.852894423419388,1,22.003374636900844,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.625530933371195,1.919651121742518,4.8930481283422465,2.0320855614973263,-0.2684690666288052,-0.10034887825748195,0.2866104274168628,-0.0009518716577536779,0.012085561497326314
2,lhy,Male,18,Right,5,183,76,172.47307642090053,86.6838064916598,14.998661313311679,1,11.083745328130135,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.611579583446538,2.3177488366753956,4.8930481283422465,2.0320855614973263,-0.28242041655346206,0.29774883667539553,0.4103847724121625,-0.0009518716577536779,0.012085561497326314
2,lhy,Male,18,Right,6,286,119,283.67358990905996,120.71608529944027,2.89087057236789,1,28.66156338428118,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,7.584855345162031,3.227702815493055,7.647058823529411,3.1818181818181817,-0.07414465483796917,0.0427028154930551,0.08556261036267823,-0.011941176470588566,-0.0031818181818183966
2,lhy,Male,18,Right,6,286,119,285.15611675868473,123.05172037695527,4.138668498201728,1,20.302442719360442,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,7.624495100499592,3.2901529512554886,7.647058823529411,3.1818181818181817,-0.03450489950040758,0.10515295125548851,0.11066946845120551,-0.011941176470588566,-0.0031818181818183966
2,lhy,Male,18,Right,6,286,119,292.0,117.3486742963367,6.223092204007514,1,20.246506545669945,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,7.807486631016043,3.1376650881373447,7.647058823529411,3.1818181818181817,0.1484866310160431,-0.04733491186265537,0.15584888023832535,-0.011941176470588566,-0.0031818181818183966
2,lhy,Male,18,Right,6,286,119,281.6812408671318,127.6812408671318,9.696165398800282,1,22.0842484456698,CTtask-2-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,7.531583980404593,3.4139369215810644,7.647058823529411,3.1818181818181817,-0.12741601959540638,0.22893692158106438,0.26200564137543186,-0.011941176470588566,-0.0031818181818183966
6,yhc,Female,18,Right,1,53,104,66.0,104.0,13.0,0,10.632328662482905,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.416,4.788,3.0275229357798166,4.770642201834862,2.431192660550459,4.770642201834862,0.6115229357798166,-0.01735779816513805,0.6117692327519483,0.015192660550459092,-0.01735779816513805
6,yhc,Female,18,Right,1,53,104,72.0,108.0,19.4164878389476,0,14.128158083737617,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.416,4.788,3.302752293577982,4.954128440366973,2.431192660550459,4.770642201834862,0.8867522935779819,0.16612844036697272,0.902179743102545,0.015192660550459092,-0.01735779816513805
6,yhc,Female,18,Right,1,53,104,68.0,109.0,15.811388300841896,0,11.016210815875638,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.416,4.788,3.1192660550458715,5.0,2.431192660550459,4.770642201834862,0.7032660550458716,0.21199999999999974,0.7345251147372585,0.015192660550459092,-0.01735779816513805
6,yhc,Female,18,Right,1,53,104,69.99177720852742,109.31401573745767,17.80334957141997,0,17.603810869268273,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.416,4.788,3.210631982042542,5.014404391626498,2.431192660550459,4.770642201834862,0.7946319820425423,0.22640439162649795,0.8262559745215909,0.015192660550459092,-0.01735779816513805
6,yhc,Female,18,Right,2,61,169,48.0,157.0,17.69180601295413,0,18.976700116772008,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.789,7.765,2.2018348623853212,7.201834862385321,2.7981651376146788,7.752293577981652,-0.5871651376146789,-0.5631651376146785,0.8135833522477119,0.009165137614678631,-0.01270642201834793
6,yhc,Female,18,Right,2,61,169,52.0,160.0,12.727922061357855,0,21.509197515875712,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.789,7.765,2.385321100917431,7.339449541284404,2.7981651376146788,7.752293577981652,-0.40367889908256904,-0.4255504587155956,0.5865576241747854,0.009165137614678631,-0.01270642201834793
6,yhc,Female,18,Right,2,61,169,52.0,161.0,12.041594578792296,0,15.920967795516844,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.789,7.765,2.385321100917431,7.385321100917431,2.7981651376146788,7.752293577981652,-0.40367889908256904,-0.3796788990825686,0.5541775166614632,0.009165137614678631,-0.01270642201834793
6,yhc,Female,18,Right,2,61,169,51.0,161.0,12.806248474865697,0,15.552018362482158,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,2.789,7.765,2.3394495412844036,7.385321100917431,2.7981651376146788,7.752293577981652,-0.4495504587155965,-0.3796788990825686,0.5884315434610509,0.009165137614678631,-0.01270642201834793
6,yhc,Female,18,Right,3,140,186,132.0,186.0,8.0,1,16.15145341587504,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,6.426,8.527,6.055045871559633,8.53211009174312,6.422018348623854,8.53211009174312,-0.370954128440367,0.005110091743119938,0.3709893238956822,-0.003981651376146367,0.005110091743119938
6,yhc,Female,18,Right,3,140,186,134.0,185.0,6.082762530298219,1,19.406027122661726,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,6.426,8.527,6.146788990825688,8.486238532110091,6.422018348623854,8.53211009174312,-0.2792110091743121,-0.040761467889907976,0.2821706662796078,-0.003981651376146367,0.005110091743119938
6,yhc,Female,18,Right,3,140,186,132.0,191.0,9.433981132056603,1,14.583200015875263,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,6.426,8.527,6.055045871559633,8.761467889908257,6.422018348623854,8.53211009174312,-0.370954128440367,0.23446788990825773,0.4388418357506303,-0.003981651376146367,0.005110091743119938
6,yhc,Female,18,Right,3,140,186,135.0,188.0,5.385164807134504,1,15.2865534226612,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,6.426,8.527,6.192660550458715,8.623853211009175,6.422018348623854,8.53211009174312,-0.23333944954128505,0.09685321100917577,0.2526417289265925,-0.003981651376146367,0.005110091743119938
6,yhc,Female,18,Right,4,192,146,193.0,139.0,7.0710678118654755,1,12.269614715875832,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,8.817,6.716,8.853211009174313,6.376146788990825,8.807339449541285,6.697247706422019,0.036211009174312636,-0.3398532110091752,0.3417768895327318,-0.009660550458715278,-0.018752293577981582
6,yhc,Female,18,Right,4,192,146,196.0,134.0,12.649110640673518,0,14.4247299692679,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,8.817,6.716,8.990825688073395,6.146788990825688,8.807339449541285,6.697247706422019,0.1738256880733946,-0.5692110091743121,0.5951609385699199,-0.009660550458715278,-0.018752293577981582
6,yhc,Female,18,Right,4,192,146,198.0,136.0,11.661903789690601,0,11.785203562481911,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,8.817,6.716,9.082568807339449,6.238532110091743,8.807339449541285,6.697247706422019,0.26556880733944865,-0.47746788990825717,0.546353710818496,-0.009660550458715278,-0.018752293577981582
6,yhc,Female,18,Right,4,192,146,192.0,130.0,16.0,0,12.184323669267542,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,8.817,6.716,8.807339449541285,5.963302752293577,8.807339449541285,6.697247706422019,-0.009660550458715278,-0.7526972477064229,0.7527592396908785,-0.009660550458715278,-0.018752293577981582
6,yhc,Female,18,Right,5,107,44,106.0,52.00000000000001,8.062257748298556,1,8.314960689626787,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,4.894,2.02,4.862385321100918,2.3853211009174315,4.908256880733945,2.0183486238532113,-0.031614678899082094,0.36532110091743153,0.3666865073839181,0.014256880733944932,-0.0016513761467886745
6,yhc,Female,18,Right,5,107,44,108.0,58.00000000000001,14.035668847618206,0,11.629887169267931,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,4.894,2.02,4.954128440366973,2.6605504587155964,4.908256880733945,2.0183486238532113,0.060128440366972846,0.6405504587155963,0.6433663959997643,0.014256880733944932,-0.0016513761467886745
6,yhc,Female,18,Right,5,107,44,108.0,50.00000000000001,6.0827625302982264,1,9.648452435336367,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,4.894,2.02,4.954128440366973,2.2935779816513766,4.908256880733945,2.0183486238532113,0.060128440366972846,0.2735779816513766,0.2801077317487069,0.014256880733944932,-0.0016513761467886745
6,yhc,Female,18,Right,5,107,44,111.40745398717533,45.93695859871037,4.814297379907659,1,9.059192470164817,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,4.894,2.02,5.110433669136483,2.1071999357206592,4.908256880733945,2.0183486238532113,0.21643366913648254,0.0871999357206592,0.23333958499484714,0.014256880733944932,-0.0016513761467886745
6,yhc,Female,18,Right,6,167,69,163.0,64.00000000000001,6.403124237432838,1,12.739802499999314,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,7.659,3.185,7.477064220183486,2.935779816513762,7.660550458715596,3.165137614678899,-0.18193577981651377,-0.24922018348623798,0.3085633287258178,0.0015504587155961147,-0.019862385321101073
6,yhc,Female,18,Right,6,167,69,166.0,75.00000000000001,6.0827625302982335,1,21.82602442266125,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,7.659,3.185,7.614678899082569,3.4403669724770647,7.660550458715596,3.165137614678899,-0.04432110091743091,0.25536697247706464,0.25918458792651033,0.0015504587155961147,-0.019862385321101073
6,yhc,Female,18,Right,6,167,69,156.0,73.00000000000001,11.70469991071963,0,17.6547449158752,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,7.659,3.185,7.155963302752294,3.3486238532110097,7.660550458715596,3.165137614678899,-0.5030366972477056,0.1636238532110097,0.5289789070629356,0.0015504587155961147,-0.019862385321101073
6,yhc,Female,18,Right,6,167,69,160.0,72.00000000000001,7.615773105863914,1,13.92980576926766,CTtask-6-2026-03-29.mat,218,217.8493124620833,0.0,0.0,6,24,7.659,3.185,7.339449541284404,3.3027522935779823,7.660550458715596,3.165137614678899,-0.31955045871559573,0.11775229357798223,0.3405555730100786,0.0015504587155961147,-0.019862385321101073
8,xcd,Male,19,Right,1,90,179,76.0,182.0,14.317821063276353,1,10.070920945606304,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.416,4.788,2.0320855614973263,4.866310160427807,2.406417112299465,4.786096256684492,-0.3839144385026736,0.07831016042780714,0.39181982762113005,-0.009582887700534837,-0.001903743315508244
8,xcd,Male,19,Right,1,90,179,80.0,186.0,12.206555615733702,1,23.93364503652083,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.416,4.788,2.1390374331550803,4.973262032085561,2.406417112299465,4.786096256684492,-0.2769625668449196,0.1852620320855607,0.3332120705583726,-0.009582887700534837,-0.001903743315508244
8,xcd,Male,19,Right,1,90,179,88.0,184.0,5.385164807134504,1,15.304848136521287,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.416,4.788,2.3529411764705883,4.919786096256685,2.406417112299465,4.786096256684492,-0.06305882352941161,0.13178609625668436,0.14609582605772675,-0.009582887700534837,-0.001903743315508244
8,xcd,Male,19,Right,1,90,179,76.0,178.0,14.035668847618199,1,12.519780636522228,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.416,4.788,2.0320855614973263,4.759358288770054,2.406417112299465,4.786096256684492,-0.3839144385026736,-0.02864171122994641,0.38498135501995784,-0.009582887700534837,-0.001903743315508244
8,xcd,Male,19,Right,2,104,290,110.0,292.0,6.324555320336759,1,19.582089600179643,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.789,7.765,2.9411764705882355,7.807486631016043,2.7807486631016043,7.754010695187166,0.15217647058823536,0.04248663101604322,0.15799617721889814,-0.008251336898395856,-0.010989304812834
8,xcd,Male,19,Right,2,104,290,116.0,288.0,12.165525060596439,1,22.23958974560628,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.789,7.765,3.1016042780748663,7.7005347593582885,2.7807486631016043,7.754010695187166,0.3126042780748661,-0.06446524064171122,0.3191820827078205,-0.008251336898395856,-0.010989304812834
8,xcd,Male,19,Right,2,104,290,298.0,118.00000000000001,259.268200904006,0,16.12182864560691,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.789,7.765,7.967914438502674,3.1550802139037435,2.7807486631016043,7.754010695187166,5.178914438502673,-4.609919786096256,6.933434588684976,-0.008251336898395856,-0.010989304812834
8,xcd,Male,19,Right,2,104,290,114.10467191248588,291.99725906950914,10.300166903973821,1,26.100605245605948,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,2.789,7.765,3.05092705648358,7.807413344104522,2.7807486631016043,7.754010695187166,0.26192705648358006,0.042413344104522466,0.26533879225676965,-0.008251336898395856,-0.010989304812834
8,xcd,Male,19,Right,3,240,319,258.0,326.0,19.313207915827967,0,13.767854736521258,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,6.426,8.527,6.898395721925134,8.716577540106952,6.4171122994652405,8.529411764705882,0.47239572192513357,0.18957754010695282,0.5090160722474011,-0.008887700534759624,0.0024117647058830016
8,xcd,Male,19,Right,3,240,319,256.0,322.0,16.278820596099706,1,21.345469627436614,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,6.426,8.527,6.8449197860962565,8.609625668449198,6.4171122994652405,8.529411764705882,0.41891978609625635,0.08262566844919839,0.42699038428237474,-0.008887700534759624,0.0024117647058830016
8,xcd,Male,19,Right,3,240,319,246.0,322.0,6.708203932499369,1,21.983437936522023,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,6.426,8.527,6.577540106951871,8.609625668449198,6.4171122994652405,8.529411764705882,0.15154010695187115,0.08262566844919839,0.1726018687664227,-0.008887700534759624,0.0024117647058830016
8,xcd,Male,19,Right,3,240,319,244.0,322.0,5.0,1,18.81072062743624,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,6.426,8.527,6.524064171122995,8.609625668449198,6.4171122994652405,8.529411764705882,0.09806417112299481,0.08262566844919839,0.1282325338777834,-0.008887700534759624,0.0024117647058830016
8,xcd,Male,19,Right,4,330,251,320.0,246.0,11.180339887498949,1,23.799641436521597,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.556149732620321,6.577540106951871,8.823529411764707,6.711229946524064,-0.26085026737967887,-0.1384598930481289,0.29532017197433236,0.006529411764706339,-0.004770053475936287
8,xcd,Male,19,Right,4,330,251,318.0,234.0,20.808652046684813,0,26.98916903652116,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.502673796791443,6.256684491978609,8.823529411764707,6.711229946524064,-0.314326203208557,-0.4593155080213913,0.5565713772127128,0.006529411764706339,-0.004770053475936287
8,xcd,Male,19,Right,4,330,251,326.0,244.0,8.06225774829855,1,13.634084445606277,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.716577540106952,6.524064171122995,8.823529411764707,6.711229946524064,-0.1004224598930481,-0.19193582887700522,0.2166195578835713,0.006529411764706339,-0.004770053475936287
8,xcd,Male,19,Right,4,330,251,324.0,254.0,6.708203932499369,1,12.79274814560631,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,8.817,6.716,8.663101604278076,6.79144385026738,8.823529411764707,6.711229946524064,-0.15389839572192443,0.07544385026737999,0.17139571391650638,0.006529411764706339,-0.004770053475936287
8,xcd,Male,19,Right,5,183,76,184.0,76.00000000000001,1.0,1,8.989423145606452,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.919786096256685,2.0320855614973263,4.8930481283422465,2.0320855614973263,0.025786096256684488,0.012085561497326314,0.02847777303204473,-0.0009518716577536779,0.012085561497326314
8,xcd,Male,19,Right,5,183,76,184.0,86.00000000000001,10.049875621120904,1,9.814279736521712,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.919786096256685,2.2994652406417115,4.8930481283422465,2.0320855614973263,0.025786096256684488,0.2794652406417115,0.28065235343230016,-0.0009518716577536779,0.012085561497326314
8,xcd,Male,19,Right,5,183,76,186.0,78.00000000000001,3.605551275463997,1,8.526569745606139,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.973262032085561,2.0855614973262036,4.8930481283422465,2.0320855614973263,0.07926203208556082,0.06556149732620353,0.10286291684560703,-0.0009518716577536779,0.012085561497326314
8,xcd,Male,19,Right,5,183,76,186.0,74.00000000000001,3.6055512754639816,1,9.436433227435373,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,4.894,2.02,4.973262032085561,1.9786096256684496,4.8930481283422465,2.0320855614973263,0.07926203208556082,-0.04139037433155046,0.08941830247571436,-0.0009518716577536779,0.012085561497326314
8,xcd,Male,19,Right,6,286,119,300.0,106.00000000000001,19.104973174542792,0,23.45616453652201,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,8.02139037433155,2.8342245989304815,7.647058823529411,3.1818181818181817,0.3623903743315511,-0.35077540106951854,0.5043512321821404,-0.011941176470588566,-0.0031818181818183966
8,xcd,Male,19,Right,6,286,119,116.0,292.0,242.54690268069803,0,22.53220183652229,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,3.1016042780748663,7.807486631016043,7.647058823529411,3.1818181818181817,-4.5573957219251335,4.622486631016043,6.491320237066074,-0.011941176470588566,-0.0031818181818183966
8,xcd,Male,19,Right,6,286,119,298.0,116.00000000000001,12.369316876852977,1,12.084226045606556,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,7.967914438502674,3.1016042780748663,7.647058823529411,3.1818181818181817,0.30891443850267386,-0.08339572192513378,0.31997340006762515,-0.011941176470588566,-0.0031818181818183966
8,xcd,Male,19,Right,6,286,119,290.0,116.00000000000001,4.999999999999991,1,17.988701645605943,CTtask-8-2026-03-29.mat,374,373.7971867357064,0.0,0.0,6,24,7.659,3.185,7.754010695187166,3.1016042780748663,7.647058823529411,3.1818181818181817,0.09501069518716587,-0.08339572192513378,0.12641945512998695,-0.011941176470588566,-0.0031818181818183966
9,gsh,Male,19,Right,1,97,192,108.7895770091717,193.54948319887745,11.890963974329134,1,15.341239242188749,CTtask-9-2025-11-25.mat,400,400.21714430331684,0.0,0.0,6,24,2.416,4.788,2.7197394252292924,4.838737079971937,2.425,4.8,0.3037394252292924,0.05073707997193644,0.3079478685146231,0.008999999999999897,0.011999999999999567
9,gsh,Male,19,Right,1,97,192,81.78465975940006,189.96344435249952,15.351030504255602,1,29.58688879075271,CTtask-9-2025-11-25.mat,400,400.21714430331684,0.0,0.0,6,24,2.416,4.788,2.0446164939850013,4.749086108812488,2.425,4.8,-0.3713835060149986,-0.038913891187512206,0.3734166566549302,0.008999999999999897,0.011999999999999567
9,gsh,Male,19,Right,1,97,192,92.38313767504945,194.0028567630324,5.032579153950033,1,20.707245009061808,CTtask-9-2025-11-25.mat,400,400.21714430331684,0.0,0.0,6,24,2.416,4.788,2.309578441876236,4.85007141907581,2.425,4.8,-0.10642155812376375,0.06207141907581004,0.12320068627882906,0.008999999999999897,0.011999999999999567
9,gsh,Male,19,Right,1,97,192,83.34432131353842,211.70392719231285,23.9733666218962,0,13.3478891812847,CTtask-9-2025-11-25.mat,400,400.21714430331684,0.0,0.0,6,24,2.416,4.788,2.0836080328384603,5.292598179807822,2.425,4.8,-0.3323919671615396,0.5045981798078216,0.6042381508138035,0.008999999999999897,0.011999999999999567
