SubNo,date,source,session_index,face,axis,true_bar_px,face_value_0_to_10,face_value_ratio,square_side_estimate
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-27,EPtask-10-2026-03-27-1.mat,1,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-28,EPtask-10-2026-03-28.mat,0,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-28,EPtask-10-2026-03-28.mat,0,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-28,EPtask-10-2026-03-28.mat,0,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-28,EPtask-10-2026-03-28.mat,0,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-28,EPtask-10-2026-03-28.mat,0,4,left,330.0,8.817,0.8817,374.276964954066
10,2026-03-28,EPtask-10-2026-03-28.mat,0,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-28,EPtask-10-2026-03-28.mat,0,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-28,EPtask-10-2026-03-28.mat,0,5,right,76.0,2.02,0.202,376.2376237623762
10,2026-03-28,EPtask-10-2026-03-28.mat,0,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-28,EPtask-10-2026-03-28.mat,0,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-28,EPtask-10-2026-03-28.mat,0,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-28,EPtask-10-2026-03-28.mat,0,3,right,319.0,8.527,0.8526999999999999,374.1057816348071
10,2026-03-28,EPtask-10-2026-03-28.mat,0,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-28,EPtask-10-2026-03-28.mat,0,5,right,76.0,2.02,0.202,376.2376237623762
10,2026-03-29,EPtask-10-2026-03-29.mat,0,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-29,EPtask-10-2026-03-29.mat,0,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-29,EPtask-10-2026-03-29.mat,0,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-29,EPtask-10-2026-03-29.mat,0,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-29,EPtask-10-2026-03-29.mat,0,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-29,EPtask-10-2026-03-29.mat,0,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-29,EPtask-10-2026-03-29.mat,0,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-29,EPtask-10-2026-03-29.mat,0,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-29,EPtask-10-2026-03-29.mat,0,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-29,EPtask-10-2026-03-29.mat,0,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-29,EPtask-10-2026-03-29.mat,0,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-29,EPtask-10-2026-03-29.mat,0,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-29,EPtask-10-2026-03-29.mat,0,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-29,EPtask-10-2026-03-29.mat,0,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-29,EPtask-10-2026-03-29.mat,0,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-29,EPtask-10-2026-03-29.mat,0,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-29,EPtask-10-2026-03-29.mat,0,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-29,EPtask-10-2026-03-29.mat,0,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,1,right,179.0,4.788,0.4788,373.8512949039265
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-29,EPtask-10-2026-03-29-1.mat,1,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,5,left,183.0,4.894,0.4894,373.9272578667756
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,5,right,75.0,2.02,0.202,371.28712871287127
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,2,right,290.0,7.765,0.7765,373.4707018673535
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,6,left,286.0,7.659,0.7659,373.4168951560256
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,6,right,119.0,3.185,0.3185,373.6263736263736
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,4,left,329.0,8.817,0.8817,373.14279233299305
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,4,right,251.0,6.716,0.6716,373.7343656938654
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
10,2026-03-29,EPtask-10-2026-03-29-2.mat,2,1,right,179.0,4.788,0.4788,373.8512949039265
11,2025-11-23,EPtask-11-2025-11-23.mat,0,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-23,EPtask-11-2025-11-23.mat,0,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-23,EPtask-11-2025-11-23.mat,0,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-23,EPtask-11-2025-11-23.mat,0,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-23,EPtask-11-2025-11-23.mat,0,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-23,EPtask-11-2025-11-23.mat,0,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-23,EPtask-11-2025-11-23.mat,0,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-23,EPtask-11-2025-11-23.mat,0,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-23,EPtask-11-2025-11-23.mat,0,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-23,EPtask-11-2025-11-23.mat,0,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-23,EPtask-11-2025-11-23.mat,0,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-23,EPtask-11-2025-11-23.mat,0,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-23,EPtask-11-2025-11-23-1.mat,1,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-23,EPtask-11-2025-11-23-2.mat,2,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-23,EPtask-11-2025-11-23-2.mat,2,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-23,EPtask-11-2025-11-23-2.mat,2,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-23,EPtask-11-2025-11-23-2.mat,2,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-23,EPtask-11-2025-11-23-3.mat,3,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-24,EPtask-11-2025-11-24.mat,0,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-24,EPtask-11-2025-11-24.mat,0,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-24,EPtask-11-2025-11-24.mat,0,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-24,EPtask-11-2025-11-24.mat,0,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-24,EPtask-11-2025-11-24.mat,0,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-24,EPtask-11-2025-11-24.mat,0,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-24,EPtask-11-2025-11-24.mat,0,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-24,EPtask-11-2025-11-24.mat,0,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-24,EPtask-11-2025-11-24.mat,0,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-24,EPtask-11-2025-11-24.mat,0,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-24,EPtask-11-2025-11-24.mat,0,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-24,EPtask-11-2025-11-24.mat,0,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-25,EPtask-11-2025-11-25.mat,0,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-25,EPtask-11-2025-11-25.mat,0,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-25,EPtask-11-2025-11-25.mat,0,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-25,EPtask-11-2025-11-25.mat,0,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-25,EPtask-11-2025-11-25.mat,0,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-25,EPtask-11-2025-11-25.mat,0,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-25,EPtask-11-2025-11-25.mat,0,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-25,EPtask-11-2025-11-25.mat,0,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-25,EPtask-11-2025-11-25.mat,0,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-25,EPtask-11-2025-11-25.mat,0,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-25,EPtask-11-2025-11-25.mat,0,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-25,EPtask-11-2025-11-25.mat,0,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-25,EPtask-11-2025-11-25-1.mat,1,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-25,EPtask-11-2025-11-25-2.mat,2,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,1,left,97.0,2.416,0.24159999999999998,401.4900662251656
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,1,right,192.0,4.788,0.4788,401.0025062656642
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,2,left,112.0,2.789,0.27890000000000004,401.5776263893868
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,2,right,311.0,7.765,0.7765,400.5151320025757
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,4,left,353.0,8.817,0.8817,400.3629352387433
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,4,right,269.0,6.716,0.6716,400.53603335318644
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,5,left,196.0,4.894,0.4894,400.4903964037597
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,5,right,81.0,2.02,0.202,400.990099009901
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,6,left,306.0,7.659,0.7659,399.529964747356
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,6,right,127.0,3.185,0.3185,398.7441130298273
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,3,left,257.0,6.426,0.6426000000000001,399.9377528789293
11,2025-11-25,EPtask-11-2025-11-25-3.mat,3,3,right,341.0,8.527,0.8526999999999999,399.9061803682421
12,2026-04-10,EPtask-12-2026-04-10.mat,0,4,left,329.0,8.817,0.8817,373.14279233299305
12,2026-04-10,EPtask-12-2026-04-10.mat,0,4,right,251.0,6.716,0.6716,373.7343656938654
12,2026-04-10,EPtask-12-2026-04-10.mat,0,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
12,2026-04-10,EPtask-12-2026-04-10.mat,0,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
12,2026-04-10,EPtask-12-2026-04-10.mat,0,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
12,2026-04-10,EPtask-12-2026-04-10.mat,0,2,right,290.0,7.765,0.7765,373.4707018673535
12,2026-04-10,EPtask-12-2026-04-10.mat,0,6,left,286.0,7.659,0.7659,373.4168951560256
12,2026-04-10,EPtask-12-2026-04-10.mat,0,6,right,119.0,3.185,0.3185,373.6263736263736
12,2026-04-10,EPtask-12-2026-04-10.mat,0,5,left,183.0,4.894,0.4894,373.9272578667756
12,2026-04-10,EPtask-12-2026-04-10.mat,0,5,right,75.0,2.02,0.202,371.28712871287127
12,2026-04-10,EPtask-12-2026-04-10.mat,0,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
12,2026-04-10,EPtask-12-2026-04-10.mat,0,1,right,179.0,4.788,0.4788,373.8512949039265
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,1,right,179.0,4.788,0.4788,373.8512949039265
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,5,left,183.0,4.894,0.4894,373.9272578667756
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,5,right,75.0,2.02,0.202,371.28712871287127
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,2,right,290.0,7.765,0.7765,373.4707018673535
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,6,left,286.0,7.659,0.7659,373.4168951560256
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,6,right,119.0,3.185,0.3185,373.6263736263736
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,4,left,329.0,8.817,0.8817,373.14279233299305
12,2026-04-10,EPtask-12-2026-04-10-1.mat,1,4,right,251.0,6.716,0.6716,373.7343656938654
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,6,left,286.0,7.659,0.7659,373.4168951560256
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,6,right,119.0,3.185,0.3185,373.6263736263736
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,3,left,240.0,6.426,0.6426000000000001,373.4827264239029
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,3,right,318.0,8.527,0.8526999999999999,372.9330362378328
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,1,left,90.0,2.416,0.24159999999999998,372.51655629139077
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,1,right,179.0,4.788,0.4788,373.8512949039265
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,4,left,329.0,8.817,0.8817,373.14279233299305
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,4,right,251.0,6.716,0.6716,373.7343656938654
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,2,left,104.0,2.789,0.27890000000000004,372.89351021871636
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,2,right,290.0,7.765,0.7765,373.4707018673535
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,5,left,183.0,4.894,0.4894,373.9272578667756
12,2026-04-10,EPtask-12-2026-04-10-2.mat,2,5,right,75.0,2.02,0.202,371.28712871287127
