SubNo,date,source,n_files,n_trials,n_faces,faces_observed,square_side_median,square_side_mean,square_side_sd,square_side_min,square_side_max,square_side_px,square_side_rmse_px,square_side_max_abs_error_px
21,2025-12-07,EPtask-21-2025-12-07-2.mat,1,9,6,1 2 3 4 5 6,400.50276420316766,400.46212668014823,0.7373733251810378,398.7441130298273,401.5776263893868,400,0.0,0.0
21,2025-12-07,EPtask-21-2025-12-07.mat,1,38,6,1 2 3 4 5 6,400.5151320025757,400.4616074520949,0.7862746646652723,398.7441130298273,401.5776263893868,400,0.0,0.0
21,2025-12-08,EPtask-21-2025-12-08.mat,1,6,6,1 2 3 4 5 6,400.50276420316766,400.42356715939474,0.8133752898692662,398.7441130298273,401.5776263893868,400,0.0,0.0
21,2025-12-09,EPtask-21-2025-12-09-4.mat,1,6,6,1 2 3 4 5 6,400.50276420316766,400.42356715939474,0.8133752898692662,398.7441130298273,401.5776263893868,400,0.0,0.0
21,2025-12-09,EPtask-21-2025-12-09-5.mat,1,6,6,1 2 3 4 5 6,400.50276420316766,400.42356715939485,0.813375289869266,398.7441130298273,401.5776263893868,400,0.0,0.0
21,2025-12-09,EPtask-21-2025-12-09.mat,1,6,6,1 2 3 4 5 6,400.50276420316766,400.42356715939474,0.8133752898692662,398.7441130298273,401.5776263893868,400,0.0,0.0
23,2025-12-07,EPtask-23-2025-12-07.mat,1,13,6,1 2 3 4 5 6,400.4903964037597,400.3246034462561,0.846621478168081,398.7441130298273,401.5776263893868,400,0.0,0.0
23,2025-12-08,EPtask-23-2025-12-08.mat,1,13,6,1 2 3 4 5 6,400.50276420316766,400.4479272015052,0.7710964077295722,398.7441130298273,401.5776263893868,400,0.0,0.0
23,2025-12-09,EPtask-23-2025-12-09-1.mat,1,6,6,1 2 3 4 5 6,400.50276420316766,400.42356715939474,0.8133752898692661,398.7441130298273,401.5776263893868,400,0.0,0.0
23,2025-12-09,EPtask-23-2025-12-09-2.mat,1,6,6,1 2 3 4 5 6,400.50276420316766,400.42356715939474,0.8133752898692662,398.7441130298273,401.5776263893868,400,0.0,0.0
23,2025-12-09,EPtask-23-2025-12-09.mat,1,7,6,1 2 3 4 5 6,400.4266658212515,400.3519099399934,0.7700744714906057,398.7441130298273,401.5776263893868,400,0.0,0.0
29,2026-03-14,EPtask-29-2026-03-14.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
29,2026-03-15,EPtask-29-2026-03-15-1.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
29,2026-03-15,EPtask-29-2026-03-15.mat,1,12,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.717131355670297,371.28712871287127,373.9272578667756,373,0.0,0.0
29,2026-03-16,EPtask-29-2026-03-16-1.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
29,2026-03-16,EPtask-29-2026-03-16-2.mat,1,7,6,1 2 3 4 5 6,373.4437985116896,373.1069304222625,0.8762705499117424,371.28712871287127,373.9272578667756,373,0.0,0.0
29,2026-03-16,EPtask-29-2026-03-16.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
31,2026-03-14,EPtask-31-2026-03-14-1.mat,1,110,6,1 2 3 4 5 6,373.7343656938654,373.7913642047077,0.8716886387493592,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-14,EPtask-31-2026-03-14-2.mat,1,25,6,1 2 3 4 5 6,373.6263736263736,373.7840695676143,0.8657739018074656,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-14,EPtask-31-2026-03-14-3.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-14,EPtask-31-2026-03-14.mat,1,2,2,3 4,373.92007366433626,373.89995967666033,0.35870164575012203,373.4827264239029,374.276964954066,374,0.0,0.0
31,2026-03-15,EPtask-31-2026-03-15-1.mat,1,11,6,1 2 3 4 5 6,373.6803696601195,373.8505569819929,0.8884476736029804,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-15,EPtask-31-2026-03-15-2.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566068,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-15,EPtask-31-2026-03-15.mat,1,11,6,1 2 3 4 5 6,373.6803696601195,373.85055698199284,0.8884476736029803,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-16,EPtask-31-2026-03-16-1.mat,1,10,6,1 2 3 4 5 6,373.7343656938654,373.9174020758886,0.9010675217577734,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-16,EPtask-31-2026-03-16-2.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
31,2026-03-16,EPtask-31-2026-03-16.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
35,2025-07-18,EPtask-35-2025-07-18-1.mat,1,9,6,1 2 3 4 5 6,373.4437985116896,373.2188762281496,0.6191152531158648,371.28712871287127,373.9272578667756,373,0.0,0.0
35,2025-07-18,EPtask-35-2025-07-18-2.mat,1,17,6,1 2 3 4 5 6,373.4437985116896,373.1891810392455,0.7301064567013765,371.28712871287127,373.9272578667756,373,0.0,0.0
35,2025-07-18,EPtask-35-2025-07-18-3.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324317,371.28712871287127,373.9272578667756,373,0.0,0.0
35,2025-07-18,EPtask-35-2025-07-18-4.mat,1,15,6,1 2 3 4 5 6,373.4437985116896,373.1521093033585,0.7654688577701875,371.28712871287127,373.9272578667756,373,0.0,0.0
35,2025-07-18,EPtask-35-2025-07-18-5.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
35,2025-07-18,EPtask-35-2025-07-18.mat,1,8,6,1 2 3 4 5 6,373.4437985116896,373.23385442351014,0.6468921386572096,371.28712871287127,373.9272578667756,373,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-1.mat,1,7,6,1 2 3 4 5 6,373.6803696601195,373.79489717559215,0.8473900319572916,372.51655629139077,376.2376237623762,374,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-2.mat,1,1,1,2,373.18210604303493,373.18210604303493,0.40813612879557454,372.89351021871636,373.4707018673535,373,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-3.mat,1,5,5,1 2 3 4 5,373.792830298896,373.849678361718,0.9966339481376923,372.51655629139077,376.2376237623762,374,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-4.mat,1,8,6,1 2 3 4 5 6,373.6803696601195,373.78716573936936,0.7977966011149792,372.51655629139077,376.2376237623762,374,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-5.mat,1,3,3,2 4 6,373.54853774686353,373.5698019194001,0.4518700951621049,372.89351021871636,374.276964954066,374,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-6.mat,1,2,2,3 6,373.55455002513827,373.65794421027726,0.31110608040511606,373.4168951560256,374.1057816348071,374,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-7.mat,1,15,6,1 2 3 4 5 6,373.6803696601195,373.76813851972906,0.8222737708982139,372.51655629139077,376.2376237623762,374,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20-8.mat,1,7,6,1 2 3 4 5 6,373.55455002513827,373.7074474632606,0.8749217657108479,372.51655629139077,376.2376237623762,374,0.0,0.0
35,2026-03-20,EPtask-35-2026-03-20.mat,1,3,3,2 4 6,373.54853774686353,373.5698019194001,0.4518700951621049,372.89351021871636,374.276964954066,374,0.0,0.0
35,2026-03-21,EPtask-35-2026-03-21.mat,1,8,6,1 2 3 4 5 6,373.4437985116896,373.2234725012888,0.6504637134951733,371.28712871287127,373.9272578667756,373,0.0,0.0
37,2026-03-20,EPtask-37-2026-03-20-1.mat,1,4,4,1 3 4 5,373.8892763853511,374.0165714413888,1.0459995860362925,372.51655629139077,376.2376237623762,374,0.0,0.0
37,2026-03-20,EPtask-37-2026-03-20-2.mat,1,2,2,2 4,373.60253378060946,373.5938856835003,0.5750454960031551,372.89351021871636,374.276964954066,374,0.0,0.0
37,2026-03-20,EPtask-37-2026-03-20-3.mat,1,5,5,1 2 3 4 5,373.792830298896,373.849678361718,0.9966339481376922,372.51655629139077,376.2376237623762,374,0.0,0.0
37,2026-03-20,EPtask-37-2026-03-20-4.mat,1,2,2,1 5,373.8892763853511,374.1331832061173,1.5453175398107712,372.51655629139077,376.2376237623762,374,0.0,0.0
37,2026-03-20,EPtask-37-2026-03-20-5.mat,1,8,6,1 2 3 4 5 6,373.55455002513827,373.71829828402247,0.8229471859223207,372.51655629139077,376.2376237623762,374,0.0,0.0
37,2026-03-20,EPtask-37-2026-03-20-6.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
37,2026-03-20,EPtask-37-2026-03-20.mat,1,8,6,1 2 3 4 5 6,373.55455002513827,373.68422082925304,0.8178715153910043,372.51655629139077,376.2376237623762,374,0.0,0.0
37,2026-03-21,EPtask-37-2026-03-21-1.mat,1,5,5,2 3 4 5 6,373.4437985116896,373.19147881367104,0.7470929748599905,371.28712871287127,373.9272578667756,373,0.0,0.0
37,2026-03-21,EPtask-37-2026-03-21-2.mat,1,2,2,2 4,373.3067471001733,373.31034252823207,0.3684802142214343,372.89351021871636,373.7343656938654,373,0.0,0.0
37,2026-03-21,EPtask-37-2026-03-21-3.mat,1,1,1,6,373.5216343911996,373.5216343911996,0.14812364689566812,373.4168951560256,373.6263736263736,373,0.0,0.0
37,2026-03-21,EPtask-37-2026-03-21-4.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
37,2026-03-21,EPtask-37-2026-03-21.mat,1,3,3,2 3 4,373.3067471001733,373.2761887957774,0.3383520014529159,372.89351021871636,373.7343656938654,373,0.0,0.0
37,2026-03-22,EPtask-37-2026-03-22-1.mat,1,5,5,2 3 4 5 6,373.4437985116896,373.19147881367104,0.7470929748599905,371.28712871287127,373.9272578667756,373,0.0,0.0
37,2026-03-22,EPtask-37-2026-03-22-2.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
37,2026-03-22,EPtask-37-2026-03-22-3.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
37,2026-03-22,EPtask-37-2026-03-22.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
39,2026-03-20,EPtask-39-2026-03-20-1.mat,1,2,2,1 3,373.20788133086785,373.1959034642632,0.5894678700266707,372.51655629139077,373.8512949039265,373,0.0,0.0
39,2026-03-20,EPtask-39-2026-03-20-2.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324317,371.28712871287127,373.9272578667756,373,0.0,0.0
39,2026-03-20,EPtask-39-2026-03-20-3.mat,1,7,6,1 2 3 4 5 6,373.4437985116896,373.1927429995545,0.6830814943472578,371.28712871287127,373.9272578667756,373,0.0,0.0
39,2026-03-20,EPtask-39-2026-03-20-4.mat,1,8,6,1 2 3 4 5 6,373.4437985116896,373.23063251253103,0.6478877233214583,371.28712871287127,373.9272578667756,373,0.0,0.0
39,2026-03-20,EPtask-39-2026-03-20-5.mat,1,9,6,1 2 3 4 5 6,373.4437985116896,373.12650003663776,0.7793095439367146,371.28712871287127,373.9272578667756,373,0.0,0.0
39,2026-03-20,EPtask-39-2026-03-20.mat,1,3,3,3 4 6,373.4498107899642,373.3893649118322,0.30123308317745773,372.9330362378328,373.7343656938654,373,0.0,0.0
39,2026-03-21,EPtask-39-2026-03-21-1.mat,1,9,6,1 2 3 4 5 6,373.6803696601195,373.8698696763061,0.9742498190949064,372.51655629139077,376.2376237623762,374,0.0,0.0
39,2026-03-21,EPtask-39-2026-03-21.mat,1,14,6,1 2 3 4 5 6,373.6803696601195,373.86743768609676,0.9484879935900702,372.51655629139077,376.2376237623762,374,0.0,0.0
39,2026-03-22,EPtask-39-2026-03-22-1.mat,1,1,1,4,374.0056653239657,374.0056653239657,0.3836756163546305,373.7343656938654,374.276964954066,374,0.0,0.0
39,2026-03-22,EPtask-39-2026-03-22-2.mat,1,9,6,1 2 3 4 5 6,373.6803696601195,373.68241368493875,0.8297431729282698,372.51655629139077,376.2376237623762,374,0.0,0.0
39,2026-03-22,EPtask-39-2026-03-22-3.mat,1,7,6,1 2 3 4 5 6,373.792830298896,373.97892385919516,1.0616068946017456,372.51655629139077,376.2376237623762,374,0.0,0.0
39,2026-03-22,EPtask-39-2026-03-22-4.mat,1,7,6,1 2 3 4 5 6,373.6803696601195,373.79489717559215,0.8473900319572916,372.51655629139077,376.2376237623762,374,0.0,0.0
39,2026-03-22,EPtask-39-2026-03-22-5.mat,1,13,6,1 2 3 4 5 6,373.6803696601195,373.74799830747986,0.8913308273091043,372.51655629139077,376.2376237623762,374,0.0,0.0
39,2026-03-22,EPtask-39-2026-03-22.mat,1,15,6,1 2 3 4 5 6,373.7343656938654,373.87665286195465,0.9186359631676912,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-20,EPtask-41-2026-03-20-1.mat,1,12,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.8915452339626232,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-20,EPtask-41-2026-03-20-2.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-20,EPtask-41-2026-03-20.mat,1,4,4,3 4 5 6,373.8308117803205,374.10099863977405,0.9131019753181787,373.4168951560256,376.2376237623762,374,0.0,0.0
41,2026-03-21,EPtask-41-2026-03-21-1.mat,1,9,6,1 2 3 4 5 6,373.6803696601195,373.75022795512723,0.7841310890554211,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-21,EPtask-41-2026-03-21-2.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.911582460156607,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-21,EPtask-41-2026-03-21.mat,1,8,6,1 2 3 4 5 6,373.6803696601195,373.87932163217505,1.0304951007015568,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-22,EPtask-41-2026-03-22-1.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.911582460156607,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-22,EPtask-41-2026-03-22-2.mat,1,12,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.8915452339626232,372.51655629139077,376.2376237623762,374,0.0,0.0
41,2026-03-22,EPtask-41-2026-03-22.mat,1,7,6,1 2 3 4 5 6,373.6803696601195,373.79489717559215,0.8473900319572917,372.51655629139077,376.2376237623762,374,0.0,0.0
43,2026-03-24,EPtask-43-2026-03-24.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
43,2026-03-25,EPtask-43-2026-03-25.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324317,371.28712871287127,373.9272578667756,373,0.0,0.0
43,2026-03-26,EPtask-43-2026-03-26-1.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.911582460156607,372.51655629139077,376.2376237623762,374,0.0,0.0
43,2026-03-26,EPtask-43-2026-03-26-2.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
43,2026-03-26,EPtask-43-2026-03-26.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-1.mat,1,1,1,1,373.18392559765863,373.18392559765863,0.9438027240355287,372.51655629139077,373.8512949039265,373,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-10.mat,1,1,1,4,374.0056653239657,374.0056653239657,0.3836756163546305,373.7343656938654,374.276964954066,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-11.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-2.mat,1,1,1,3,373.794254029355,373.794254029355,0.4405665646839931,373.4827264239029,374.1057816348071,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-3.mat,1,3,3,2 3 4,373.60854605888414,373.6606751321185,0.49792787242706443,372.89351021871636,374.276964954066,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-4.mat,1,3,3,1 3 4,373.792830298896,373.66128165032643,0.6261582223279039,372.51655629139077,374.276964954066,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-5.mat,1,4,4,2 3 5 6,373.55455002513827,373.89510881954135,1.0132747493877128,372.89351021871636,376.2376237623762,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-6.mat,1,1,1,2,373.18210604303493,373.18210604303493,0.40813612879557454,372.89351021871636,373.4707018673535,373,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-7.mat,1,4,4,1 2 4 5,373.792830298896,373.8635344448088,1.1172500998793256,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-8.mat,1,5,5,2 3 4 5 6,373.6803696601195,373.9172201204262,0.9039323590651064,372.89351021871636,376.2376237623762,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24-9.mat,1,5,5,1 2 3 4 6,373.55455002513827,373.53751707704276,0.5264061438503829,372.51655629139077,374.276964954066,374,0.0,0.0
45,2026-03-24,EPtask-45-2026-03-24.mat,1,14,6,1 2 3 4 5 6,373.7343656938654,373.8869105173936,0.9471807795298409,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-25,EPtask-45-2026-03-25-1.mat,1,2,2,3 6,373.55455002513827,373.65794421027726,0.31110608040511606,373.4168951560256,374.1057816348071,374,0.0,0.0
45,2026-03-25,EPtask-45-2026-03-25-2.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.911582460156607,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-25,EPtask-45-2026-03-25.mat,1,1,1,5,375.0824408145759,375.0824408145759,1.6336753918012934,373.9272578667756,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-1.mat,1,3,3,4 5 6,373.8308117803205,374.2032468432471,1.0383905759076613,373.4168951560256,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-2.mat,1,4,4,2 3 4 5,373.8308117803205,374.01611655273285,0.9957540287351518,372.89351021871636,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-3.mat,1,5,5,1 2 3 4 6,373.55455002513827,373.53751707704276,0.5264061438503828,372.51655629139077,374.276964954066,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-4.mat,1,5,5,1 2 4 5 6,373.6803696601195,373.79515443408695,0.9970349458483257,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-5.mat,1,5,5,2 3 4 5 6,373.6803696601195,373.91722012042624,0.9039323590651064,372.89351021871636,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-6.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566068,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-7.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.9115824601566069,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26-8.mat,1,6,6,1 2 3 4 5 6,373.6803696601195,373.79500436663164,0.911582460156607,372.51655629139077,376.2376237623762,374,0.0,0.0
45,2026-03-26,EPtask-45-2026-03-26.mat,1,3,3,2 3 4,373.60854605888414,373.6606751321185,0.49792787242706443,372.89351021871636,374.276964954066,374,0.0,0.0
47,2026-03-24,EPtask-47-2026-03-24-1.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-24,EPtask-47-2026-03-24-2.mat,1,10,6,1 2 3 4 5 6,373.4437985116896,373.155312360996,0.7749598901894118,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-24,EPtask-47-2026-03-24-3.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324317,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-24,EPtask-47-2026-03-24.mat,1,1,1,3,373.20788133086785,373.20788133086785,0.3886896581218287,372.9330362378328,373.4827264239029,373,0.0,0.0
47,2026-03-25,EPtask-47-2026-03-25-1.mat,1,16,6,1 2 3 4 5 6,373.4437985116896,373.17509089918457,0.7305777308134068,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-25,EPtask-47-2026-03-25.mat,1,7,6,1 2 3 4 5 6,373.4437985116896,373.1927429995546,0.6830814943472577,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-1.mat,1,5,5,2 3 4 5 6,373.4437985116896,373.19147881367104,0.7470929748599905,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-10.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.1902199443357,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-2.mat,1,1,1,4,373.43857901342926,373.43857901342926,0.41830553504216234,373.14279233299305,373.7343656938654,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-3.mat,1,4,4,1 3 4 6,373.4498107899642,373.3380050832888,0.44845423426509473,372.51655629139077,373.8512949039265,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-4.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-5.mat,1,3,3,2 3 4,373.3067471001733,373.2761887957774,0.3383520014529159,372.89351021871636,373.7343656938654,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-6.mat,1,7,6,1 2 3 4 5 6,373.4437985116896,373.10693042226245,0.8762705499117424,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-7.mat,1,7,6,1 2 3 4 5 6,373.4437985116896,373.18906081557833,0.6839296997773329,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-8.mat,1,3,3,1 2 4,373.3067471001733,373.26820355137426,0.5136934703035249,372.51655629139077,373.8512949039265,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26-9.mat,1,7,6,1 2 3 4 5 6,373.4437985116896,373.22569981134905,0.6903126586134971,371.28712871287127,373.9272578667756,373,0.0,0.0
47,2026-03-26,EPtask-47-2026-03-26.mat,1,11,6,1 2 3 4 5 6,373.4437985116896,373.19079215766993,0.7216888178713556,371.28712871287127,373.9272578667756,373,0.0,0.0
49,2025-07-18,EPtask-49-2025-07-18-1.mat,1,3,3,4 5 6,373.5216343911996,373.18913556481743,0.9700443020931091,371.28712871287127,373.9272578667756,373,0.0,0.0
49,2025-07-18,EPtask-49-2025-07-18-2.mat,1,2,2,2 4,373.3067471001733,373.31034252823207,0.3684802142214343,372.89351021871636,373.7343656938654,373,0.0,0.0
49,2025-07-18,EPtask-49-2025-07-18-3.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324317,371.28712871287127,373.9272578667756,373,0.0,0.0
49,2025-07-18,EPtask-49-2025-07-18-4.mat,1,6,6,1 2 3 4 5 6,373.4437985116896,373.19021994433564,0.7332486794324318,371.28712871287127,373.9272578667756,373,0.0,0.0
49,2025-07-18,EPtask-49-2025-07-18-5.mat,1,9,6,1 2 3 4 5 6,373.4437985116896,373.2188762281495,0.6191152531158648,371.28712871287127,373.9272578667756,373,0.0,0.0
49,2025-07-18,EPtask-49-2025-07-18.mat,1,10,6,1 2 3 4 5 6,373.4437985116896,373.2491520444545,0.5939650870118173,371.28712871287127,373.9272578667756,373,0.0,0.0
49,2026-03-24,EPtask-49-2026-03-24-1.mat,1,1,1,5,375.0824408145759,375.0824408145759,1.6336753918012934,373.9272578667756,376.2376237623762,374,0.0,0.0
49,2026-03-24,EPtask-49-2026-03-24-2.mat,1,14,6,1 2 3 4 5 6,373.6263736263736,373.77542434429535,0.8308047227566201,372.51655629139077,376.2376237623762,374,0.0,0.0
49,2026-03-24,EPtask-49-2026-03-24-3.mat,1,8,6,1 2 3 4 5 6,373.792830298896,373.9558401304651,0.9968249139532317,372.51655629139077,376.2376237623762,374,0.0,0.0
49,2026-03-24,EPtask-49-2026-03-24.mat,1,1,1,4,374.0056653239657,374.0056653239657,0.3836756163546305,373.7343656938654,374.276964954066,374,0.0,0.0
49,2026-03-25,EPtask-49-2026-03-25-1.mat,1,9,6,1 2 3 4 5 6,373.7343656938654,373.9310851921701,0.9455384714803129,372.51655629139077,376.2376237623762,374,0.0,0.0
49,2026-03-25,EPtask-49-2026-03-25-2.mat,1,10,6,1 2 3 4 5 6,373.6263736263736,373.8350461477955,0.9283825422321544,372.51655629139077,376.2376237623762,374,0.0,0.0
49,2026-03-25,EPtask-49-2026-03-25-3.mat,1,15,6,1 2 3 4 5 6,373.6803696601195,373.8399235524364,0.9343433824496081,372.51655629139077,376.2376237623762,374,0.0,0.0
49,2026-03-25,EPtask-49-2026-03-25.mat,1,5,5,2 3 4 5 6,373.6803696601195,373.91722012042624,0.9039323590651065,372.89351021871636,376.2376237623762,374,0.0,0.0
