day_index,n_subjects,mean,median,sd,se,measure
1,26,1289.407832242308,1134.6207599,777.9789633869411,152.5742275182577,learning_time_s
2,26,426.9067567846151,263.9976387499994,440.7922830877578,86.44647895790739,learning_time_s
3,25,233.287756436,153.75066070000003,304.3820163395512,60.87640326791025,learning_time_s
1,26,39.15384615384615,27.5,37.99757077255577,7.451936724553259,trial_count
2,26,16.846153846153847,15.0,10.989785467213844,2.1552742518277612,trial_count
3,26,9.64102564102564,7.833333333333334,4.9197317694931995,0.9648387805495456,trial_count
