SubNo,subject_label,trial_index,rt,block,village,face1,face2,false_time,mean_false,mean_rt,session_date,source_file
18,S18,15,3.87536880000016,5,2,3,4,0.0,5.79959320000019,0.666666666666667,2026-04-12,SPtask1-18-2026-04-12.csv
18,S18,16,3.20056250000016,6,1,1,2,0.0,3.20056250000016,0.0,2026-04-12,SPtask1-18-2026-04-12.csv
18,S18,17,2.51444420000007,6,3,5,6,0.0,2.85750335000012,0.0,2026-04-12,SPtask1-18-2026-04-12.csv
18,S18,18,2.48845829999982,6,2,3,4,0.0,2.73448833333335,0.0,2026-04-12,SPtask1-18-2026-04-12.csv
20,S20,1,6.45382649999988,1,2,3,4,0.0,6.45382649999988,0.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,2,7.08956890000013,1,1,1,2,3.0,6.7716977,1.5,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,3,23.6574756999999,1,3,5,6,2.0,12.4002903666666,1.66666666666667,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,4,19.7296953,2,2,3,4,4.0,19.7296953,4.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,5,10.9582184000001,2,3,5,6,2.0,15.34395685,3.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,6,6.59505449999983,2,1,1,2,0.0,12.4276560666666,2.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,7,7.21239290000017,3,2,3,4,1.0,7.21239290000017,1.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,8,21.3680810000001,3,3,5,6,0.0,14.2902369500001,0.5,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,9,3.6382966000001,3,1,1,2,0.0,10.7395901666668,0.333333333333333,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,10,4.2344356000001,4,2,3,4,1.0,4.2344356000001,1.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,11,8.68906309999988,4,1,1,2,1.0,6.46174934999999,1.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,12,5.20290210000007,4,3,5,6,1.0,6.04213360000002,1.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,13,6.04008799999997,5,3,5,6,2.0,6.04008799999997,2.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,14,1.61110980000012,5,1,1,2,0.0,3.82559890000005,1.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,15,2.0466570000001,5,2,3,4,0.0,3.23261826666673,0.666666666666667,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,16,4.44970810000018,6,3,5,6,0.0,4.44970810000018,0.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,17,3.12313539999991,6,1,1,2,0.0,3.78642175000005,0.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,18,3.53122540000004,6,2,3,4,2.0,3.70135630000004,0.666666666666667,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,19,3.40632200000005,7,2,3,4,1.0,3.40632200000005,1.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,20,12.3994929,7,3,5,6,0.0,7.90290745000004,0.5,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,21,2.41055890000007,7,1,1,2,0.0,6.07212460000005,0.333333333333333,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,22,3.05767630000014,8,1,1,2,0.0,3.05767630000014,0.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,23,6.08758139999986,8,3,5,6,0.0,4.57262885,0.0,2026-04-12,SPtask1-20-2026-04-12.csv
20,S20,24,2.76723510000011,8,2,3,4,0.0,3.97083093333337,0.0,2026-04-12,SPtask1-20-2026-04-12.csv
21,S21,1,4.3114486000004,1,3,5,6,1.0,4.3114486000004,1.0,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,2,2.65922450000016,1,1,1,2,0.0,3.48533655000028,0.5,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,3,6.92591879999964,1,2,3,4,3.0,4.63219730000007,1.33333333333333,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,4,2.83382459999939,2,2,3,4,0.0,2.83382459999939,0.0,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,5,5.48805979999997,2,1,1,2,1.0,4.16094219999968,0.5,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,6,4.05553409999993,2,3,5,6,0.0,4.12580616666643,0.333333333333333,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,7,3.03338939999958,3,3,5,6,0.0,3.03338939999958,0.0,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,8,5.35044670000025,3,2,3,4,1.0,4.19191804999991,0.5,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,9,3.02127559999917,3,1,1,2,0.0,3.80170389999967,0.333333333333333,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,10,3.65871359999983,4,1,1,2,0.0,3.65871359999983,0.0,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,11,2.35426860000007,4,2,3,4,0.0,3.00649109999995,0.0,2025-12-09,SPtask1-21-2025-12-09.csv
21,S21,12,3.05025159999968,4,3,5,6,0.0,3.02107793333319,0.0,2025-12-09,SPtask1-21-2025-12-09.csv
23,S23,1,45.1065467000003,1,2,3,4,4.0,45.1065467000003,4.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,2,11.3010141,1,1,1,2,2.0,28.2037804000001,3.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,3,7.7757787999999,1,3,5,6,4.0,21.3944465333334,3.33333333333333,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,4,5.50056059999997,2,2,3,4,3.0,5.50056059999997,3.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,5,1.98458049999999,2,3,5,6,1.0,3.74257054999998,2.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,6,1.81691380000029,2,1,1,2,2.0,3.10068496666675,2.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,7,2.46652989999984,3,2,3,4,4.0,2.46652989999984,4.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,8,2.31691150000006,3,3,5,6,3.0,2.39172069999995,3.5,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,9,2.84592679999969,3,1,1,2,4.0,2.5431227333332,3.66666666666667,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,10,1.91304279999986,4,2,3,4,2.0,1.91304279999986,2.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,11,2.33754330000011,4,1,1,2,3.0,2.12529304999998,2.5,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,12,2.55878549999989,4,3,5,6,0.0,2.26979053333328,1.66666666666667,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,13,8.09680239999989,5,3,5,6,4.0,8.09680239999989,4.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,14,3.45889339999985,5,1,1,2,3.0,5.77784789999987,3.5,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,15,3.75849000000017,5,2,3,4,2.0,5.10472859999997,3.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,16,3.01697290000038,6,3,5,6,0.0,3.01697290000038,0.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,17,3.51296959999991,6,1,1,2,3.0,3.26497125000014,1.5,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,18,4.55451640000001,6,2,3,4,4.0,3.69481963333343,2.33333333333333,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,19,3.52941469999996,7,2,3,4,3.0,3.52941469999996,3.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,20,4.62121800000023,7,3,5,6,2.0,4.07531635000009,2.5,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,21,5.06088660000023,7,1,1,2,0.0,4.40383976666681,1.66666666666667,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,22,5.51324690000001,8,1,1,2,4.0,5.51324690000001,4.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,23,4.33413490000021,8,3,5,6,4.0,4.92369090000011,4.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,24,2.90020559999994,8,2,3,4,2.0,4.24919580000005,3.33333333333333,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,25,4.49635769999986,9,3,5,6,2.0,4.49635769999986,2.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,26,5.57126310000012,9,1,1,2,1.0,5.03381039999999,1.5,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,27,5.02689929999997,9,2,3,4,0.0,5.03150669999998,1.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,28,5.09662879999996,10,1,1,2,0.0,5.09662879999996,0.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,29,4.62964479999982,10,3,5,6,2.0,4.86313679999989,1.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,30,2.88467659999969,10,2,3,4,0.0,4.20365006666649,0.666666666666667,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,31,1.91742859999977,11,1,1,2,0.0,1.91742859999977,0.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,32,5.19701050000003,11,3,5,6,2.0,3.5572195499999,1.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,33,5.02538490000006,11,2,3,4,1.0,4.04660799999995,1.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,34,3.12528960000009,12,2,3,4,0.0,3.12528960000009,0.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,35,2.34586249999984,12,1,1,2,0.0,2.73557604999996,0.0,2025-12-09,SPtask1-23-2025-12-09.csv
23,S23,36,3.43350869999995,12,3,5,6,0.0,2.96822026666662,0.0,2025-12-09,SPtask1-23-2025-12-09.csv
29,S29,1,5.12776920000033,1,2,3,4,1.0,5.12776920000033,1.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,2,8.89112250000017,1,1,1,2,3.0,7.00944585000025,2.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,3,10.0756744,1,3,5,6,3.0,8.03152203333351,2.33333333333333,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,4,9.10845939999945,2,2,3,4,3.0,9.10845939999945,3.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,5,10.5266229999997,2,3,5,6,3.0,9.8175411999996,3.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,6,8.69111729999986,2,1,1,2,4.0,9.44206656666635,3.33333333333333,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,7,9.12465870000051,3,2,3,4,4.0,9.12465870000051,4.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,8,9.30827839999984,3,3,5,6,2.0,9.21646855000017,3.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,9,9.64173339999979,3,1,1,2,4.0,9.35822350000005,3.33333333333333,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,10,5.82222060000004,4,2,3,4,0.0,5.82222060000004,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,11,7.02294919999986,4,1,1,2,0.0,6.42258489999995,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,12,10.7929174999999,4,3,5,6,4.0,7.87936243333327,1.33333333333333,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,13,8.20744550000018,5,3,5,6,2.0,8.20744550000018,2.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,14,17.0978810000006,5,1,1,2,4.0,12.6526632500004,3.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,15,7.92402109999966,5,2,3,4,0.0,11.0764492000001,2.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,16,12.2606864999998,6,3,5,6,3.0,12.2606864999998,3.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,17,10.5091924000008,6,1,1,2,2.0,11.3849394500003,2.5,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,18,8.0406481,6,2,3,4,1.0,10.2701756666669,2.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,19,2.5702596000001,7,2,3,4,0.0,2.5702596000001,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,20,6.78953809999985,7,3,5,6,0.0,4.67989884999997,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,21,6.18902640000033,7,1,1,2,0.0,5.18294136666676,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,22,2.53619639999943,8,1,1,2,0.0,2.53619639999943,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,23,10.7928904999999,8,3,5,6,1.0,6.66454344999966,0.5,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,24,4.12086779999936,8,2,3,4,0.0,5.81665156666622,0.333333333333333,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,25,8.59099309999965,9,3,5,6,0.0,8.59099309999965,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,26,4.80481240000063,9,1,1,2,0.0,6.69790275000014,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,27,2.81964859999971,9,2,3,4,0.0,5.40515136666666,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,28,3.53752209999948,10,1,1,2,0.0,3.53752209999948,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,29,4.33754229999977,10,3,5,6,0.0,3.93753219999962,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
29,S29,30,2.70293719999972,10,2,3,4,0.0,3.52600053333299,0.0,2026-03-16,SPtask1-29-2026-03-16.csv
31,S31,1,10.6653089,1,2,3,4,4.0,10.6653089,4.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,2,9.44140019999998,1,1,1,2,2.0,10.05335455,3.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,3,15.4634596000001,1,3,5,6,4.0,11.8567229,3.33333333333333,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,4,4.37106200000005,2,3,5,6,2.0,4.37106200000005,2.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,5,9.04135740000004,2,1,1,2,4.0,6.70620970000004,3.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,6,4.82098140000005,2,2,3,4,0.0,6.07780026666671,2.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,7,18.9494386,3,2,3,4,2.0,18.9494386,2.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,8,20.017058,3,3,5,6,2.0,19.4832483,2.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,9,4.30412139999999,3,1,1,2,0.0,14.4235393333333,1.33333333333333,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,10,4.320786,4,1,1,2,0.0,4.320786,0.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,11,5.37169949999998,4,3,5,6,0.0,4.84624274999999,0.0,2026-03-16,SPtask1-31-2026-03-16.csv
31,S31,12,2.87023499999998,4,2,3,4,0.0,4.18757349999999,0.0,2026-03-16,SPtask1-31-2026-03-16.csv
35,S35,1,13.9029590999999,1,3,5,6,2.0,13.9029590999999,2.0,2025-07-18,SPtask1-35-2025-07-18.csv
35,S35,2,14.6628109999992,1,2,3,4,0.0,14.2828850499996,1.0,2025-07-18,SPtask1-35-2025-07-18.csv
35,S35,3,2.46957569999995,1,1,1,2,0.0,10.3451152666663,0.666666666666667,2025-07-18,SPtask1-35-2025-07-18.csv
35,S35,4,3.05334659999971,2,1,1,2,0.0,3.05334659999971,0.0,2025-07-18,SPtask1-35-2025-07-18.csv
35,S35,5,5.8388144999999,2,2,3,4,0.0,4.44608054999981,0.0,2025-07-18,SPtask1-35-2025-07-18.csv
35,S35,6,4.87136120000014,2,3,5,6,0.0,4.58784076666658,0.0,2025-07-18,SPtask1-35-2025-07-18.csv
37,S37,1,9.83156259999987,1,3,5,6,4.0,9.83156259999987,4.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,2,10.2089025,1,2,3,4,2.0,10.0202325499999,3.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,3,31.3264639999998,1,1,1,2,2.0,17.1223096999999,2.66666666666667,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,4,6.17273440000008,2,3,5,6,0.0,6.17273440000008,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,5,8.20845920000011,2,1,1,2,0.0,7.19059680000009,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,6,7.74080460000005,2,2,3,4,0.0,7.37399940000008,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,7,35.9978343000003,3,3,5,6,1.0,35.9978343000003,1.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,8,3.40348399999993,3,2,3,4,0.0,19.7006591500001,0.5,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,9,7.54021379999995,3,1,1,2,0.0,15.6471773666667,0.333333333333333,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,10,7.52337579999994,4,1,1,2,0.0,7.52337579999994,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,11,14.0286603,4,3,5,6,0.0,10.7760180499999,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,12,8.37459979999994,4,2,3,4,0.0,9.97554529999995,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,13,3.78728020000017,5,2,3,4,0.0,3.78728020000017,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,14,33.9960923999997,5,3,5,6,1.0,18.8916862999999,0.5,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,15,3.7873698999997,5,1,1,2,0.0,13.8569141666665,0.333333333333333,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,16,4.00400570000011,6,1,1,2,0.0,4.00400570000011,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,17,2.20271420000017,6,2,3,4,0.0,3.10335995000014,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
37,S37,18,7.75695300000007,6,3,5,6,0.0,4.65455763333345,0.0,2026-03-22,SPtask1-37-2026-03-22.csv
39,S39,1,22.5750806999999,1,2,3,4,4.0,22.5750806999999,4.0,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,2,12.1937070000004,1,3,5,6,0.0,17.3843938500002,2.0,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,3,2.85317699999996,1,1,1,2,0.0,12.5406549000001,1.33333333333333,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,4,2.86986400000023,2,2,3,4,0.0,2.86986400000023,0.0,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,5,9.97559950000004,2,1,1,2,0.0,6.42273175000014,0.0,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,6,3.07019319999972,2,3,5,6,0.0,5.3052189,0.0,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,7,3.26976250000007,3,3,5,6,0.0,3.26976250000007,0.0,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,8,3.40333700000019,3,1,1,2,0.0,3.33654975000013,0.0,2026-03-22,SPtask1-39-2026-03-22.csv
39,S39,9,2.68611460000011,3,2,3,4,0.0,3.11973803333346,0.0,2026-03-22,SPtask1-39-2026-03-22.csv
41,S41,1,6.79894599999989,1,2,3,4,0.0,6.79894599999989,0.0,2026-03-22,SPtask1-41-2026-03-22.csv
41,S41,2,2.6629224999997,1,3,5,6,0.0,4.73093424999979,0.0,2026-03-22,SPtask1-41-2026-03-22.csv
41,S41,3,3.02947489999951,1,1,1,2,0.0,4.16378113333303,0.0,2026-03-22,SPtask1-41-2026-03-22.csv
43,S43,1,6.01759660000016,1,2,3,4,3.0,6.01759660000016,3.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,2,6.65580079999995,1,1,1,2,4.0,6.33669870000006,3.5,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,3,9.5928566,1,3,5,6,2.0,7.42208466666671,3.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,4,8.03822950000017,2,2,3,4,2.0,8.03822950000017,2.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,5,7.5965807,2,3,5,6,2.0,7.81740510000009,2.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,6,5.27544230000012,2,1,1,2,0.0,6.97008416666677,1.33333333333333,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,7,1.72512440000014,3,2,3,4,0.0,1.72512440000014,0.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,8,2.60424840000019,3,3,5,6,0.0,2.16468640000016,0.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,9,9.01351989999989,3,1,1,2,1.0,4.44763090000007,0.333333333333333,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,10,3.40047909999998,4,2,3,4,1.0,3.40047909999998,1.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,11,8.23009270000011,4,1,1,2,3.0,5.81528590000005,2.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,12,4.43818079999983,4,3,5,6,1.0,5.35625086666664,1.66666666666667,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,13,2.04257180000013,5,3,5,6,0.0,2.04257180000013,0.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,14,2.65495250000004,5,1,1,2,0.0,2.34876215000008,0.0,2026-03-26,SPtask1-43-2026-03-26.csv
43,S43,15,1.90825040000004,5,2,3,4,0.0,2.20192490000007,0.0,2026-03-26,SPtask1-43-2026-03-26.csv
45,S45,1,7.44770359999984,1,2,3,4,0.0,7.44770359999984,0.0,2026-03-26,SPtask1-45-2026-03-26.csv
45,S45,2,3.5533317999998,1,1,1,2,0.0,5.50051769999982,0.0,2026-03-26,SPtask1-45-2026-03-26.csv
45,S45,3,3.32026319999977,1,3,5,6,0.0,4.7737661999998,0.0,2026-03-26,SPtask1-45-2026-03-26.csv
47,S47,1,9.5978513,1,3,5,6,4.0,9.5978513,4.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,2,13.0276841999998,1,2,3,4,2.0,11.3127677499999,3.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,3,3.82059279999999,1,1,1,2,0.0,8.81537609999994,2.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,4,8.97473100000002,2,2,3,4,0.0,8.97473100000002,0.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,5,8.79141600000003,2,3,5,6,1.0,8.88307350000002,0.5,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,6,2.31923580000012,2,1,1,2,0.0,6.69512760000005,0.333333333333333,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,7,4.35444940000002,3,2,3,4,0.0,4.35444940000002,0.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,8,2.70305129999997,3,3,5,6,0.0,3.52875035,0.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,9,8.40756199999987,3,1,1,2,1.0,5.15502089999995,0.333333333333333,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,10,3.33682829999998,4,1,1,2,0.0,3.33682829999998,0.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,11,5.37192410000011,4,2,3,4,2.0,4.35437620000005,1.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,12,3.48716489999993,4,3,5,6,0.0,4.06530576666667,0.666666666666667,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,13,7.37366189999989,5,3,5,6,0.0,7.37366189999989,0.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,14,2.31946829999993,5,1,1,2,0.0,4.84656509999991,0.0,2026-03-26,SPtask1-47-2026-03-26.csv
47,S47,15,2.1192989000001,5,2,3,4,0.0,3.93747636666664,0.0,2026-03-26,SPtask1-47-2026-03-26.csv
49,S49,1,14.8185653999999,1,2,3,4,4.0,14.8185653999999,4.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,2,27.5065006999998,1,3,5,6,2.0,21.1625330499999,3.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,3,8.00749469999982,1,1,1,2,0.0,16.7775202666665,2.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,4,5.32179619999988,2,1,1,2,0.0,5.32179619999988,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,5,8.07414759999983,2,3,5,6,0.0,6.69797189999986,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,6,3.37021460000005,2,2,3,4,0.0,5.58871946666659,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,7,4.45555280000008,3,3,5,6,0.0,4.45555280000008,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,8,8.30782769999996,3,2,3,4,0.0,6.38169025000002,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,9,2.30282829999987,3,1,1,2,0.0,5.02206959999997,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,10,5.32169820000036,4,3,5,6,0.0,5.32169820000036,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,11,4.00414150000006,4,1,1,2,0.0,4.66291985000021,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
49,S49,12,2.63734470000009,4,2,3,4,0.0,3.9877281333335,0.0,2025-07-18,SPtask1-49-2025-07-18.csv
