SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
23,yhz,Female,19,Right,2,1,184,254,1,1,24,248,?,104,251,1,12,128,128.561269439906,124.323902412191,111.04743625598,218.751338901501,167.26492924584,,,
23,yhz,Female,19,Right,6,3,293.6,36.4,5,3,208.4,172,?,251,104.2,2,88,29.9999999999998,92.9731143933556,131.720275464904,238,83.9999999999991,76.2284802070044,172.262228791194,183.505059710186,157.550800782518
23,yhz,Female,19,Right,1,1,24,248,4,2,342,375.6,?,183,311.8,1,233.254341559212,73.9342627444187,244.691362871235,79.5398069626135,222,227.999999999999,82.0690690314914,,,
23,yhz,Female,19,Right,5,3,208.4,172,4,2,342,375.6,車,275.2,273.8,2,139.486072138904,183.030040374932,230.122489123486,67.3688611804646,232,343.999999999999,73.2141579848085,230,197.999999999999,109.989025507005
23,yhz,Female,19,Right,1,1,24,248,6,3,293.6,36.4,?,158.8,142.2,0,194,63.9999999999995,204.284115877862,47.1009656700908,,,,,,
23,yhz,Female,19,Right,5,3,208.4,172,4,2,342,375.6,車,275.2,273.8,1,134,192,234.136712200372,62.4431092121913,248,183.999999999999,63.4376334839671,,,
23,yhz,Female,19,Right,2,1,184,254,3,2,267.6,234,U,225.8,244,2,140,13.9999999999996,140.698258695692,268.248517085651,188,307.999999999999,86.5585620922866,214,228,116.770173580465
23,yhz,Female,19,Right,2,1,184,254,4,2,342,375.6,?,263,314.8,0,208,23.9999999999993,209.380037252838,59.9705333115862,,,,,,
23,yhz,Female,19,Right,2,1,184,254,1,1,24,248,?,104,251,1,10,124,124.402572320672,43.9043671804648,98,226,72.0546187914442,,,
23,yhz,Female,19,Right,3,2,267.6,234,4,2,342,375.6,?,304.8,304.8,2,78,88,117.592516768713,59.0080266752766,282,292,61.1683958819121,202,298,79.0306139715394
23,yhz,Female,19,Right,3,2,267.6,234,6,3,293.6,36.4,?,280.6,135.2,0,19.9945181390183,216.209343824972,217.13189796259,60.5759421404164,,,,,,
23,yhz,Female,19,Right,6,3,293.6,36.4,4,2,342,375.6,?,317.8,206,0,36,130,134.892549831338,484.865293180463,,,,,,
