SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
14,wrn,Female,24,Right,4,2,267.615,293.907,1,1,18.78,194.06,?,143.1975,243.9835,1,212,62,220.880057950011,102.487533399999,158,186,78.0958228999989,,,
14,wrn,Female,24,Right,2,1,143.98,198.755,3,2,209.397,183.105,C,176.6885,190.93,2,122,34,126.649121591901,70.4076078000035,172,252,112.478666299998,164,218,31.6338418999985
14,wrn,Female,24,Right,1,1,18.78,194.06,6,3,229.742,28.483,?,124.261,111.2715,1,162,56,171.405950888527,40.7489243000018,186,150,25.1739053000019,,,
14,wrn,Female,24,Right,1,1,18.78,194.06,5,3,163.073,134.59,?,90.9265,164.325,2,58,92,108.75660899458,43.9924744000018,122,114,54.1307474000023,132,108,15.6282040000006
14,wrn,Female,24,Right,6,3,229.742,28.483,3,2,209.397,183.105,?,219.5695,105.794,1,44,144,150.57224179775,51.7082587999976,242,194,62.6084699999992,,,
14,wrn,Female,24,Right,1,1,18.78,194.06,3,2,209.397,183.105,?,114.0885,188.5825,2,156,90,180.099972237644,56.1072924,168,216,44.5959280999996,152,192,20.4919985000015
14,wrn,Female,24,Right,1,1,18.78,194.06,5,3,163.073,134.59,?,90.9265,164.325,0,66,94,114.85643212289,33.5025987000008,,,,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,3,2,209.397,183.105,},238.506,238.506,1,82,40,91.2359578236563,44.5084833000001,248,204,32.4880742999994,,,
14,wrn,Female,24,Right,2,1,143.98,198.755,1,1,18.78,194.06,},81.38,196.4075,2,23.9999999999999,60,64.621977685614,48.2955159000012,78,196,40.9231027000023,226,240,24.3576352999989
14,wrn,Female,24,Right,6,3,229.742,28.483,1,1,18.78,194.06,?,124.261,111.2715,0,196,52,202.780669690185,57.9055241000024,,,,,,
14,wrn,Female,24,Right,6,3,229.742,28.483,4,2,267.615,293.907,?,248.6785,161.195,0,40,90,98.488578017961,40.8962795000007,,,,,,
14,wrn,Female,24,Right,3,2,209.397,183.105,6,3,229.742,28.483,?,219.5695,105.794,0,42,158,163.487002541486,42.9710054999996,,,,,,
14,wrn,Female,24,Right,6,3,229.742,28.483,3,2,209.397,183.105,?,219.5695,105.794,0,38,126,131.605471010897,24.078061199998,,,,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,3,2,209.397,183.105,},238.506,238.506,1,58,136,147.85127662621,39.4133271999999,230,214,52.2532510000019,,,
14,wrn,Female,24,Right,6,3,229.742,28.483,5,3,163.073,134.59,},196.4075,81.5365,2,82,72,109.12378292563,38.886401300002,206,100,48.5065075999992,220,190,20.3319650000012
14,wrn,Female,24,Right,2,1,143.98,198.755,5,3,163.073,134.59,B,153.5265,166.6725,0,74,108,130.919822792425,24.6200415999992,,,,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,3,2,209.397,183.105,},238.506,238.506,1,58,170,179.621824954542,26.9665389000002,230,200,56.4082664000016,,,
14,wrn,Female,24,Right,1,1,18.78,194.06,2,1,143.98,198.755,},81.38,196.4075,2,34,62,70.7106781186548,27.3839162000004,76,190,35.7620172000024,152,204,18.0666156999978
14,wrn,Female,24,Right,1,1,18.78,194.06,3,2,209.397,183.105,?,114.0885,188.5825,0,142,116,183.357574154983,46.9402202999991,,,,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,1,1,18.78,194.06,?,143.1975,243.9835,0,212,46,216.933169432431,41.9419533999971,,,,,,
14,wrn,Female,24,Right,3,2,209.397,183.105,1,1,18.78,194.06,?,114.0885,188.5825,0,162,106,193.597520645281,53.6801784000018,,,,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,6,3,229.742,28.483,?,248.6785,161.195,1,38,128,133.521533843796,42.8790058000013,268,162,53.4203983999978,,,
14,wrn,Female,24,Right,3,2,209.397,183.105,5,3,163.073,134.59,C,186.235,158.8475,2,58,218,225.583687353496,34.1910171000018,184,158,63.4132033999995,234,214,15.5313248999992
14,wrn,Female,24,Right,5,3,163.073,134.59,3,2,209.397,183.105,C,186.235,158.8475,0,56,212,219.271521178652,24.3464020000029,,,,,,
14,wrn,Female,24,Right,3,2,209.397,183.105,6,3,229.742,28.483,?,219.5695,105.794,0,48,152,159.39887076137,26.6238177999985,,,,,,
14,wrn,Female,24,Right,1,1,18.78,194.06,4,2,267.615,293.907,?,143.1975,243.9835,1,210,50,215.870331449229,63.5601196999996,218,198,28.4189976000016,,,
14,wrn,Female,24,Right,3,2,209.397,183.105,2,1,143.98,198.755,C,176.6885,190.93,2,140,38,145.065502446309,65.6151467000018,166,258,49.9570676000003,148,248,15.0053126999992
14,wrn,Female,24,Right,1,1,18.78,194.06,6,3,229.742,28.483,?,124.261,111.2715,0,158,56,167.630546142402,46.4661591999975,,,,,,
14,wrn,Female,24,Right,3,2,209.397,183.105,1,1,18.78,194.06,?,114.0885,188.5825,0,152,96,179.777640433954,45.6417063000008,,,,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,1,1,18.78,194.06,?,143.1975,243.9835,0,202,54,209.093280618962,26.9788093999996,,,,,,
14,wrn,Female,24,Right,6,3,229.742,28.483,4,2,267.615,293.907,?,248.6785,161.195,0,42,90,99.3176721434811,38.2642916999976,,,,,,
14,wrn,Female,24,Right,6,3,229.742,28.483,1,1,18.78,194.06,?,124.261,111.2715,0,146,40,151.38031576133,35.2497875000008,,,,,,
14,wrn,Female,24,Right,2,1,143.98,198.755,5,3,163.073,134.59,B,153.5265,166.6725,0,50,178,184.889155982713,39.3792544000025,,,,,,
14,wrn,Female,24,Right,5,3,163.073,134.59,6,3,229.742,28.483,},196.4075,81.5365,1,82,52,97.0978887515068,38.5577006999993,202,82,28.270710300003,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,3,2,209.397,183.105,},238.506,238.506,2,50,54,73.5934779718964,34.918608699998,259.233595624295,174.137046524543,46.1049039999998,248,202,13.1174591000017
14,wrn,Female,24,Right,4,2,267.615,293.907,5,3,163.073,134.59,?,215.344,214.2485,0,136,56,147.078210486802,41.0037450000018,,,,,,
14,wrn,Female,24,Right,3,2,209.397,183.105,2,1,143.98,198.755,C,176.6885,190.93,0,130,46,137.898513407506,28.0239568999968,,,,,,
14,wrn,Female,24,Right,4,2,267.615,293.907,5,3,163.073,134.59,?,215.344,214.2485,0,114,184,216.453228204155,24.9754651000003,,,,,,
14,wrn,Female,24,Right,1,1,18.78,194.06,5,3,163.073,134.59,?,90.9265,164.325,1,88,94,128.763348822559,31.6539465999995,108,82,23.9175636,,,
14,wrn,Female,24,Right,6,3,229.742,28.483,2,1,143.98,198.755,?,186.861,113.619,2,150,106,183.673623582702,26.1233229999998,146,140,41.2527854,172,112,13.4421072000005
