SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
12,zzc,Male,23,Right,4,2,267.615,293.907,5,3,163.073,134.59,?,215.344,214.2485,0,132,150,199.809909664161,40.9070427000001,,,,,,
12,zzc,Male,23,Right,6,3,229.742,28.483,3,2,209.397,183.105,?,219.5695,105.794,1,50,70,86.0232526704263,42.6107220999997,220,216,31.6974532000004,,,
12,zzc,Male,23,Right,6,3,229.742,28.483,4,2,267.615,293.907,?,248.6785,161.195,2,31.9999999999998,100,104.995237987253,50.0398136999997,240,114,25.1469280000001,214,122,70.5670385000003
12,zzc,Male,23,Right,3,2,209.397,183.105,4,2,267.615,293.907,},238.506,238.506,1,92,26,95.603347221737,15.8608734000004,246,278,16.9770475,,,
12,zzc,Male,23,Right,5,3,163.073,134.59,6,3,229.742,28.483,},196.4075,81.5365,2,64,36,73.4302390027433,26.2604323,196,64,20.9207197999999,224,186,77.6669442000002
12,zzc,Male,23,Right,1,1,18.78,194.06,4,2,267.615,293.907,?,143.1975,243.9835,1,226,38,229.1724241701,42.3176899999999,202,182,34.8084450000001,,,
12,zzc,Male,23,Right,2,1,143.98,198.755,3,2,209.397,183.105,C,176.6885,190.93,2,106,24,108.683025353548,27.5459258999999,152,258,29.2527325000001,166,224,67.8106662999999
12,zzc,Male,23,Right,1,1,18.78,194.06,6,3,229.742,28.483,?,124.261,111.2715,0,158,58,168.309239199754,35.2047133999999,,,,,,
12,zzc,Male,23,Right,2,1,143.98,198.755,5,3,163.073,134.59,B,153.5265,166.6725,1,52,162,170.141117899231,32.3036437000001,128,184,22.8438248000002,,,
12,zzc,Male,23,Right,1,1,18.78,194.06,5,3,163.073,134.59,?,90.9265,164.325,2,78,100,126.822710899902,26.3812174,106,120,14.6133049,106,134,67.9876509999999
12,zzc,Male,23,Right,5,3,163.073,134.59,1,1,18.78,194.06,?,90.9265,164.325,1,74,96,121.210560596014,14.0082781000001,106,126,13.0446634,,,
12,zzc,Male,23,Right,2,1,143.98,198.755,6,3,229.742,28.483,?,186.861,113.619,2,140,160,212.602916254693,62.1207248000001,170,158,22.2589542999999,138,122,60.2696676
