SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
17,bys,Female,21,Right,3,2,267.6,234,5,3,208.4,172,U,238,203,0,66,264,272.124971290766,126.524234247599,,,,,,
17,bys,Female,21,Right,2,1,184,254,4,2,342,375.6,?,263,314.8,0,168,21.9999999999994,169.434353069264,144.948567675645,,,,,,
17,bys,Female,21,Right,3,2,267.6,234,4,2,342,375.6,?,304.8,304.8,1,114,90,145.244621242922,71.5499371569476,300,300,84.4536496569472,,,
17,bys,Female,21,Right,6,3,293.6,36.4,5,3,208.4,172,?,251,104.2,2,264,19.9999999999991,264.756491893967,82.4904252662964,262,108,39.4037231756447,276,238,92.8265482662955
17,bys,Female,21,Right,4,2,342,375.6,5,3,208.4,172,車,275.2,273.8,0,110,156,190.882162603005,61.3616089849929,,,,,,
17,bys,Female,21,Right,6,3,293.6,36.4,4,2,342,375.6,?,317.8,206,1,36,126,131.041978007049,70.4528188662971,302,180,94.0245099475997,,,
17,bys,Female,21,Right,3,2,267.6,234,6,3,293.6,36.4,?,280.6,135.2,2,58,202,210.16184239771,52.3831203943391,308,210,84.5965898662962,300,200,98.6161615756446
17,bys,Female,21,Right,6,3,293.6,36.4,3,2,267.6,234,?,280.6,135.2,0,130,216,252.103153490788,55.8274397849927,,,,,,
17,bys,Female,21,Right,6,3,293.6,36.4,2,1,184,254,車,238.8,145.2,1,14,16,21.2602916254693,92.9915337849925,322,106,30.0845100756451,,,
17,bys,Female,21,Right,1,1,24,248,5,3,208.4,172,?,116.2,210,2,88,118,147.200543477258,108.034990475646,152,158,31.3943598662972,196,192,79.8151842662974
17,bys,Female,21,Right,4,2,342,375.6,3,2,267.6,234,?,304.8,304.8,1,38,25.9999999999999,46.0434577328853,53.7614481662968,270,318,27.2221244569482,,,
17,bys,Female,21,Right,2,1,184,254,1,1,24,248,?,104,251,2,42,104,112.16059914248,26.137099675645,274,224,31.9165355662972,286,284,46.0444116662948
17,bys,Female,21,Right,4,2,342,375.6,2,1,184,254,?,263,314.8,0,22,57.9999999999999,62.0322496770832,37.0323012569479,,,,,,
17,bys,Female,21,Right,1,1,24,248,5,3,208.4,172,?,116.2,210,1,44,70,82.6801064343775,24.1229500756435,216,130,28.9525499662959,,,
17,bys,Female,21,Right,5,3,208.4,172,4,2,342,375.6,車,275.2,273.8,2,186,172,253.337719260279,35.708907666296,276,218,28.7219408756446,218,208,39.3878354662957
17,bys,Female,21,Right,6,3,293.6,36.4,5,3,208.4,172,?,251,104.2,1,134,21.9999999999995,135.793961574144,30.318867275646,274,100,24.7601676662962,,,
17,bys,Female,21,Right,2,1,184,254,1,1,24,248,?,104,251,2,116,96,150.57224179775,21.9915505662957,294,266,30.2206325475981,244,228,30.8334335756444
