SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
31,ljy,Female,23,Right,5,3,194.854,160.82,1,1,22.44,231.88,?,108.647,196.35,1,95.6614431392071,95.4274924304232,135.120383418026,44.8646780480362,102.478859968746,106.920782902605,29.0000089236523,,,
31,ljy,Female,23,Right,2,1,172.04,237.49,6,3,274.516,34.034,?,223.278,135.762,2,197.409219208394,186.845619580187,271.811856593438,50.0670853317802,222.015069406958,218.975164641264,54.0790389480362,161.71122718975,125.796553995465,143.294917448036
31,ljy,Female,23,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,0,225.352280838429,77.6888937150257,238.367813862834,46.163761664292,,,,,,
31,ljy,Female,23,Right,2,1,172.04,237.49,4,2,319.77,351.186,?,245.905,294.338,0,222.971861591876,43.400258390495,227.15640754799,49.1468612480362,,,,,,
31,ljy,Female,23,Right,3,2,250.206,218.79,2,1,172.04,237.49,P,211.123,228.14,0,172.655534077794,27.9772546124526,174.907576231958,32.879539056164,,,,,,
31,ljy,Female,23,Right,6,3,274.516,34.034,3,2,250.206,218.79,?,262.361,126.412,0,60,211.310198523402,219.663378832248,39.5557536805482,,,,,,
31,ljy,Female,23,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,0,51.5111461923269,244.323132301232,249.694195286019,29.0719750561639,,,,,,
31,ljy,Female,23,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,110.348371363681,219.055718298446,245.279780621773,32.0797033561639,,,,,,
31,ljy,Female,23,Right,6,3,274.516,34.034,5,3,194.854,160.82,?,234.685,97.427,1,94,58.8897274573425,110.923396990897,34.8442184399087,247.482440322026,97.3975002841181,68.4048631642918,,,
31,ljy,Female,23,Right,1,1,22.44,231.88,2,1,172.04,237.49,?,97.24,234.685,2,36.9113176886555,103.517926792408,109.901804083969,25.0642187480357,83.3889987152516,252.413302244982,34.8799651480363,197,185.329436409871,33.9990223480363
31,ljy,Female,23,Right,4,2,319.77,351.186,2,1,172.04,237.49,?,245.905,294.338,0,229.497428454041,57.8974759765868,236.687953625606,36.3176639724197,,,,,,
31,ljy,Female,23,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,0,205,53.693575034637,211.91507733052,39.1654881642921,,,,,,
31,ljy,Female,23,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,1,77.7300141024117,251.730014102409,263.457691275773,42.8497006480357,224.555226243878,193.034979604984,67.9634521480361,,,
