SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
29,lzb,Female,22,Right,4,2,318.915,350.247,2,1,171.58,236.855,?,245.2475,293.551,0,222,32,224.294449329447,85.987250891385,,,,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,6,3,273.782,33.943,?,261.6595,126.074,0,38,182,185.924715947074,94.2943651823152,,,,,,
29,lzb,Female,22,Right,6,3,273.782,33.943,2,1,171.58,236.855,?,222.681,135.399,0,150,120,192.093727122985,53.673494491386,,,,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,3,2,249.537,218.205,O,221.935,189.2975,1,42,228,231.83614903634,62.3976102913848,216,200,82.154189982316,,,
29,lzb,Female,22,Right,6,3,273.782,33.943,4,2,318.915,350.247,?,296.3485,192.095,2,40,140,145.60219778561,99.3246075732459,324,204,52.5518101823154,282,178,93.6542475913857
29,lzb,Female,22,Right,4,2,318.915,350.247,1,1,22.38,231.26,?,170.6475,290.7535,1,228,64,236.812161849851,85.7403060913848,226,228,69.3690385913851,,,
29,lzb,Female,22,Right,2,1,171.58,236.855,3,2,249.537,218.205,P,210.5585,227.53,2,112,30,115.948264325086,47.9965105823158,186,318,33.8770570732459,204,278,77.0687897823154
29,lzb,Female,22,Right,2,1,171.58,236.855,3,2,249.537,218.205,P,210.5585,227.53,1,110,26,113.030969207558,43.3109418913846,188,330,29.1504133823146,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,2,1,171.58,236.855,O,182.9565,198.6225,2,66,208,218.220072403984,39.4270483823148,152,204,45.3760395732443,170,252,50.307311882314
29,lzb,Female,22,Right,2,1,171.58,236.855,5,3,194.333,160.39,O,182.9565,198.6225,0,68,142,157.442052832145,97.6726699913852,,,,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,3,2,249.537,218.205,?,135.9585,224.7325,1,116,192,224.321198284959,34.6347144913852,160,224,47.8117991823146,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,5,3,194.333,160.39,O,221.935,189.2975,2,46,234,238.478510562273,32.0952164823138,222,212,49.2237480913846,182,212,70.0215287913852
29,lzb,Female,22,Right,4,2,318.915,350.247,2,1,171.58,236.855,?,245.2475,293.551,0,238,32,240.141624879986,62.4151321913851,,,,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,5,3,194.333,160.39,O,221.935,189.2975,1,40,244,247.256951368409,26.4863472823145,216,214,27.7156223823149,,,
29,lzb,Female,22,Right,4,2,318.915,350.247,6,3,273.782,33.943,?,296.3485,192.095,2,52,126,136.30847369111,28.0506664913846,324,198,41.9199296823153,266,198,40.4799001823158
29,lzb,Female,22,Right,3,2,249.537,218.205,6,3,273.782,33.943,?,261.6595,126.074,0,40,156,161.046577113579,57.6858273913858,,,,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,4,2,318.915,350.247,?,284.226,284.226,1,86,58,103.73041983912,45.7904712823147,292,304,35.7207242823151,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,6,3,273.782,33.943,?,234.0575,97.1665,2,94,40,102.156742312977,38.1371486823155,234,92,18.4834768278961,284,202,44.991224082316
29,lzb,Female,22,Right,4,2,318.915,350.247,1,1,22.38,231.26,?,170.6475,290.7535,0,226,58,233.323809329438,38.973515982314,,,,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,6,3,273.782,33.943,?,261.6595,126.074,0,50,192,198.403628999068,46.3454105913843,,,,,,
29,lzb,Female,22,Right,6,3,273.782,33.943,1,1,22.38,231.26,?,148.081,132.6015,0,178,1.08993565124114e-14,178,38.3926188823152,,,,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,4,2,318.915,350.247,?,170.6475,290.7535,1,248,52,253.39297543539,55.6034993913854,210,222,79.0858416732444,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,3,2,249.537,218.205,?,135.9585,224.7325,2,130,112,171.592540630413,39.7414108913854,174,254,35.8786678823144,218,238,64.2448107823147
29,lzb,Female,22,Right,3,2,249.537,218.205,4,2,318.915,350.247,?,284.226,284.226,1,84,60,103.227903204512,30.8421232004548,286,300,29.8058163823152,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,2,1,171.58,236.855,?,96.98,234.0575,2,15.9999999999999,92,93.38094023943,30.1831841732437,96,238,14.2220338732441,218,280,36.1278578732436
29,lzb,Female,22,Right,6,3,273.782,33.943,1,1,22.38,231.26,?,148.081,132.6015,0,186,66,197.362610440782,35.3754261732447,,,,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,6,3,273.782,33.943,?,234.0575,97.1665,1,87.9972590695091,46.1046719124859,99.3436378229843,55.0536569913838,238,96,21.357912182315,,,
29,lzb,Female,22,Right,2,1,171.58,236.855,1,1,22.38,231.26,?,96.98,234.0575,2,15.9999999999999,78,79.6241169495775,52.7763985913862,96,246,13.8212524913852,190,192,54.8558000732464
29,lzb,Female,22,Right,1,1,22.38,231.26,6,3,273.782,33.943,?,148.081,132.6015,0,172,62,182.833257368565,48.7879158913856,,,,,,
29,lzb,Female,22,Right,6,3,273.782,33.943,4,2,318.915,350.247,?,296.3485,192.095,0,44,114,122.196562963121,27.0149535913843,,,,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,1,1,22.38,231.26,?,135.9585,224.7325,0,138,118,181.570922782256,43.4988695913853,,,,,,
29,lzb,Female,22,Right,2,1,171.58,236.855,5,3,194.333,160.39,O,182.9565,198.6225,0,84,202,218.769284864215,36.765856191385,,,,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,2,1,171.58,236.855,?,96.98,234.0575,1,13.9999999999999,88,89.1066776397819,32.6034658004555,90,262,14.7594457641753,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,6,3,273.782,33.943,?,234.0575,97.1665,2,78,34,85.0881895447306,39.9907253913862,236,94,33.3172821823155,166,172,50.5005818823156
29,lzb,Female,22,Right,2,1,171.58,236.855,3,2,249.537,218.205,P,210.5585,227.53,0,144,24,145.986300727157,54.8743759732461,,,,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,1,1,22.38,231.26,?,108.3565,195.825,0,96,108,144.499134945508,18.5171113823162,,,,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,6,3,273.782,33.943,?,234.0575,97.1665,1,68,34,76.0263112349928,34.5313004823147,234,92,11.4165858823144,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,4,2,318.915,350.247,?,284.226,284.226,2,74,50,89.3084542470644,84.2403069823158,276,296,29.0822208823156,268,186,99.4938481823156
29,lzb,Female,22,Right,5,3,194.333,160.39,2,1,171.58,236.855,O,182.9565,198.6225,0,88,78,117.592516768713,38.229137082315,,,,,,
29,lzb,Female,22,Right,6,3,273.782,33.943,3,2,249.537,218.205,?,261.6595,126.074,0,38,218,221.28714377478,45.3269316732458,,,,,,
29,lzb,Female,22,Right,2,1,171.58,236.855,4,2,318.915,350.247,?,245.2475,293.551,1,208,52,214.401492532118,46.3194308551047,208,270,64.6120210823137,,,
29,lzb,Female,22,Right,4,2,318.915,350.247,6,3,273.782,33.943,?,296.3485,192.095,2,52,120,130.782261794175,57.8980957823151,314,190,49.8946070823149,242,226,99.9771638823149
29,lzb,Female,22,Right,6,3,273.782,33.943,1,1,22.38,231.26,?,148.081,132.6015,0,182,108,211.631755651178,92.2368344913848,,,,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,4,2,318.915,350.247,?,170.6475,290.7535,1,214,46,218.888099265355,71.9644410823166,208,218,49.8671577823152,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,2,1,171.58,236.855,P,210.5585,227.53,2,156,38,160.56151469141,177.074808591386,168,312,22.290412082315,194,266,51.9950684641735
29,lzb,Female,22,Right,6,3,273.782,33.943,2,1,171.58,236.855,?,222.681,135.399,0,175.895328087514,161.997259069509,239.128163103069,100.667668991386,,,,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,5,3,194.333,160.39,?,108.3565,195.825,1,98,112,148.822041378285,21.5632796913851,130,136,29.4898474823149,,,
29,lzb,Female,22,Right,2,1,171.58,236.855,6,3,273.782,33.943,?,222.681,135.399,2,178,156,236.685445264385,67.6240356004546,202,204,40.8957381823147,156,174,115.025167891385
29,lzb,Female,22,Right,4,2,318.915,350.247,2,1,171.58,236.855,?,245.2475,293.551,1,210,38,213.410402745508,102.758869500454,236,282,30.9498125823156,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,4,2,318.915,350.247,?,256.624,255.3185,2,164,146,219.572311551343,59.1050193913852,276,182,62.0522361913863,238,218,112.806784782315
29,lzb,Female,22,Right,4,2,318.915,350.247,5,3,194.333,160.39,?,256.624,255.3185,0,162,164,230.521148704408,61.0393469913852,,,,,,
29,lzb,Female,22,Right,4,2,318.915,350.247,3,2,249.537,218.205,?,284.226,284.226,1,88,60,106.508215645555,29.1192756823148,302,276,18.7610439823147,,,
29,lzb,Female,22,Right,2,1,171.58,236.855,1,1,22.38,231.26,?,96.98,234.0575,2,15.9999999999999,82,83.5463942968217,24.2213596551046,94,242,15.8150549732454,182,252,70.4155932913854
29,lzb,Female,22,Right,1,1,22.38,231.26,5,3,194.333,160.39,?,108.3565,195.825,0,82,114,140.427917452336,58.9292197823142,,,,,,
29,lzb,Female,22,Right,3,2,249.537,218.205,1,1,22.38,231.26,?,135.9585,224.7325,0,130,150,198.494332412792,60.4869417913851,,,,,,
29,lzb,Female,22,Right,1,1,22.38,231.26,5,3,194.333,160.39,?,108.3565,195.825,1,82,112,138.809221595685,26.1011205823143,142,132,20.1459937913842,,,
29,lzb,Female,22,Right,6,3,273.782,33.943,2,1,171.58,236.855,?,222.681,135.399,2,184,150,237.394186954946,51.797335082314,192,214,36.4344442823149,164,172,39.4982217913839
29,lzb,Female,22,Right,5,3,194.333,160.39,3,2,249.537,218.205,O,221.935,189.2975,0,50,226,231.464900146869,46.888381591385,,,,,,
29,lzb,Female,22,Right,5,3,194.333,160.39,4,2,318.915,350.247,?,256.624,255.3185,0,130,142,192.520128817742,51.9449074823133,,,,,,
29,lzb,Female,22,Right,4,2,318.915,350.247,5,3,194.333,160.39,?,256.624,255.3185,0,164,162,230.521148704408,85.0275508913855,,,,,,
