SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
8,xcd,Male,19,Right,1,1,22.44,231.88,6,3,274.516,34.034,?,148.478,132.957,0,236,80,249.19069003476,32.6386095048115,,,,,,
8,xcd,Male,19,Right,5,3,194.854,160.82,6,3,274.516,34.034,?,234.685,97.427,1,116,46,124.787819918452,36.2364471048118,242.104671912486,101.997259069509,52.9083364405919,,,
8,xcd,Male,19,Right,2,1,172.04,237.49,1,1,22.44,231.88,?,97.24,234.685,2,48,116,125.538838611802,52.3678321405919,94,234,26.0300977405918,166,166,40.558156231647
8,xcd,Male,19,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,76,226,238.436574375661,33.8496821584827,,,,,,
8,xcd,Male,19,Right,4,2,319.77,351.186,6,3,274.516,34.034,?,297.143,192.61,0,48,146,153.687995627505,50.4303531316464,,,,,,
8,xcd,Male,19,Right,5,3,194.854,160.82,1,1,22.44,231.88,?,108.647,196.35,1,120,120,169.705627484771,24.710775440592,140,136,30.3251888405921,,,
8,xcd,Male,19,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,2,228,80,241.627812968623,30.785480531647,186,152,22.815874222702,158,132,95.3224440316467
8,xcd,Male,19,Right,4,2,319.77,351.186,1,1,22.44,231.88,?,171.105,291.533,1,252,80,264.393645914572,31.0758737495376,204,224,32.3662702495371,,,
8,xcd,Male,19,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,2,148,40,153.310143173894,39.6317193405921,186,230,46.3005277137568,204,256,81.3535535495371
8,xcd,Male,19,Right,1,1,22.44,231.88,3,2,250.206,218.79,?,136.323,225.335,1,188,156,244.29490375364,28.1890295584826,130,238,29.5652611405922,,,
8,xcd,Male,19,Right,5,3,194.854,160.82,1,1,22.44,231.88,?,108.647,196.35,2,120,118,168.297355891291,23.4808662405922,136,134,27.0732329405923,144,194,36.5024984316465
8,xcd,Male,19,Right,5,3,194.854,160.82,2,1,172.04,237.49,O,183.447,199.155,0,76,220,232.757384415618,41.183322340592,,,,,,
8,xcd,Male,19,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,0,230,116,257.59658382828,50.656852140592,,,,,,
8,xcd,Male,19,Right,4,2,319.77,351.186,6,3,274.516,34.034,?,297.143,192.61,1,48,138,146.109547942631,21.9439008316467,304,194,29.7749791405922,,,
8,xcd,Male,19,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,2,76,250,261.296766149143,46.2337850137565,232,208,25.5375447405922,262,196,65.7175161405921
8,xcd,Male,19,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,0,78,252,263.795375243767,26.8223738405923,,,,,,
8,xcd,Male,19,Right,6,3,274.516,34.034,4,2,319.77,351.186,?,297.143,192.61,1,48,150,157.49285698088,43.2097205584823,318,186,42.6772204137569,,,
8,xcd,Male,19,Right,5,3,194.854,160.82,3,2,250.206,218.79,P,222.53,189.805,2,74,242,253.061257406186,35.2742822495366,222,202,23.4009582227018,262,200,53.0600813405927
8,xcd,Male,19,Right,5,3,194.854,160.82,2,1,172.04,237.49,O,183.447,199.155,0,112,48,121.852369693823,40.2489086405922,,,,,,
8,xcd,Male,19,Right,4,2,319.77,351.186,2,1,172.04,237.49,?,245.905,294.338,0,50,152,160.012499511757,22.8967388316469,,,,,,
8,xcd,Male,19,Right,6,3,274.516,34.034,3,2,250.206,218.79,?,262.361,126.412,1,46,220,224.757647255883,66.043833149537,276,226,17.3720456137562,,,
8,xcd,Male,19,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,2,230,72,241.006223986021,47.6651154405927,184,150,21.8311405316463,244.104671912486,187.997259069509,52.4341651763725
8,xcd,Male,19,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,0,150,44,156.320184237353,29.5212299316463,,,,,,
8,xcd,Male,19,Right,6,3,274.516,34.034,2,1,172.04,237.49,?,223.278,135.762,1,48,146,153.687995627505,25.3663139495375,208,208,26.0094190316477,,,
8,xcd,Male,19,Right,1,1,22.44,231.88,5,3,194.854,160.82,?,108.647,196.35,2,118,116,165.469030334984,15.6859627405929,132,132,27.9403756405927,168,168,26.806300722702
8,xcd,Male,19,Right,6,3,274.516,34.034,3,2,250.206,218.79,?,262.361,126.412,0,48,214,219.317121994613,21.9462777405925,,,,,,
8,xcd,Male,19,Right,2,1,172.04,237.49,4,2,319.77,351.186,?,245.905,294.338,0,46,150,156.894869259642,17.7409332405932,,,,,,
8,xcd,Male,19,Right,2,1,172.04,237.49,6,3,274.516,34.034,?,223.278,135.762,0,186,184,261.633331209921,33.8107933495376,,,,,,
8,xcd,Male,19,Right,1,1,22.44,231.88,2,1,172.04,237.49,?,97.24,234.685,1,44,126,133.461604965623,24.1610673584828,96,232,25.8933429227018,,,
8,xcd,Male,19,Right,4,2,319.77,351.186,3,2,250.206,218.79,?,284.988,284.988,2,80,80,113.137084989848,17.0786706405925,236,236,20.5316538137558,198,306,61.7078245405928
