SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
45,yxy,Female,19,Right,6,3,274.516,34.034,2,1,172.04,237.49,?,223.278,135.762,1,192,192,271.529003975634,12.9699646456893,219.898585571838,221.872860761978,32.1750461615839,,,
45,yxy,Female,19,Right,1,1,22.44,231.88,5,3,194.854,160.82,?,108.647,196.35,2,80,104,131.209755734854,14.3677094774785,120.538931446064,107.083636611408,26.8995629615847,156,148,12.7277975615843
45,yxy,Female,19,Right,1,1,22.44,231.88,6,3,274.516,34.034,?,148.478,132.957,1,226,60,233.828997346351,40.7136843615845,198,148,55.8907533615848,,,
45,yxy,Female,19,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,2,176,56,184.694342089843,48.2840751536378,210,206,31.2163339615854,188,180,19.5811483615853
45,yxy,Female,19,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,0,218,100,239.841614404173,47.9515070854259,,,,,,
45,yxy,Female,19,Right,6,3,274.516,34.034,4,2,319.77,351.186,?,297.143,192.61,1,263.442939449267,103.857471614476,283.175840699418,11.0529355615845,316,220,33.1833339615841,,,
45,yxy,Female,19,Right,5,3,194.854,160.82,3,2,250.206,218.79,P,222.53,189.805,2,130,162,207.711338159476,23.327433661585,231.32346492644,203.720425089933,53.7898715536376,196,202,14.4895172536371
45,yxy,Female,19,Right,5,3,194.854,160.82,4,2,319.77,351.186,?,257.312,256.003,0,148,250,290.523665129022,15.1314272615846,,,,,,
45,yxy,Female,19,Right,5,3,194.854,160.82,6,3,274.516,34.034,?,234.685,97.427,1,124,26,126.696487717695,20.3714414615852,256,80,9.93841786158464,,,
45,yxy,Female,19,Right,3,2,250.206,218.79,4,2,319.77,351.186,?,284.988,284.988,2,68.5458268879658,65.9095492938019,95.0925815816727,9.0940146774783,314,314,11.6567829615851,264,200,13.6266560695321
45,yxy,Female,19,Right,1,1,22.44,231.88,6,3,274.516,34.034,?,148.478,132.957,0,202,76,215.824002372303,43.3920947695315,,,,,,
45,yxy,Female,19,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,1,193.300997600903,63.8245804485853,203.565352511036,27.5838884377426,184,296,25.7848413377424,,,
45,yxy,Female,19,Right,1,1,22.44,231.88,4,2,319.77,351.186,?,171.105,291.533,2,232,154,278.460050994752,28.5742485695318,226,268,8.53437205363844,202,206,12.4241180615845
45,yxy,Female,19,Right,4,2,319.77,351.186,5,3,194.854,160.82,?,257.312,256.003,0,138,212,252.958494619177,18.8944964854263,,,,,,
45,yxy,Female,19,Right,4,2,319.77,351.186,2,1,172.04,237.49,?,245.905,294.338,0,232,66,241.205306740959,20.9807893695315,,,,,,
45,yxy,Female,19,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,1,92,280,294.726992316618,34.686099485426,232,168,24.1413599615853,,,
45,yxy,Female,19,Right,6,3,274.516,34.034,4,2,319.77,351.186,?,297.143,192.61,2,77.4654067748024,219.961626973128,233.203787678183,15.9741116695322,288,176,17.535839069531,244.269081086385,203.783466491222,22.2503330536383
45,yxy,Female,19,Right,5,3,194.854,160.82,1,1,22.44,231.88,?,108.647,196.35,1,86,90,124.482930556763,15.1840317695323,149.794430213186,153.850393436442,10.3222223536368,,,
45,yxy,Female,19,Right,6,3,274.516,34.034,2,1,172.04,237.49,?,223.278,135.762,2,214.699002399097,203.824580448585,296.040742510569,68.8464244695315,217.391159209257,218.88774325529,12.852249437743,210.336483062994,217.90406743282,14.4140739615841
45,yxy,Female,19,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,106,216,240.607564303369,12.1954716615846,,,,,,
45,yxy,Female,19,Right,5,3,194.854,160.82,1,1,22.44,231.88,?,108.647,196.35,0,92,110,143.401534161947,8.66726586158438,,,,,,
45,yxy,Female,19,Right,5,3,194.854,160.82,4,2,319.77,351.186,?,257.312,256.003,0,158,198,253.314034352619,23.9632875774787,,,,,,
45,yxy,Female,19,Right,6,3,274.516,34.034,3,2,250.206,218.79,?,262.361,126.412,0,72,258,267.858171426597,33.4994885774786,,,,,,
45,yxy,Female,19,Right,3,2,250.206,218.79,1,1,22.44,231.88,?,136.323,225.335,0,192,146,241.205306740959,64.774623561585,,,,,,
45,yxy,Female,19,Right,5,3,194.854,160.82,3,2,250.206,218.79,P,222.53,189.805,0,132,270,300.539514872837,12.0700425695313,,,,,,
45,yxy,Female,19,Right,1,1,22.44,231.88,2,1,172.04,237.49,?,97.24,234.685,1,27.9999999999998,98,101.921538449927,19.442791269531,120,254,7.69559335363738,,,
45,yxy,Female,19,Right,5,3,194.854,160.82,6,3,274.516,34.034,?,234.685,97.427,2,86,26,89.8443097808648,16.7993203615843,226,116,7.51971184568993,192,190,25.0424511536385
45,yxy,Female,19,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,92,262,277.68327281275,24.3424192536377,,,,,,
45,yxy,Female,19,Right,1,1,22.44,231.88,4,2,319.77,351.186,?,171.105,291.533,1,268,108,288.942900933731,19.9750979695318,236,262,11.1739763695314,,,
45,yxy,Female,19,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,2,203.626247001129,69.7807255607315,215.2510119083,82.9594170695318,177.010552158982,165.528883001671,25.1260635615845,188,202,6.84307556158547
45,yxy,Female,19,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,103.484820869439,192.786686373583,218.805426334189,34.6131670774785,,,,,,
45,yxy,Female,19,Right,6,3,274.516,34.034,2,1,172.04,237.49,?,223.278,135.762,0,176.370184051299,183.747834394841,254.695324784502,41.0509211536373,,,,,,
45,yxy,Female,19,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,0,210,88,227.692775467295,16.3616837695317,,,,,,
45,yxy,Female,19,Right,3,2,250.206,218.79,4,2,319.77,351.186,?,284.988,284.988,1,59.6859842625423,62.0082227914726,86.0664650787132,7.23960846953196,292.079577877278,295.347883924175,16.821489853638,,,
45,yxy,Female,19,Right,1,1,22.44,231.88,2,1,172.04,237.49,?,97.24,234.685,2,24.5345932251974,121.961626973128,124.404922405258,22.8888558695317,73.0804201131635,233.87117626693,62.1771877536376,190,234,13.1353786615846
45,yxy,Female,19,Right,4,2,319.77,351.186,6,3,274.516,34.034,?,297.143,192.61,0,68,200,211.243934824174,12.3608582695315,,,,,,
45,yxy,Female,19,Right,1,1,22.44,231.88,3,2,250.206,218.79,?,136.323,225.335,1,164.355462983547,105.704182349887,195.412620827812,20.2738596615845,184,250,10.1570652456894,,,
45,yxy,Female,19,Right,2,1,172.04,237.49,4,2,319.77,351.186,?,245.905,294.338,2,224,68,234.093998214393,22.0397495695315,199.314993700433,253.170489284646,11.2348648615844,205.708451588079,239.887621849875,10.9104361377422
45,yxy,Female,19,Right,6,3,274.516,34.034,5,3,194.854,160.82,?,234.685,97.427,1,194,166,255.327241006517,22.8583141695317,222,98,41.0120178774787,,,
45,yxy,Female,19,Right,1,1,22.44,231.88,2,1,172.04,237.49,?,97.24,234.685,2,10.4636223010158,143.802653004658,144.182836713794,10.4610819774789,98,246,14.3840245456895,148.60847775749,149.591819225162,15.1391230695317
45,yxy,Female,19,Right,5,3,194.854,160.82,1,1,22.44,231.88,?,108.647,196.35,0,93.1289237118083,97.8656944059481,135.095116763258,17.0024489615844,,,,,,
45,yxy,Female,19,Right,3,2,250.206,218.79,1,1,22.44,231.88,?,136.323,225.335,0,234,94,252.17454272785,13.5343707695311,,,,,,
