SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
13,jf,Male,22,Right,4,2,342,375.6,5,3,208.4,172,車,275.2,273.8,0,135.93695859871,110.407453987175,175.124705878405,103.285530582749,,,,,,
13,jf,Male,22,Right,5,3,208.4,172,4,2,342,375.6,車,275.2,273.8,0,132,118,177.053664181231,36.1484409815594,,,,,,
13,jf,Male,22,Right,5,3,208.4,172,4,2,342,375.6,車,275.2,273.8,0,142,120,185.913958593754,33.6277523827484,,,,,,
13,jf,Male,22,Right,3,2,267.6,234,2,1,184,254,U,225.8,244,0,140,62,153.114336363386,21.3403254779905,,,,,,
13,jf,Male,22,Right,3,2,267.6,234,4,2,342,375.6,?,304.8,304.8,1,128,116,172.742583053513,41.9174954815599,310,298,38.6592518768002,,,
13,jf,Male,22,Right,6,3,293.6,36.4,5,3,208.4,172,?,251,104.2,2,76,40,85.8836422143356,29.2199705732319,262,90,61.9145486827492,298,196,43.3620970779903
13,jf,Male,22,Right,6,3,293.6,36.4,4,2,342,375.6,?,317.8,206,0,62,114,129.769025580067,40.9265950732315,,,,,,
13,jf,Male,22,Right,2,1,184,254,5,3,208.4,172,U,196.2,213,0,88,242,257.503398035832,63.6372560833443,,,,,,
13,jf,Male,22,Right,6,3,293.6,36.4,4,2,342,375.6,?,317.8,206,1,64,114,130.736375963234,20.174478683939,328,168,27.1991696000005,,,
13,jf,Male,22,Right,5,3,208.4,172,3,2,267.6,234,U,238,203,2,46,252,256.164009962368,29.0050575821551,223.997259069509,212.104671912486,55.6912110773965,284,170,37.2395757744216
13,jf,Male,22,Right,5,3,208.4,172,2,1,184,254,U,196.2,213,0,92,198,218.330025420234,26.2171723821539,,,,,,
13,jf,Male,22,Right,1,1,24,248,4,2,342,375.6,?,183,311.8,1,266,48,270.29613389762,40.6260020839391,210,216,31.5870331821543,,,
13,jf,Male,22,Right,2,1,184,254,3,2,267.6,234,U,225.8,244,2,132,82,155.396267651446,38.3075700833433,158,316,28.7187308797747,170,290,33.2676449779901
13,jf,Male,22,Right,2,1,184,254,6,3,293.6,36.4,車,238.8,145.2,0,226,216,312.621176506007,29.8260074815598,,,,,,
13,jf,Male,22,Right,1,1,24,248,6,3,293.6,36.4,?,158.8,142.2,0,218,62,226.645097012929,68.0808533803693,,,,,,
13,jf,Male,22,Right,1,1,24,248,3,2,267.6,234,?,145.8,241,0,123.674750599774,85.9561451121463,150.611761886171,48.4618867833442,,,,,,
13,jf,Male,22,Right,2,1,184,254,4,2,342,375.6,?,263,314.8,0,246,76,257.47232861028,34.0180971827485,,,,,,
13,jf,Male,22,Right,2,1,184,254,6,3,293.6,36.4,車,238.8,145.2,1,216,192,288.998269891015,35.3446646773964,200,208,67.7334625803687,,,
13,jf,Male,22,Right,5,3,208.4,172,1,1,24,248,?,116.2,210,2,96,98,137.18600511714,87.0886916815589,142,132,21.0745298785851,164,156,61.5505379815595
13,jf,Male,22,Right,5,3,208.4,172,4,2,342,375.6,車,275.2,273.8,0,160,146,216.601015694756,20.3065984839386,,,,,,
13,jf,Male,22,Right,3,2,267.6,234,2,1,184,254,U,225.8,244,0,112,46,121.078486941322,67.6879866833442,,,,,,
13,jf,Male,22,Right,3,2,267.6,234,1,1,24,248,?,145.8,241,0,113.88162343506,128.52610049292,171.720652992356,30.0054829839391,,,,,,
13,jf,Male,22,Right,2,1,184,254,1,1,24,248,?,104,251,1,18,100,101.607086367044,26.5292148827502,92,252,20.2597925827504,,,
13,jf,Male,22,Right,5,3,208.4,172,6,3,293.6,36.4,?,251,104.2,2,102,38,108.848518593502,58.0486659833441,246,98,65.6915212821532,212,200,36.1764558773975
13,jf,Male,22,Right,3,2,267.6,234,6,3,293.6,36.4,?,280.6,135.2,0,70,224,234.682764599363,30.5344656726375,,,,,,
13,jf,Male,22,Right,3,2,267.6,234,5,3,208.4,172,U,238,203,0,52,262,267.110464040629,46.6868605833442,,,,,,
13,jf,Male,22,Right,2,1,184,254,4,2,342,375.6,?,263,314.8,0,258,66,266.308092254066,110.300176986319,,,,,,
13,jf,Male,22,Right,4,2,342,375.6,1,1,24,248,?,183,311.8,0,242,56,248.394846967484,30.8660670821519,,,,,,
13,jf,Male,22,Right,1,1,24,248,2,1,184,254,?,104,251,1,20,88,90.2441133814278,26.0183311827477,95.5529142706151,251.795554957734,25.0218250643084,,,
13,jf,Male,22,Right,4,2,342,375.6,3,2,267.6,234,?,304.8,304.8,2,96,78,123.69316876853,32.6916629827483,304,292,49.7083954779901,206,268,52.7032681773944
13,jf,Male,22,Right,2,1,184,254,4,2,342,375.6,?,263,314.8,0,258,66,266.308092254066,29.3737550999995,,,,,,
13,jf,Male,22,Right,3,2,267.6,234,6,3,293.6,36.4,?,280.6,135.2,0,58,230,237.200337267888,48.3725983845343,,,,,,
13,jf,Male,22,Right,2,1,184,254,1,1,24,248,?,104,251,1,20,98,100.0199980004,16.3821295702564,102,240,18.2006447827498,,,
13,jf,Male,22,Right,4,2,342,375.6,3,2,267.6,234,?,304.8,304.8,2,108,102,148.553020837679,31.7597373827484,302,294,72.8198198779901,224,270,70.8429754821536
13,jf,Male,22,Right,3,2,267.6,234,5,3,208.4,172,U,238,203,0,44,238,242.033055593652,61.2496133821533,,,,,,
13,jf,Male,22,Right,3,2,267.6,234,6,3,293.6,36.4,?,280.6,135.2,1,70,222,232.774569057704,71.1182588839383,274,226,24.0064921767989,,,
13,jf,Male,22,Right,6,3,293.6,36.4,1,1,24,248,?,158.8,142.2,2,244,52,249.479458072203,77.8375513821538,217.96713137221,140.627170779606,31.5215010803713,251.552914270615,223.795554957734,72.0139073773953
13,jf,Male,22,Right,6,3,293.6,36.4,3,2,267.6,234,?,280.6,135.2,1,68,226,236.008474424119,48.1221999720401,274,216,40.5903886773958,,,
13,jf,Male,22,Right,1,1,24,248,5,3,208.4,172,?,116.2,210,2,88,96,130.230564768798,24.6992035809635,90,82,16.4554697000003,216,172,91.297288982154
13,jf,Male,22,Right,1,1,24,248,5,3,208.4,172,?,116.2,210,1,96,102,140.071410359145,28.4182569827499,127.68713106992,124.02462331881,19.5875133821537,,,
13,jf,Male,22,Right,6,3,293.6,36.4,2,1,184,254,車,238.8,145.2,2,197.414213562373,203.414213562373,283.460251174038,33.746634172041,198,218,66.9148433833452,188,172,28.9035227821532
