SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
41,fza,Male,19,Right,1,1,22.44,231.88,5,3,194.854,160.82,?,108.647,196.35,0,90.141104721641,93.4548132206244,129.843062481365,70.7885262633499,,,,,,
41,fza,Male,19,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,82,208,223.579963324087,33.1921874668933,,,,,,
41,fza,Male,19,Right,3,2,250.206,218.79,2,1,172.04,237.49,P,211.123,228.14,1,190,72,203.184645089141,27.4918754668934,122,308,54.0082837630862,,,
41,fza,Male,19,Right,4,2,319.77,351.186,1,1,22.44,231.88,?,171.105,291.533,2,268,48,272.264577203866,30.009105024059,204,264,25.2081636283947,192,284,103.184374602904
41,fza,Male,19,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,84,246,259.946148269214,50.9369188048649,,,,,,
41,fza,Male,19,Right,3,2,250.206,218.79,4,2,319.77,351.186,?,284.988,284.988,1,80,76,110.34491379307,22.2968475625576,290,300,18.0173262202507,,,
41,fza,Male,19,Right,2,1,172.04,237.49,1,1,22.44,231.88,?,97.24,234.685,2,12,52,53.3666562565053,27.4177660934402,100,264,33.5769986281302,191.977532674464,303.895844641348,34.4730586452115
41,fza,Male,19,Right,4,2,319.77,351.186,1,1,22.44,231.88,?,171.105,291.533,1,252,72,262.083956014099,49.7612860668933,224,266,26.4446863324674,,,
41,fza,Male,19,Right,1,1,22.44,231.88,3,2,250.206,218.79,?,136.323,225.335,2,114,118,164.073154415949,39.0907055755661,146,288,18.8700775584848,210,1.28587913910472e-14,27.7120153411397
41,fza,Male,19,Right,1,1,22.44,231.88,6,3,274.516,34.034,?,148.478,132.957,0,158,86,179.888854574151,54.7475059937042,,,,,,
41,fza,Male,19,Right,5,3,194.854,160.82,2,1,172.04,237.49,O,183.447,199.155,0,82.7439370501694,171.96710883411,190.838270897965,26.3790264712306,,,,,,
41,fza,Male,19,Right,1,1,22.44,231.88,4,2,319.77,351.186,?,171.105,291.533,1,248,84,261.83964558485,23.451589762557,198,250,33.7581225801669,,,
41,fza,Male,19,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,2,118,48,127.389167514353,37.8269864408758,148,292,48.7532662322028,180.75873966051,281.613528800789,47.3888834107847
41,fza,Male,19,Right,3,2,250.206,218.79,2,1,172.04,237.49,P,211.123,228.14,1,96,52,109.178752511649,47.7710905668937,150,282,27.9341878498135,,,
41,fza,Male,19,Right,3,2,250.206,218.79,6,3,274.516,34.034,?,262.361,126.412,2,50,252,256.912436444793,24.5967979755669,264,222,26.5010855151222,214,268,50.1170247714936
41,fza,Male,19,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,1,61.2933328857073,253.651901827661,260.952409371953,19.7539296582208,212,212,18.6522588942316,,,
41,fza,Male,19,Right,4,2,319.77,351.186,6,3,274.516,34.034,?,297.143,192.61,2,51.0130181365542,133.816357657113,143.210144878136,18.3314529712306,302,202,22.5911701411396,276,236,27.9761345500756
41,fza,Male,19,Right,1,1,22.44,231.88,3,2,250.206,218.79,?,136.323,225.335,1,146,144,205.065843084605,34.0649176538846,168,272,23.0856119194586,,,
41,fza,Male,19,Right,6,3,274.516,34.034,2,1,172.04,237.49,?,223.278,135.762,2,212,220,305.522503262853,39.7703072628219,206,188,28.9345048286586,172,248,28.3329393977756
41,fza,Male,19,Right,6,3,274.516,34.034,3,2,250.206,218.79,?,262.361,126.412,0,54,266,271.425864648158,30.6754531842389,,,,,,
41,fza,Male,19,Right,6,3,274.516,34.034,5,3,194.854,160.82,?,234.685,97.427,1,82,34,88.7693640846886,23.4601697237949,261.872860761979,81.8985855718385,12.5101127758298,,,
41,fza,Male,19,Right,2,1,172.04,237.49,1,1,22.44,231.88,?,97.24,234.685,2,21.9999999999999,68,71.4702735408225,26.2832262452121,94,264,25.2640877891045,174,190,44.6138660975121
41,fza,Male,19,Right,1,1,22.44,231.88,6,3,274.516,34.034,?,148.478,132.957,0,214,64,223.365171859894,76.4592195929117,,,,,,
41,fza,Male,19,Right,4,2,319.77,351.186,5,3,194.854,160.82,?,257.312,256.003,0,124,172,212.037732491177,22.1559614799025,,,,,,
41,fza,Male,19,Right,1,1,22.44,231.88,5,3,194.854,160.82,?,108.647,196.35,0,68,80,104.995237987254,77.5541522582207,,,,,,
41,fza,Male,19,Right,2,1,172.04,237.49,4,2,319.77,351.186,?,245.905,294.338,0,238,48,242.792092128224,18.0987871668931,,,,,,
41,fza,Male,19,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,0,228,90,245.120378589786,22.7237358929115,,,,,,
41,fza,Male,19,Right,5,3,194.854,160.82,3,2,250.206,218.79,P,222.53,189.805,0,52,258,263.1881456297,41.2833092105211,,,,,,
41,fza,Male,19,Right,5,3,194.854,160.82,6,3,274.516,34.034,?,234.685,97.427,1,90.942047212373,23.9753316255823,94.0493087573435,23.8903761668935,254,100,28.4070075281306,,,
41,fza,Male,19,Right,4,2,319.77,351.186,3,2,250.206,218.79,?,284.988,284.988,2,102.362519336103,85.7286478814052,133.519610666029,25.442551045212,286,300,66.0370553191942,276,252,32.3597641584856
41,fza,Male,19,Right,4,2,319.77,351.186,2,1,172.04,237.49,?,245.905,294.338,0,244,50,249.070271208749,26.3124993582205,,,,,,
41,fza,Male,19,Right,5,3,194.854,160.82,6,3,274.516,34.034,?,234.685,97.427,1,92,26,95.603347221737,14.5321815755669,256,90,7.48066736715828,,,
41,fza,Male,19,Right,2,1,172.04,237.49,1,1,22.44,231.88,?,97.24,234.685,2,23.9999999999999,52,57.2712842531054,11.8355637105215,96,244,9.51167864954823,160,150,20.3011888804303
41,fza,Male,19,Right,6,3,274.516,34.034,1,1,22.44,231.88,?,148.478,132.957,0,192,68,203.686032903584,21.1215618885753,,,,,,
41,fza,Male,19,Right,6,3,274.516,34.034,2,1,172.04,237.49,?,223.278,135.762,1,196,196,277.185858225127,26.2095472668925,184,184,17.3650020322029,,,
41,fza,Male,19,Right,5,3,194.854,160.82,4,2,319.77,351.186,?,257.312,256.003,2,138,214,254.636996526428,24.4118325408763,284,210,57.383650006449,206,198,34.613149871494
41,fza,Male,19,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,0,52,260,265.149014706825,30.7719651538846,,,,,,
