SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
49,lzj,Male,19,Right,6,3,273.782,33.943,4,2,318.915,350.247,?,296.3485,192.095,0,58,182,191.01832372838,32.8220444740091,,,,,,
49,lzj,Male,19,Right,3,2,249.537,218.205,2,1,171.58,236.855,P,210.5585,227.53,1,104,60,120.066648158429,64.3645547197721,172,310,55.6643497649702,,,
49,lzj,Male,19,Right,4,2,318.915,350.247,1,1,22.38,231.26,?,170.6475,290.7535,2,265.895328087514,61.9972590695092,273.027444830916,28.2427672378517,224,212,23.5281869468909,190,274,74.1021860197716
49,lzj,Male,19,Right,3,2,249.537,218.205,6,3,273.782,33.943,?,261.6595,126.074,1,62,196,205.572371684524,25.8326481559307,262,222,40.0642142468905,,,
49,lzj,Male,19,Right,5,3,194.333,160.39,4,2,318.915,350.247,?,256.624,255.3185,2,118,166,203.666393889615,18.6866624559307,268,132,15.8259940288126,264,168,47.3698263468905
49,lzj,Male,19,Right,2,1,171.58,236.855,1,1,22.38,231.26,?,96.98,234.0575,1,56,106,119.883276565166,10.4462674649703,84,246,15.2255850649699,,,
49,lzj,Male,19,Right,3,2,249.537,218.205,4,2,318.915,350.247,?,284.226,284.226,2,56,64,85.0411665018772,17.2936622378511,278,276,13.2894232468907,188,234,35.256535846891
49,lzj,Male,19,Right,5,3,194.333,160.39,1,1,22.38,231.26,?,108.3565,195.825,0,112,112,158.391918985787,24.5078178559306,,,,,,
49,lzj,Male,19,Right,1,1,22.38,231.26,6,3,273.782,33.943,?,148.081,132.6015,1,186,72,199.449241663136,17.6933025288117,178,126,20.6488084468911,,,
49,lzj,Male,19,Right,6,3,273.782,33.943,3,2,249.537,218.205,?,261.6595,126.074,2,60,220,228.035085019828,42.7915955468907,246,220,18.2997729468907,186,174,64.6223788559309
49,lzj,Male,19,Right,3,2,249.537,218.205,1,1,22.38,231.26,?,135.9585,224.7325,1,174,152,231.041121880933,14.1715708559304,160,264,32.9592886378514,,,
49,lzj,Male,19,Right,3,2,249.537,218.205,5,3,194.333,160.39,O,221.935,189.2975,2,56,248,254.243977313131,30.2478690468906,216,212,23.7556486559306,182,228,29.4080644559308
49,lzj,Male,19,Right,2,1,171.58,236.855,4,2,318.915,350.247,?,245.2475,293.551,0,176,72,190.157829184075,46.7055693649709,,,,,,
49,lzj,Male,19,Right,1,1,22.38,231.26,5,3,194.333,160.39,?,108.3565,195.825,1,116,114,162.640708311296,7.95322534689058,128,124,16.6261502649704,,,
49,lzj,Male,19,Right,6,3,273.782,33.943,2,1,171.58,236.855,?,222.681,135.399,2,194,194,274.35743110038,19.1487590378511,194,194,19.7571100468904,166,164,24.6288920468915
