SubNo,Name,Gender,Age,Handedness,F1,F1V,F1X,F1Y,F2,F2V,F2X,F2Y,D,MidX,MidY,Mtask,DX,DY,ans_D,rt1,MX,MY,rt2,MMX,MMY,rt3
39,lh,Male,20,Right,6,3,274.516,34.034,4,2,319.77,351.186,?,297.143,192.61,1,60,130,143.178210632764,36.810759497951,296,168,25.6907236648403,,,
39,lh,Male,20,Right,5,3,194.854,160.82,2,1,172.04,237.49,O,183.447,199.155,2,150,196,246.811669092043,40.8919614800107,152,186,46.1016301724248,246,208,42.0026429800109
39,lh,Male,20,Right,2,1,172.04,237.49,6,3,274.516,34.034,?,223.278,135.762,1,142,160,213.925220579529,45.4270282800107,210,206,30.36424896484,,,
39,lh,Male,20,Right,5,3,194.854,160.82,1,1,22.44,231.88,?,108.647,196.35,2,60,66,89.196412483911,26.7270689800116,114,110,20.2187458800108,162,156,41.7275592875967
39,lh,Male,20,Right,2,1,172.04,237.49,4,2,319.77,351.186,?,245.905,294.338,1,198,36,201.246117974981,36.0675276875972,220,268,35.3702375724251,,,
39,lh,Male,20,Right,1,1,22.44,231.88,6,3,274.516,34.034,?,148.478,132.957,2,226,44,230.243349523933,28.6411239420822,186,156,27.7263501724246,204,220,48.0574627724245
39,lh,Male,20,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,1,132,44,139.140217047409,48.1067495875968,202,296,14.6942503572545,,,
39,lh,Male,20,Right,1,1,22.44,231.88,4,2,319.77,351.186,?,171.105,291.533,2,258,58,264.439028889459,48.4880864724246,222,208,20.4359944724247,224,278,63.6401129724245
39,lh,Male,20,Right,6,3,274.516,34.034,2,1,172.04,237.49,?,223.278,135.762,0,132,146,196.824795185972,23.2857969724246,,,,,,
39,lh,Male,20,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,38,236,239.039745649128,32.009393172425,,,,,,
39,lh,Male,20,Right,2,1,172.04,237.49,3,2,250.206,218.79,P,211.123,228.14,1,80,42,90.3548559846121,27.3048603724246,202,304,17.6449856724248,,,
39,lh,Male,20,Right,4,2,319.77,351.186,1,1,22.44,231.88,?,171.105,291.533,2,272,78,282.962895094039,33.5583225572536,206,212,19.538904680011,220,268,22.9877823724255
39,lh,Male,20,Right,2,1,172.04,237.49,5,3,194.854,160.82,O,183.447,199.155,0,50,254,258.874486962312,61.6595023875971,,,,,,
39,lh,Male,20,Right,4,2,319.77,351.186,1,1,22.44,231.88,?,171.105,291.533,0,244,68,253.298243183801,18.1705488951829,,,,,,
39,lh,Male,20,Right,5,3,194.854,160.82,4,2,319.77,351.186,?,257.312,256.003,0,142,154,209.475535564419,33.2146470800108,,,,,,
39,lh,Male,20,Right,3,2,250.206,218.79,1,1,22.44,231.88,?,136.323,225.335,0,134,102,168.404275480167,43.0852357800104,,,,,,
39,lh,Male,20,Right,5,3,194.854,160.82,3,2,250.206,218.79,P,222.53,189.805,0,94,200,220.988687493274,55.473476895183,,,,,,
39,lh,Male,20,Right,3,2,250.206,218.79,5,3,194.854,160.82,P,222.53,189.805,1,124,202,237.023205614978,22.3080211875968,204,176,45.0280045724248,,,
39,lh,Male,20,Right,6,3,274.516,34.034,4,2,319.77,351.186,?,297.143,192.61,2,52,106,118.067777145164,17.6329638800107,300,194,23.8634259648397,246,196,21.5761631724245
39,lh,Male,20,Right,1,1,22.44,231.88,3,2,250.206,218.79,?,136.323,225.335,0,176,98,201.444781515928,21.7053777724241,,,,,,
39,lh,Male,20,Right,3,2,250.206,218.79,6,3,274.516,34.034,?,262.361,126.412,0,52,144,153.101273672037,17.6296576875966,,,,,,
39,lh,Male,20,Right,4,2,319.77,351.186,2,1,172.04,237.49,?,245.905,294.338,0,178,90,199.459269025032,26.2554924875967,,,,,,
39,lh,Male,20,Right,1,1,22.44,231.88,2,1,172.04,237.49,?,97.24,234.685,1,25.9999999999998,128,130.613934938046,31.610198880011,116,250,17.8785031800107,,,
39,lh,Male,20,Right,5,3,194.854,160.82,6,3,274.516,34.034,?,234.685,97.427,2,108,72,129.799845916704,28.4542803875966,242,82,16.0192426724243,162,170,23.7156694800105
39,lh,Male,20,Right,3,2,250.206,218.79,2,1,172.04,237.49,P,211.123,228.14,0,106.407453987175,45.9369585987104,115.899743008052,16.4533584951832,,,,,,
