scope,group,n_subjects,mean_center_distance,median_center_distance,sd_center_distance
raw_village_pair,AB,26,0.7777203927828923,0.6273131246878436,0.6852171655610402
raw_village_pair,AC,26,0.6882145918325235,0.5542080923391506,0.6248241496152958
raw_village_pair,BC,26,0.6219062594496878,0.4933313688130443,0.5273984457366319
pair_condition,far,26,0.6181003101332302,0.5542080923391506,0.42669845524819244
pair_condition,near,26,0.8478346744821856,0.6336599625545432,0.8090596909598715
pair_condition,unknown,26,0.6219062594496878,0.4933313688130443,0.5273984457366319
