SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
17,bys,Female,21,Right,2,1,5,1,1,3,1,1,1,1,1,0.739921194421186
17,bys,Female,21,Right,1,6,3,1,3,2,3,2,1,1,1,0.944403910234541
17,bys,Female,21,Right,4,3,1,2,2,1,1,1,1,1,1,1.11162831023466
17,bys,Female,21,Right,2,6,4,1,3,2,3,1,2,2,1,1.44070519441993
17,bys,Female,21,Right,2,5,3,1,3,2,3,1,2,2,1,0.675266702328372
17,bys,Female,21,Right,1,2,3,1,1,2,1,1,1,1,1,0.729283210235735
17,bys,Female,21,Right,1,3,5,1,2,3,3,1,1,1,1,0.853710702327589
17,bys,Female,21,Right,5,6,2,3,3,1,1,1,1,1,1,0.684780870698887
17,bys,Female,21,Right,1,4,5,1,2,3,3,1,1,1,1,1.11029001023417
17,bys,Female,21,Right,6,5,3,3,3,2,1,1,1,1,1,0.794641002328717
17,bys,Female,21,Right,1,3,4,1,2,2,2,2,2,1,0,1.72862141023506
17,bys,Female,21,Right,4,3,2,2,2,1,1,1,1,1,1,0.676636302328916
17,bys,Female,21,Right,1,5,3,1,3,2,3,2,1,1,1,1.02289233907322
17,bys,Female,21,Right,3,1,2,2,1,1,2,1,2,1,0,1.40694291023465
17,bys,Female,21,Right,1,5,6,1,3,3,2,1,1,2,0,2.1074132865142
17,bys,Female,21,Right,2,3,5,1,2,3,3,2,2,2,1,1.80737730232795
17,bys,Female,21,Right,5,6,3,3,3,2,1,1,1,1,1,0.755250618143691
17,bys,Female,21,Right,2,6,5,1,3,3,2,1,2,1,0,2.44181650232895
17,bys,Female,21,Right,2,4,3,1,2,2,2,1,2,2,1,1.67965281023498
17,bys,Female,21,Right,5,1,2,2,1,1,2,1,2,1,0,1.96168670232873
17,bys,Female,21,Right,1,3,6,1,2,3,3,2,2,2,1,1.66326681023565
17,bys,Female,21,Right,2,4,5,1,2,3,3,1,1,1,1,0.777193810234166
17,bys,Female,21,Right,2,6,3,1,3,2,3,1,2,2,1,1.42694340232811
17,bys,Female,21,Right,2,3,6,1,2,3,3,2,2,2,1,0.686724094419333
17,bys,Female,21,Right,6,1,2,2,1,1,2,1,2,2,1,1.25591511023413
17,bys,Female,21,Right,5,2,1,2,1,1,2,1,1,2,0,0.506660302327873
17,bys,Female,21,Right,1,2,5,1,1,3,1,2,2,2,1,1.40340920232848
17,bys,Female,21,Right,1,6,4,1,3,2,3,1,2,2,1,0.859904678607563
17,bys,Female,21,Right,2,5,4,1,3,2,3,1,2,2,1,1.32997680232802
17,bys,Female,21,Right,1,4,6,1,2,3,3,2,2,2,1,0.998729610235387
17,bys,Female,21,Right,2,3,4,1,2,2,2,1,1,1,1,1.61968181023622
17,bys,Female,21,Right,4,3,5,2,2,3,1,1,1,1,1,1.17119570232717
17,bys,Female,21,Right,6,5,2,3,3,1,1,1,1,1,1,1.35998201814255
17,bys,Female,21,Right,1,6,5,1,3,3,2,2,1,1,1,1.89061950232826
17,bys,Female,21,Right,2,1,4,1,1,2,1,2,2,2,1,1.26745601023504
17,bys,Female,21,Right,2,1,6,1,1,3,1,2,2,2,1,0.849168502327302
17,bys,Female,21,Right,2,1,3,1,1,2,1,1,1,1,1,0.547481502328083
17,bys,Female,21,Right,6,2,1,2,1,1,2,1,1,2,0,0.590876294420013
17,bys,Female,21,Right,1,2,6,1,1,3,1,1,1,1,1,0.684889302328884
17,bys,Female,21,Right,1,2,4,1,1,2,1,2,2,2,1,1.39059580232788
17,bys,Female,21,Right,2,5,6,1,3,3,2,1,1,2,0,0.523937802328874
17,bys,Female,21,Right,4,3,6,2,2,3,1,1,1,1,1,0.328090702329064
17,bys,Female,21,Right,1,4,3,1,2,2,2,1,2,2,1,2.48116350232885
17,bys,Female,21,Right,3,2,1,2,1,1,2,1,1,2,0,2.29017371023474
17,bys,Female,21,Right,4,1,2,2,1,1,2,1,2,2,1,2.13015961814199
17,bys,Female,21,Right,1,5,4,1,3,2,3,1,2,2,1,1.90093099442129
17,bys,Female,21,Right,4,2,1,2,1,1,2,1,1,1,1,1.5049839023286
17,bys,Female,21,Right,2,4,6,1,2,3,3,1,1,1,1,1.42869681023512
