SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
37,pqh,Male,20,Right,1,2,4,1,1,2,1,2,2,2,1,4.40359195005976
37,pqh,Male,20,Right,1,3,5,1,2,3,3,2,2,2,1,23.9356694396461
37,pqh,Male,20,Right,2,4,5,1,2,3,3,1,1,1,1,1.98916535005992
37,pqh,Male,20,Right,1,2,6,1,1,3,1,2,2,2,1,1.33395845005998
37,pqh,Male,20,Right,1,5,6,1,3,3,2,2,2,2,1,3.40401275005979
37,pqh,Male,20,Right,1,4,6,1,2,3,3,2,2,2,1,2.37109381881737
37,pqh,Male,20,Right,1,6,5,1,3,3,2,2,1,2,0,1.81922435005981
37,pqh,Male,20,Right,4,3,2,2,2,1,1,1,1,1,1,0.998944350059901
37,pqh,Male,20,Right,4,3,1,2,2,1,1,1,1,1,1,1.82803545005982
37,pqh,Male,20,Right,1,5,4,1,3,2,3,1,2,2,1,0.264208839645562
37,pqh,Male,20,Right,6,2,1,2,1,1,2,1,1,2,0,2.62246723964563
37,pqh,Male,20,Right,3,1,2,2,1,1,2,1,2,1,0,2.04918035005949
37,pqh,Male,20,Right,2,3,6,1,2,3,3,2,2,2,1,1.14764743964543
37,pqh,Male,20,Right,4,3,5,2,2,3,1,1,1,1,1,0.329875456332502
37,pqh,Male,20,Right,5,2,1,2,1,1,2,1,1,2,0,2.06909462923113
37,pqh,Male,20,Right,2,4,3,1,2,2,2,1,2,1,0,2.3786251292313
37,pqh,Male,20,Right,2,5,6,1,3,3,2,1,1,1,1,1.83177623964548
37,pqh,Male,20,Right,1,5,3,1,3,2,3,2,1,1,1,1.18288825005993
37,pqh,Male,20,Right,6,5,4,3,3,2,1,1,1,1,1,0.128087350060014
37,pqh,Male,20,Right,2,1,4,1,1,2,1,2,2,2,1,2.80822145006005
37,pqh,Male,20,Right,2,3,5,1,2,3,3,2,2,2,1,1.15922262923141
37,pqh,Male,20,Right,2,1,5,1,1,3,1,1,1,1,1,0.477532939645698
37,pqh,Male,20,Right,1,4,3,1,2,2,2,2,1,1,1,1.05640875005975
37,pqh,Male,20,Right,2,6,5,1,3,3,2,1,2,1,0,2.25874105006005
37,pqh,Male,20,Right,1,2,3,1,1,2,1,1,1,1,1,0.496200339645839
37,pqh,Male,20,Right,4,1,2,2,1,1,2,1,2,2,1,2.35759305006013
37,pqh,Male,20,Right,5,6,2,3,3,1,1,1,1,1,1,0.0712569500601603
37,pqh,Male,20,Right,1,4,5,1,2,3,3,1,1,2,0,3.14582022923105
37,pqh,Male,20,Right,5,6,4,3,3,2,1,1,1,1,1,0.099292229231196
37,pqh,Male,20,Right,6,1,2,2,1,1,2,1,2,2,1,1.21332722923125
37,pqh,Male,20,Right,1,6,3,1,3,2,3,1,2,2,1,0.0294157396456285
37,pqh,Male,20,Right,4,2,1,2,1,1,2,1,1,1,1,2.46548125005984
37,pqh,Male,20,Right,1,2,5,1,1,3,1,1,1,1,1,0.094428550059547
37,pqh,Male,20,Right,2,6,4,1,3,2,3,1,2,2,1,0.968571250059995
37,pqh,Male,20,Right,1,3,4,1,2,2,2,1,1,1,1,2.16277510840337
37,pqh,Male,20,Right,2,4,6,1,2,3,3,1,1,1,1,1.24048450840291
37,pqh,Male,20,Right,3,4,6,2,2,3,1,1,1,1,1,0.315249150059572
37,pqh,Male,20,Right,3,4,2,2,2,1,1,1,1,1,1,0.135426750059651
37,pqh,Male,20,Right,6,5,1,3,3,1,1,1,1,1,1,0.112025039645687
37,pqh,Male,20,Right,2,3,4,1,2,2,2,1,1,2,0,2.58528415006003
37,pqh,Male,20,Right,2,5,4,1,3,2,3,1,2,2,1,1.78905785005963
37,pqh,Male,20,Right,2,5,3,1,3,2,3,1,2,2,1,0.941256139645702
37,pqh,Male,20,Right,4,3,6,2,2,3,1,1,1,1,1,0.828744408403054
37,pqh,Male,20,Right,3,2,1,2,1,1,2,1,1,1,1,1.86461933964574
37,pqh,Male,20,Right,2,6,3,1,3,2,3,1,2,2,1,2.43413528130213
37,pqh,Male,20,Right,1,3,6,1,2,3,3,1,1,1,1,2.35615485005974
37,pqh,Male,20,Right,1,6,4,1,3,2,3,1,2,2,1,0.213607960473837
37,pqh,Male,20,Right,5,1,2,2,1,1,2,1,2,2,1,0.245665729231405
