SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
43,wkf,Male,20,Right,1,4,5,1,2,3,3,2,2,2,1,0.793073966957536
43,wkf,Male,20,Right,1,5,3,1,3,2,3,1,2,2,1,0.865518600000087
43,wkf,Male,20,Right,2,4,6,1,2,3,3,1,1,1,1,1.40718070000003
43,wkf,Male,20,Right,4,3,6,2,2,3,1,1,1,1,1,0.522523496668555
43,wkf,Male,20,Right,6,2,1,2,1,1,2,1,1,2,0,5.14555854475066
43,wkf,Male,20,Right,3,4,1,2,2,1,1,1,1,1,1,1.54345971938005
43,wkf,Male,20,Right,2,6,4,1,3,2,3,1,2,2,1,1.33396701853871
43,wkf,Male,20,Right,2,3,4,1,2,2,2,1,1,1,1,3.90497447563894
43,wkf,Male,20,Right,2,6,3,1,3,2,3,1,2,2,1,1.04876753606959
43,wkf,Male,20,Right,5,6,1,3,3,1,1,1,1,1,1,0.339442299999973
43,wkf,Male,20,Right,5,6,2,3,3,1,1,1,1,1,1,0.266423900000063
43,wkf,Male,20,Right,3,2,1,2,1,1,2,1,1,2,0,5.32852109999976
43,wkf,Male,20,Right,5,2,1,2,1,1,2,1,1,2,0,4.10300235326349
43,wkf,Male,20,Right,1,5,4,1,3,2,3,2,1,1,1,0.998172605517539
43,wkf,Male,20,Right,3,1,2,2,1,1,2,1,2,2,1,2.24647531053097
43,wkf,Male,20,Right,1,3,6,1,2,3,3,1,1,1,1,1.73292897129795
43,wkf,Male,20,Right,2,1,3,1,1,2,1,1,1,1,1,0.700035245254639
43,wkf,Male,20,Right,3,4,6,2,2,3,1,1,1,1,1,0.404284474965607
43,wkf,Male,20,Right,2,5,6,1,3,3,2,1,1,2,0,2.63702059999969
43,wkf,Male,20,Right,3,4,5,2,2,3,1,1,1,1,1,0.862849687987364
43,wkf,Male,20,Right,2,6,5,1,3,3,2,1,2,1,0,2.30896949316866
43,wkf,Male,20,Right,1,2,6,1,1,3,1,2,2,2,1,1.16835654458237
43,wkf,Male,20,Right,2,1,4,1,1,2,1,2,2,2,1,2.02223000000004
43,wkf,Male,20,Right,2,4,3,1,2,2,2,1,2,2,1,1.40526239316887
43,wkf,Male,20,Right,1,6,4,1,3,2,3,1,2,2,1,1.32934740000019
43,wkf,Male,20,Right,5,6,4,3,3,2,1,1,1,1,1,0.596803899999941
43,wkf,Male,20,Right,1,4,6,1,2,3,3,1,1,1,1,1.38101431487121
43,wkf,Male,20,Right,2,3,6,1,2,3,3,2,2,2,1,1.11809445393601
43,wkf,Male,20,Right,1,2,3,1,1,2,1,2,2,2,1,1.48136506628498
43,wkf,Male,20,Right,6,1,2,2,1,1,2,1,2,2,1,0.926517299999887
43,wkf,Male,20,Right,2,1,6,1,1,3,1,1,1,1,1,0.785890336742341
43,wkf,Male,20,Right,2,3,5,1,2,3,3,2,2,2,1,0.642410893168744
43,wkf,Male,20,Right,4,2,1,2,1,1,2,1,1,1,1,3.26560579999978
43,wkf,Male,20,Right,6,5,2,3,3,1,1,1,1,1,1,0.75891096628493
43,wkf,Male,20,Right,1,3,4,1,2,2,2,1,1,1,1,1.78130599999986
43,wkf,Male,20,Right,2,5,3,1,3,2,3,1,2,2,1,0.605413631561078
43,wkf,Male,20,Right,6,5,3,3,3,2,1,1,1,1,1,0.601259340241995
43,wkf,Male,20,Right,2,5,4,1,3,2,3,1,2,2,1,1.16518823590104
43,wkf,Male,20,Right,1,5,6,1,3,3,2,1,1,2,0,0.898748235901621
43,wkf,Male,20,Right,1,6,3,1,3,2,3,2,1,1,1,6.99422632287997
43,wkf,Male,20,Right,4,1,2,2,1,1,2,1,2,2,1,2.02566813156091
43,wkf,Male,20,Right,2,4,5,1,2,3,3,1,1,1,1,2.27668953590091
43,wkf,Male,20,Right,1,3,5,1,2,3,3,2,2,2,1,0.801440644582271
43,wkf,Male,20,Right,6,5,1,3,3,1,1,1,1,1,1,0.361315366284998
43,wkf,Male,20,Right,1,4,3,1,2,2,2,2,1,1,1,1.50631823156073
43,wkf,Male,20,Right,1,2,4,1,1,2,1,1,1,1,1,0.293595731560799
43,wkf,Male,20,Right,5,1,2,2,1,1,2,1,2,1,0,1.8582827277246
43,wkf,Male,20,Right,1,6,5,1,3,3,2,2,1,2,0,1.21167349999996
