SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
12,zzc,Male,23,Right,2,6,4,1,3,2,3,1,1,1,1,4.60792330000004
12,zzc,Male,23,Right,6,5,2,3,3,1,1,1,1,1,1,1.23471240000003
12,zzc,Male,23,Right,2,1,6,1,1,3,1,2,2,2,1,4.26376070000015
12,zzc,Male,23,Right,6,5,1,3,3,1,1,1,1,1,1,1.4236262999998
12,zzc,Male,23,Right,1,6,4,1,3,2,3,1,1,1,1,5.26948010000001
12,zzc,Male,23,Right,2,5,4,1,3,2,3,1,1,1,1,3.83388930000001
12,zzc,Male,23,Right,1,5,4,1,3,2,3,1,1,1,1,1.31153040000004
12,zzc,Male,23,Right,2,1,3,1,1,2,1,2,2,1,0,2.64318349999985
12,zzc,Male,23,Right,1,4,5,1,2,3,3,2,1,1,1,2.98807450000004
12,zzc,Male,23,Right,5,6,2,3,3,1,1,1,1,1,1,1.40282639999987
12,zzc,Male,23,Right,5,1,2,2,1,1,2,1,2,2,1,9.5288235999999
12,zzc,Male,23,Right,3,4,2,2,2,1,1,1,1,1,1,0.648978400000033
12,zzc,Male,23,Right,2,3,5,1,2,3,3,1,2,2,1,2.13706840000009
12,zzc,Male,23,Right,2,3,4,1,2,2,2,2,2,1,0,2.32022899999993
12,zzc,Male,23,Right,3,1,2,2,1,1,2,1,2,1,0,0.644862599999897
12,zzc,Male,23,Right,1,6,5,1,3,3,2,2,1,1,1,2.64995609999983
12,zzc,Male,23,Right,2,3,6,1,2,3,3,2,1,1,1,1.87663640000005
12,zzc,Male,23,Right,1,3,6,1,2,3,3,1,2,2,1,3.49773359999995
12,zzc,Male,23,Right,6,2,1,2,1,1,2,1,1,1,1,2.34086360000015
12,zzc,Male,23,Right,2,5,3,1,3,2,3,1,1,1,1,1.91680989999986
12,zzc,Male,23,Right,1,4,6,1,2,3,3,1,2,2,1,2.42566879999981
12,zzc,Male,23,Right,2,6,5,1,3,3,2,1,2,1,0,1.51980660000004
12,zzc,Male,23,Right,5,6,4,3,3,2,1,1,1,1,1,0.288777600000003
12,zzc,Male,23,Right,3,4,6,2,2,3,1,1,1,1,1,2.69495460000007
12,zzc,Male,23,Right,4,2,1,2,1,1,2,1,1,1,1,3.56097249999993
12,zzc,Male,23,Right,2,5,6,1,3,3,2,1,1,1,1,2.64980530000003
12,zzc,Male,23,Right,4,1,2,2,1,1,2,1,2,1,0,5.55100670000002
12,zzc,Male,23,Right,2,6,3,1,3,2,3,1,1,1,1,1.69771420000006
12,zzc,Male,23,Right,1,2,5,1,1,3,1,1,1,1,1,0.988972500000273
12,zzc,Male,23,Right,6,1,2,2,1,1,2,1,2,1,0,2.10382780000009
12,zzc,Male,23,Right,6,5,3,3,3,2,1,1,1,1,1,0.996861199999785
12,zzc,Male,23,Right,3,2,1,2,1,1,2,1,1,1,1,1.79760739999983
12,zzc,Male,23,Right,1,5,3,1,3,2,3,2,2,2,1,3.44799090000015
12,zzc,Male,23,Right,1,6,3,1,3,2,3,2,2,2,1,4.264678
12,zzc,Male,23,Right,2,1,5,1,1,3,1,1,1,1,1,2.3051875000001
12,zzc,Male,23,Right,1,5,6,1,3,3,2,1,1,1,1,1.95787960000007
12,zzc,Male,23,Right,2,4,5,1,2,3,3,1,2,2,1,2.59311209999987
12,zzc,Male,23,Right,2,4,6,1,2,3,3,1,2,2,1,2.1200331
12,zzc,Male,23,Right,1,4,3,1,2,2,2,2,1,1,1,1.64988680000033
12,zzc,Male,23,Right,3,4,1,2,2,1,1,1,1,1,1,1.51507589999983
12,zzc,Male,23,Right,1,3,4,1,2,2,2,1,1,1,1,0.965252599999985
12,zzc,Male,23,Right,6,5,4,3,3,2,1,1,1,1,1,0.68099570000004
12,zzc,Male,23,Right,2,4,3,1,2,2,2,1,2,1,0,1.78873199999998
12,zzc,Male,23,Right,2,1,4,1,1,2,1,1,1,1,1,0.245060300000205
12,zzc,Male,23,Right,1,2,3,1,1,2,1,2,2,2,1,4.36101830000007
12,zzc,Male,23,Right,4,3,2,2,2,1,1,1,1,1,1,3.41279930000019
12,zzc,Male,23,Right,1,3,5,1,2,3,3,2,1,1,1,1.52204970000003
12,zzc,Male,23,Right,5,2,1,2,1,1,2,1,1,1,1,2.61094670000011
