SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
8,xcd,Male,19,Right,4,1,2,2,1,1,2,1,2,2,1,1.92561507171922
8,xcd,Male,19,Right,1,2,3,1,1,2,1,1,1,1,1,0.752604781374657
8,xcd,Male,19,Right,1,5,3,1,3,2,3,1,1,1,1,1.16637771034061
8,xcd,Male,19,Right,3,4,5,2,2,3,1,1,1,1,1,0.960699429651186
8,xcd,Male,19,Right,5,6,2,3,3,1,1,1,1,1,1,0.850667429651139
8,xcd,Male,19,Right,5,2,1,2,1,1,2,1,1,1,1,1.43802521999578
8,xcd,Male,19,Right,5,6,3,3,3,2,1,1,1,1,1,0.825561819995755
8,xcd,Male,19,Right,2,1,4,1,1,2,1,1,1,1,1,1.35037012965131
8,xcd,Male,19,Right,5,1,2,2,1,1,2,1,2,1,0,1.27259117171934
8,xcd,Male,19,Right,2,5,6,1,3,3,2,1,1,1,1,2.99441542965087
8,xcd,Male,19,Right,2,3,4,1,2,2,2,1,1,1,1,1.60671267171892
8,xcd,Male,19,Right,1,2,5,1,1,3,1,1,1,1,1,0.70689101999551
8,xcd,Male,19,Right,1,4,3,1,2,2,2,1,2,1,0,0.790971110340251
8,xcd,Male,19,Right,2,6,3,1,3,2,3,1,1,1,1,1.19274617171914
8,xcd,Male,19,Right,1,4,6,1,2,3,3,2,1,1,1,1.27028980068508
8,xcd,Male,19,Right,1,5,6,1,3,3,2,1,1,2,0,1.9647830006852
8,xcd,Male,19,Right,1,3,6,1,2,3,3,2,1,1,1,1.09404110068499
8,xcd,Male,19,Right,2,6,5,1,3,3,2,1,2,2,1,0.982585000684594
8,xcd,Male,19,Right,1,4,5,1,2,3,3,1,2,2,1,0.983776810340714
8,xcd,Male,19,Right,1,6,5,1,3,3,2,2,1,2,0,0.932908929651148
8,xcd,Male,19,Right,2,4,5,1,2,3,3,1,2,2,1,0.91672592965142
8,xcd,Male,19,Right,3,2,1,2,1,1,2,1,1,2,0,1.59661978137456
8,xcd,Male,19,Right,2,1,3,1,1,2,1,2,2,2,1,2.54128608137444
8,xcd,Male,19,Right,1,3,5,1,2,3,3,1,2,2,1,0.807819781374292
8,xcd,Male,19,Right,1,6,3,1,3,2,3,2,2,2,1,1.86467171034064
8,xcd,Male,19,Right,2,4,6,1,2,3,3,1,2,2,1,1.24993119102965
8,xcd,Male,19,Right,2,3,5,1,2,3,3,2,1,1,1,0.800328719995377
8,xcd,Male,19,Right,2,6,4,1,3,2,3,1,1,1,1,0.901759091029817
8,xcd,Male,19,Right,6,5,2,3,3,1,1,1,1,1,1,0.562991310340749
8,xcd,Male,19,Right,3,1,2,2,1,1,2,1,2,2,1,0.777236181374519
8,xcd,Male,19,Right,3,4,6,2,2,3,1,1,1,1,1,4.17159391034056
8,xcd,Male,19,Right,3,4,1,2,2,1,1,1,1,1,1,0.879343710340891
8,xcd,Male,19,Right,6,1,2,2,1,1,2,1,2,1,0,1.02076048137451
8,xcd,Male,19,Right,2,3,6,1,2,3,3,1,2,1,0,6.49676910068456
8,xcd,Male,19,Right,2,5,4,1,3,2,3,1,1,1,1,1.09335920068497
8,xcd,Male,19,Right,1,5,4,1,3,2,3,2,2,2,1,0.866361019995566
8,xcd,Male,19,Right,6,5,3,3,3,2,1,1,1,1,1,0.612957710340652
8,xcd,Male,19,Right,2,5,3,1,3,2,3,1,1,1,1,0.826052268272633
8,xcd,Male,19,Right,6,2,1,2,1,1,2,1,1,2,0,1.58188741999584
8,xcd,Male,19,Right,4,3,6,2,2,3,1,1,1,1,1,0.542438119995495
8,xcd,Male,19,Right,1,6,4,1,3,2,3,1,1,1,1,0.925910129651584
8,xcd,Male,19,Right,1,2,6,1,1,3,1,2,2,2,1,2.7339752199955
8,xcd,Male,19,Right,1,3,4,1,2,2,2,2,2,1,0,1.61215930068511
8,xcd,Male,19,Right,4,2,1,2,1,1,2,1,1,2,0,1.05602019103026
8,xcd,Male,19,Right,2,1,5,1,1,3,1,1,1,1,1,0.8707703199957
8,xcd,Male,19,Right,5,6,1,3,3,1,1,1,1,1,1,2.67629581999563
8,xcd,Male,19,Right,2,4,3,1,2,2,2,2,1,1,1,1.7218300296513
8,xcd,Male,19,Right,4,3,1,2,2,1,1,1,1,1,1,0.745645319995674
