SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
10,lyj,Male,19,Right,2,6,4,1,3,2,3,1,1,1,1,0.796465663690014
10,lyj,Male,19,Right,4,3,6,2,2,3,1,1,1,1,1,0.288587063690102
10,lyj,Male,19,Right,1,6,3,1,3,2,3,1,1,1,1,0.662104163689946
10,lyj,Male,19,Right,3,1,2,2,1,1,2,1,2,2,1,0.325368763690221
10,lyj,Male,19,Right,5,2,1,2,1,1,2,1,1,2,0,2.11782886368974
10,lyj,Male,19,Right,3,2,1,2,1,1,2,1,1,2,0,0.741740054237653
10,lyj,Male,19,Right,3,4,5,2,2,3,1,1,1,1,1,1.99297617314232
10,lyj,Male,19,Right,2,3,6,1,2,3,3,1,2,2,1,1.04128666368979
10,lyj,Male,19,Right,1,2,5,1,1,3,1,1,1,1,1,0.444396863690145
10,lyj,Male,19,Right,6,5,3,3,3,2,1,1,1,1,1,1.15634506368997
10,lyj,Male,19,Right,2,4,5,1,2,3,3,1,2,2,1,0.431136854237593
10,lyj,Male,19,Right,6,5,4,3,3,2,1,1,1,1,1,0.283287963689872
10,lyj,Male,19,Right,2,5,6,1,3,3,2,1,1,2,0,1.68842837314241
10,lyj,Male,19,Right,6,1,2,2,1,1,2,1,2,1,0,1.95399275423779
10,lyj,Male,19,Right,4,3,1,2,2,1,1,1,1,1,1,0.659454073142115
10,lyj,Male,19,Right,2,6,5,1,3,3,2,1,2,1,0,0.782689763690087
10,lyj,Male,19,Right,1,4,3,1,2,2,2,2,1,2,0,0.50477195423764
10,lyj,Male,19,Right,1,2,6,1,1,3,1,2,2,2,1,1.52546375423753
10,lyj,Male,19,Right,4,1,2,2,1,1,2,1,2,2,1,0.640820173142401
10,lyj,Male,19,Right,5,6,2,3,3,1,1,1,1,1,1,0.232069363690243
10,lyj,Male,19,Right,1,5,4,1,3,2,3,1,1,2,0,0.700012563690052
10,lyj,Male,19,Right,2,5,4,1,3,2,3,1,1,1,1,0.448818254237722
10,lyj,Male,19,Right,2,1,6,1,1,3,1,2,2,2,1,1.42005496369029
10,lyj,Male,19,Right,2,3,5,1,2,3,3,2,1,1,1,0.564060163689646
10,lyj,Male,19,Right,2,4,6,1,2,3,3,1,2,2,1,0.322602063690283
10,lyj,Male,19,Right,1,4,5,1,2,3,3,2,1,1,1,0.611434373142401
10,lyj,Male,19,Right,1,2,4,1,1,2,1,2,2,2,1,0.252985663690197
10,lyj,Male,19,Right,1,6,5,1,3,3,2,1,2,1,0,1.33301815423738
10,lyj,Male,19,Right,1,3,6,1,2,3,3,1,2,2,1,0.216147173142417
10,lyj,Male,19,Right,1,3,4,1,2,2,2,2,2,2,1,0.264455863689818
10,lyj,Male,19,Right,6,2,1,2,1,1,2,1,1,2,0,1.2826723731423
10,lyj,Male,19,Right,2,4,3,1,2,2,2,2,1,2,0,0.243554963690258
10,lyj,Male,19,Right,2,5,3,1,3,2,3,1,1,1,1,1.54363337314226
10,lyj,Male,19,Right,1,5,3,1,3,2,3,2,2,2,1,0.310530463690156
10,lyj,Male,19,Right,1,6,4,1,3,2,3,2,2,2,1,0.244146073142019
10,lyj,Male,19,Right,4,3,2,2,2,1,1,1,1,1,1,0.280096654237695
10,lyj,Male,19,Right,3,4,1,2,2,1,1,1,1,1,1,0.27036545423789
10,lyj,Male,19,Right,5,6,1,3,3,1,1,1,1,1,1,0.249483763690023
10,lyj,Male,19,Right,2,3,4,1,2,2,2,1,1,2,0,0.405562063690013
10,lyj,Male,19,Right,4,2,1,2,1,1,2,1,1,2,0,0.418115454237977
10,lyj,Male,19,Right,1,5,6,1,3,3,2,2,2,1,0,2.01930156369008
10,lyj,Male,19,Right,5,1,2,2,1,1,2,1,2,1,0,1.27151706369023
10,lyj,Male,19,Right,4,3,5,2,2,3,1,1,1,1,1,0.217838363690134
10,lyj,Male,19,Right,2,6,3,1,3,2,3,1,1,1,1,0.691068263689886
10,lyj,Male,19,Right,6,5,2,3,3,1,1,1,1,1,1,0.208128473142551
10,lyj,Male,19,Right,1,3,5,1,2,3,3,1,2,2,1,0.230303973142327
10,lyj,Male,19,Right,2,1,3,1,1,2,1,1,1,1,1,0.261696073142048
10,lyj,Male,19,Right,1,4,6,1,2,3,3,1,2,2,1,0.233368373142184
