SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
49,lzj,Male,19,Right,6,2,1,2,1,1,2,1,1,2,0,0.507537857865827
49,lzj,Male,19,Right,1,3,5,1,2,3,3,2,2,2,1,1.16621994921752
49,lzj,Male,19,Right,6,1,2,2,1,1,2,1,2,2,1,1.63572356651275
49,lzj,Male,19,Right,1,4,3,1,2,2,2,2,1,2,0,1.85438146651268
49,lzj,Male,19,Right,5,6,3,3,3,2,1,1,1,1,1,0.771835657865267
49,lzj,Male,19,Right,1,6,3,1,3,2,3,2,1,1,1,3.13394784921729
49,lzj,Male,19,Right,5,6,4,3,3,2,1,1,1,1,1,2.21495786651303
49,lzj,Male,19,Right,1,4,5,1,2,3,3,2,2,2,1,5.72938255786539
49,lzj,Male,19,Right,5,2,1,2,1,1,2,1,1,2,0,0.580889757865407
49,lzj,Male,19,Right,2,4,3,1,2,2,2,2,1,1,1,1.97369235786573
49,lzj,Male,19,Right,6,5,1,3,3,1,1,1,1,1,1,0.495162966512908
49,lzj,Male,19,Right,1,2,4,1,1,2,1,1,1,1,1,0.576244966512604
49,lzj,Male,19,Right,2,6,5,1,3,3,2,1,2,2,1,0.714496557865459
49,lzj,Male,19,Right,1,3,4,1,2,2,2,1,1,2,0,1.4436178665137
49,lzj,Male,19,Right,4,3,2,2,2,1,1,1,1,1,1,0.562371266512855
49,lzj,Male,19,Right,3,1,2,2,1,1,2,1,2,2,1,1.5139534492173
49,lzj,Male,19,Right,2,3,5,1,2,3,3,1,1,1,1,1.56531335786622
49,lzj,Male,19,Right,2,4,5,1,2,3,3,1,1,1,1,1.1461785665133
49,lzj,Male,19,Right,1,5,3,1,3,2,3,2,1,1,1,0.704985975160525
49,lzj,Male,19,Right,6,5,2,3,3,1,1,1,1,1,1,0.320660475160366
49,lzj,Male,19,Right,4,2,1,2,1,1,2,1,1,1,1,2.7009822492173
49,lzj,Male,19,Right,3,4,5,2,2,3,1,1,1,1,1,7.22364455786465
49,lzj,Male,19,Right,2,3,6,1,2,3,3,1,1,1,1,6.29390986651288
49,lzj,Male,19,Right,5,1,2,2,1,1,2,1,2,2,1,0.514952166512558
49,lzj,Male,19,Right,1,6,5,1,3,3,2,2,1,2,0,0.41527317516011
49,lzj,Male,19,Right,1,3,6,1,2,3,3,1,1,1,1,1.26262347515967
49,lzj,Male,19,Right,2,1,3,1,1,2,1,1,1,1,1,0.680295275159551
49,lzj,Male,19,Right,2,1,4,1,1,2,1,2,2,2,1,1.67425075786559
49,lzj,Male,19,Right,1,5,6,1,3,3,2,1,1,2,0,0.247113557865305
49,lzj,Male,19,Right,2,3,4,1,2,2,2,2,2,2,1,1.27009362327408
49,lzj,Male,19,Right,2,5,3,1,3,2,3,1,2,1,0,0.452088457866012
49,lzj,Male,19,Right,6,5,3,3,3,2,1,1,1,1,1,0.479873566512651
49,lzj,Male,19,Right,6,5,4,3,3,2,1,1,1,1,1,0.439130001102967
49,lzj,Male,19,Right,4,3,1,2,2,1,1,1,1,1,1,0.58326146651234
49,lzj,Male,19,Right,4,3,5,2,2,3,1,1,1,1,1,1.16441274921726
49,lzj,Male,19,Right,2,6,4,1,3,2,3,1,2,2,1,0.438594257865589
49,lzj,Male,19,Right,2,4,6,1,2,3,3,1,1,1,1,1.01795056651281
49,lzj,Male,19,Right,4,1,2,2,1,1,2,1,2,1,0,1.44984236651271
49,lzj,Male,19,Right,1,5,4,1,3,2,3,1,2,2,1,0.200146123274862
49,lzj,Male,19,Right,2,5,4,1,3,2,3,1,2,2,1,0.489486749216667
49,lzj,Male,19,Right,5,6,1,3,3,1,1,1,1,1,1,0.367951357865422
49,lzj,Male,19,Right,3,2,1,2,1,1,2,1,1,1,1,1.34247374921688
49,lzj,Male,19,Right,1,6,4,1,3,2,3,1,2,2,1,0.724766057865054
49,lzj,Male,19,Right,2,5,6,1,3,3,2,1,1,2,0,0.876410375160049
49,lzj,Male,19,Right,2,6,3,1,3,2,3,1,2,2,1,0.421497057865963
49,lzj,Male,19,Right,5,6,2,3,3,1,1,1,1,1,1,0.0499873492171901
49,lzj,Male,19,Right,1,4,6,1,2,3,3,1,1,1,1,0.833770557865137
49,lzj,Male,19,Right,2,1,6,1,1,3,1,2,2,2,1,0.237616449217057
