SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
45,yxy,Female,19,Right,3,4,5,2,2,3,1,1,1,1,1,0.926799143695916
45,yxy,Female,19,Right,2,3,5,1,2,3,3,2,2,2,1,1.84847962601953
45,yxy,Female,19,Right,5,6,1,3,3,1,1,1,1,1,1,1.18730862601933
45,yxy,Female,19,Right,2,4,3,1,2,2,2,2,1,2,0,2.80057764369576
45,yxy,Female,19,Right,2,4,5,1,2,3,3,1,1,1,1,1.19546144369542
45,yxy,Female,19,Right,2,5,3,1,3,2,3,1,2,1,0,2.42791504369552
45,yxy,Female,19,Right,6,5,3,3,3,2,1,1,1,1,1,1.77500461112413
45,yxy,Female,19,Right,2,5,4,1,3,2,3,1,2,2,1,1.43687211718134
45,yxy,Female,19,Right,1,2,6,1,1,3,1,1,1,1,1,0.947553134857571
45,yxy,Female,19,Right,5,2,1,2,1,1,2,1,1,2,0,2.23484052601953
45,yxy,Female,19,Right,2,4,6,1,2,3,3,1,1,1,1,2.35325523485744
45,yxy,Female,19,Right,3,4,2,2,2,1,1,1,1,1,1,1.04349161718119
45,yxy,Female,19,Right,3,1,2,2,1,1,2,1,2,1,0,2.8025373436958
45,yxy,Female,19,Right,2,1,5,1,1,3,1,2,2,2,1,1.10976604369534
45,yxy,Female,19,Right,1,3,6,1,2,3,3,1,1,1,1,1.08667033485744
45,yxy,Female,19,Right,2,1,6,1,1,3,1,1,1,1,1,0.95584913485709
45,yxy,Female,19,Right,6,1,2,2,1,1,2,1,2,2,1,2.14212734369585
45,yxy,Female,19,Right,1,5,3,1,3,2,3,2,1,1,1,0.868729134857404
45,yxy,Female,19,Right,1,6,5,1,3,3,2,1,2,2,1,1.70303382601969
45,yxy,Female,19,Right,1,4,3,1,2,2,2,2,1,2,0,1.44266352601971
45,yxy,Female,19,Right,4,2,1,2,1,1,2,1,1,2,0,2.69364103485805
45,yxy,Female,19,Right,2,3,6,1,2,3,3,1,1,1,1,1.47300733485736
45,yxy,Female,19,Right,6,5,2,3,3,1,1,1,1,1,1,1.07028562602045
45,yxy,Female,19,Right,3,2,1,2,1,1,2,1,1,1,1,1.05260612602069
45,yxy,Female,19,Right,1,5,4,1,3,2,3,1,2,2,1,0.747711726019588
45,yxy,Female,19,Right,2,6,4,1,3,2,3,1,2,2,1,1.60707190834364
45,yxy,Female,19,Right,1,3,4,1,2,2,2,2,2,1,0,1.44733484369499
45,yxy,Female,19,Right,2,3,4,1,2,2,2,1,1,2,0,1.40162221718128
45,yxy,Female,19,Right,1,5,6,1,3,3,2,2,2,2,1,1.75802723485776
45,yxy,Female,19,Right,6,5,1,3,3,1,1,1,1,1,1,1.79619872601961
45,yxy,Female,19,Right,5,1,2,2,1,1,2,1,2,2,1,1.77289111718164
45,yxy,Female,19,Right,1,3,5,1,2,3,3,1,1,1,1,1.00703914369569
45,yxy,Female,19,Right,1,6,3,1,3,2,3,1,2,2,1,1.44003344369594
45,yxy,Female,19,Right,4,3,2,2,2,1,1,1,1,1,1,1.19924132601955
45,yxy,Female,19,Right,6,5,4,3,3,2,1,1,1,1,1,0.911600843695851
45,yxy,Female,19,Right,1,2,5,1,1,3,1,2,2,2,1,1.64864153485723
45,yxy,Female,19,Right,1,2,3,1,1,2,1,1,1,1,1,1.23035493485713
45,yxy,Female,19,Right,2,1,4,1,1,2,1,2,2,2,1,1.40637633485676
45,yxy,Female,19,Right,4,3,5,2,2,3,1,1,1,1,1,0.810663034857498
45,yxy,Female,19,Right,2,6,3,1,3,2,3,1,2,2,1,2.01149965253444
45,yxy,Female,19,Right,6,2,1,2,1,1,2,1,1,2,0,1.57041602602021
45,yxy,Female,19,Right,1,6,4,1,3,2,3,2,1,1,1,1.22460001718082
45,yxy,Female,19,Right,5,6,3,3,3,2,1,1,1,1,1,0.676647026019964
45,yxy,Female,19,Right,2,6,5,1,3,3,2,1,2,2,1,1.58301771718106
45,yxy,Female,19,Right,2,5,6,1,3,3,2,1,1,2,0,1.35921182602033
45,yxy,Female,19,Right,1,4,6,1,2,3,3,2,2,2,1,1.02126793485786
45,yxy,Female,19,Right,4,1,2,2,1,1,2,1,2,2,1,2.81772300834291
45,yxy,Female,19,Right,1,4,5,1,2,3,3,1,1,1,1,1.6439409348568
