SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
35,wzh,Male,23,Right,2,3,6,1,2,3,3,1,1,1,1,1.16667756043444
35,wzh,Male,23,Right,1,4,3,1,2,2,2,2,1,2,0,3.33058766043359
35,wzh,Male,23,Right,2,5,6,1,3,3,2,1,1,1,1,2.26121138610142
35,wzh,Male,23,Right,1,5,6,1,3,3,2,2,2,2,1,2.06267496898909
35,wzh,Male,23,Right,6,1,2,2,1,1,2,1,2,1,0,2.40517256898875
35,wzh,Male,23,Right,2,6,3,1,3,2,3,1,2,2,1,0.996425877545335
35,wzh,Male,23,Right,6,5,2,3,3,1,1,1,1,1,1,1.24237266898945
35,wzh,Male,23,Right,5,6,3,3,3,2,1,1,1,1,1,1.8658385689896
35,wzh,Male,23,Right,2,4,5,1,2,3,3,1,1,1,1,2.43469675187771
35,wzh,Male,23,Right,2,3,4,1,2,2,2,1,1,2,0,2.57664386898978
35,wzh,Male,23,Right,5,6,1,3,3,1,1,1,1,1,1,4.16137136043471
35,wzh,Male,23,Right,2,5,4,1,3,2,3,1,2,2,1,0.949345468989122
35,wzh,Male,23,Right,5,2,1,2,1,1,2,1,1,2,0,1.11647745187747
35,wzh,Male,23,Right,2,1,4,1,1,2,1,1,1,1,1,0.704029960434127
35,wzh,Male,23,Right,6,2,1,2,1,1,2,1,1,2,0,1.24456167754579
35,wzh,Male,23,Right,3,4,6,2,2,3,1,1,1,1,1,6.24744066043422
35,wzh,Male,23,Right,1,6,4,1,3,2,3,2,1,1,1,2.03436816043359
35,wzh,Male,23,Right,1,4,6,1,2,3,3,2,2,2,1,5.92886425187771
35,wzh,Male,23,Right,4,3,6,2,2,3,1,1,1,1,1,1.10884426898974
35,wzh,Male,23,Right,4,1,2,2,1,1,2,1,2,1,0,2.68045926043396
35,wzh,Male,23,Right,6,5,4,3,3,2,1,1,1,1,1,4.76981666898973
35,wzh,Male,23,Right,1,6,3,1,3,2,3,1,2,2,1,2.22388445187698
35,wzh,Male,23,Right,1,3,6,1,2,3,3,1,1,1,1,0.947153868989517
35,wzh,Male,23,Right,1,5,4,1,3,2,3,1,2,2,1,3.81409436898957
35,wzh,Male,23,Right,3,1,2,2,1,1,2,1,2,1,0,1.95602175187742
35,wzh,Male,23,Right,4,2,1,2,1,1,2,1,1,2,0,1.31771246898916
35,wzh,Male,23,Right,2,6,5,1,3,3,2,1,2,2,1,3.25672425187713
35,wzh,Male,23,Right,2,1,3,1,1,2,1,2,2,2,1,1.0334698604338
35,wzh,Male,23,Right,6,5,1,3,3,1,1,1,1,1,1,1.24825596043411
35,wzh,Male,23,Right,4,3,5,2,2,3,1,1,1,1,1,4.17882667754657
35,wzh,Male,23,Right,5,6,2,3,3,1,1,1,1,1,1,1.09833357754542
35,wzh,Male,23,Right,2,4,6,1,2,3,3,1,1,1,1,1.49098316043455
35,wzh,Male,23,Right,2,5,3,1,3,2,3,1,2,2,1,2.15599987754649
35,wzh,Male,23,Right,1,6,5,1,3,3,2,1,2,2,1,1.74998195187709
35,wzh,Male,23,Right,3,4,2,2,2,1,1,1,1,1,1,1.50469377754598
35,wzh,Male,23,Right,5,1,2,2,1,1,2,1,2,1,0,3.89290936898942
35,wzh,Male,23,Right,2,3,5,1,2,3,3,2,2,2,1,2.31127877754625
35,wzh,Male,23,Right,1,2,4,1,1,2,1,1,1,1,1,1.3742188775459
35,wzh,Male,23,Right,1,5,3,1,3,2,3,2,1,1,1,1.89977455187727
35,wzh,Male,23,Right,1,4,5,1,2,3,3,1,1,1,1,1.13952216043435
35,wzh,Male,23,Right,2,6,4,1,3,2,3,1,2,2,1,0.826381360433516
35,wzh,Male,23,Right,6,5,3,3,3,2,1,1,1,1,1,3.61100986043402
35,wzh,Male,23,Right,3,2,1,2,1,1,2,1,1,2,0,1.5173031689892
35,wzh,Male,23,Right,1,2,5,1,1,3,1,2,2,2,1,1.61692275187761
35,wzh,Male,23,Right,1,3,5,1,2,3,3,1,1,1,1,2.26859765187783
35,wzh,Male,23,Right,1,3,4,1,2,2,2,2,2,1,0,3.81449996043466
35,wzh,Male,23,Right,4,3,2,2,2,1,1,1,1,1,1,1.51217355187782
35,wzh,Male,23,Right,2,4,3,1,2,2,2,2,1,2,0,2.90085555187761
