SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
13,jf,Male,22,Right,2,4,5,1,2,3,3,1,1,1,1,1.44333337984153
13,jf,Male,22,Right,3,2,1,2,1,1,2,1,1,2,0,1.51835357984191
13,jf,Male,22,Right,6,2,1,2,1,1,2,1,1,2,0,1.93766529999994
13,jf,Male,22,Right,3,4,5,2,2,3,1,1,1,1,1,1.38791557840159
13,jf,Male,22,Right,1,5,6,1,3,3,2,1,1,2,0,1.5502007
13,jf,Male,22,Right,2,1,6,1,1,3,1,2,2,2,1,1.64022687840179
13,jf,Male,22,Right,1,3,4,1,2,2,2,1,1,1,1,2.28527647696183
13,jf,Male,22,Right,5,1,2,2,1,1,2,1,2,2,1,2.72893518056162
13,jf,Male,22,Right,2,4,3,1,2,2,2,2,1,2,0,2.23353046544253
13,jf,Male,22,Right,6,5,3,3,3,2,1,1,1,1,1,1.20385547840169
13,jf,Male,22,Right,1,5,3,1,3,2,3,2,1,1,1,0.873447678402044
13,jf,Male,22,Right,4,3,5,2,2,3,1,1,1,1,1,0.652703374802059
13,jf,Male,22,Right,2,5,4,1,3,2,3,1,2,2,1,2.14993017912138
13,jf,Male,22,Right,2,5,3,1,3,2,3,1,2,2,1,0.987478177681169
13,jf,Male,22,Right,2,6,3,1,3,2,3,1,2,2,1,1.6719375733619
13,jf,Male,22,Right,2,4,6,1,2,3,3,1,1,1,1,0.99406957840165
13,jf,Male,22,Right,4,2,1,2,1,1,2,1,1,1,1,1.43833087840176
13,jf,Male,22,Right,3,1,2,2,1,1,2,1,2,1,0,1.13811627912173
13,jf,Male,22,Right,1,6,3,1,3,2,3,2,1,1,1,1.08238427984088
13,jf,Male,22,Right,1,2,5,1,1,3,1,1,1,1,1,0.689254776241796
13,jf,Male,22,Right,6,5,1,3,3,1,1,1,1,1,1,1.00015986976177
13,jf,Male,22,Right,4,3,1,2,2,1,1,1,1,1,1,0.967539181281609
13,jf,Male,22,Right,2,6,5,1,3,3,2,1,2,1,0,1.98635298128193
13,jf,Male,22,Right,3,4,2,2,2,1,1,1,1,1,1,1.31459097912193
13,jf,Male,22,Right,4,1,2,2,1,1,2,1,2,2,1,1.33117130000028
13,jf,Male,22,Right,1,4,6,1,2,3,3,1,1,1,1,1.54606597912152
13,jf,Male,22,Right,1,3,5,1,2,3,3,2,2,2,1,0.859210877681107
13,jf,Male,22,Right,4,3,6,2,2,3,1,1,1,1,1,1.23896327840248
13,jf,Male,22,Right,5,2,1,2,1,1,2,1,1,1,1,1.79368609999983
13,jf,Male,22,Right,1,6,5,1,3,3,2,1,2,1,0,3.51102687552157
13,jf,Male,22,Right,1,5,4,1,3,2,3,1,2,2,1,0.919808800000283
13,jf,Male,22,Right,2,6,4,1,3,2,3,1,2,2,1,1.05023777912265
13,jf,Male,22,Right,1,6,4,1,3,2,3,2,1,1,1,1.18011147912239
13,jf,Male,22,Right,2,3,5,1,2,3,3,2,2,2,1,0.816138474801846
13,jf,Male,22,Right,2,3,6,1,2,3,3,1,1,1,1,1.33123477768186
13,jf,Male,22,Right,5,6,3,3,3,2,1,1,1,1,1,0.99680247984179
13,jf,Male,22,Right,1,3,6,1,2,3,3,1,1,1,1,0.728566379841141
13,jf,Male,22,Right,6,1,2,2,1,1,2,1,2,1,0,2.15335496616262
13,jf,Male,22,Right,2,5,6,1,3,3,2,1,1,1,1,4.68506327984142
13,jf,Male,22,Right,1,2,6,1,1,3,1,2,2,2,1,1.27966040000047
13,jf,Male,22,Right,2,3,4,1,2,2,2,1,1,2,0,0.816645277681346
13,jf,Male,22,Right,1,2,3,1,1,2,1,1,1,1,1,0.752714779841881
13,jf,Male,22,Right,1,4,5,1,2,3,3,2,2,2,1,0.945214266162111
13,jf,Male,22,Right,1,4,3,1,2,2,2,2,1,1,1,1.88434017840154
13,jf,Male,22,Right,3,4,6,2,2,3,1,1,1,1,1,0.816661371923146
13,jf,Male,22,Right,5,6,2,3,3,1,1,1,1,1,1,1.53032447840178
13,jf,Male,22,Right,6,5,4,3,3,2,1,1,1,1,1,1.43718747840194
13,jf,Male,22,Right,2,1,4,1,1,2,1,1,1,1,1,1.4944015748024
