SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
2,lhy,Male,18,Right,1,5,3,1,3,2,3,1,1,1,1,0.471249591118976
2,lhy,Male,18,Right,1,3,4,1,2,2,2,1,1,2,0,0.96736999111863
2,lhy,Male,18,Right,6,2,1,2,1,1,2,1,1,1,1,0.457002001414821
2,lhy,Male,18,Right,4,3,5,2,2,3,1,1,1,1,1,0.451675680822973
2,lhy,Male,18,Right,3,4,5,2,2,3,1,1,1,1,1,0.334376891118609
2,lhy,Male,18,Right,2,3,4,1,2,2,2,1,1,1,1,0.433575201414897
2,lhy,Male,18,Right,1,3,6,1,2,3,3,1,2,2,1,0.705832480823119
2,lhy,Male,18,Right,5,2,1,2,1,1,2,1,1,2,0,0.418441291118597
2,lhy,Male,18,Right,4,2,1,2,1,1,2,1,1,1,1,0.442969101415201
2,lhy,Male,18,Right,2,1,6,1,1,3,1,1,1,1,1,0.455823791118746
2,lhy,Male,18,Right,3,1,2,2,1,1,2,1,2,1,0,0.430994380822995
2,lhy,Male,18,Right,4,3,1,2,2,1,1,1,1,1,1,0.387667491118918
2,lhy,Male,18,Right,6,5,4,3,3,2,1,1,1,1,1,0.396665091118848
2,lhy,Male,18,Right,1,6,4,1,3,2,3,2,2,2,1,0.417939291118728
2,lhy,Male,18,Right,2,5,4,1,3,2,3,1,1,1,1,0.526242801415265
2,lhy,Male,18,Right,6,1,2,2,1,1,2,1,2,1,0,0.405838491118629
2,lhy,Male,18,Right,2,6,5,1,3,3,2,1,2,2,1,0.454852291118641
2,lhy,Male,18,Right,1,4,3,1,2,2,2,2,1,2,0,0.44581397052707
2,lhy,Male,18,Right,2,4,3,1,2,2,2,2,1,2,0,0.489029101414872
2,lhy,Male,18,Right,5,1,2,2,1,1,2,1,2,1,0,0.370938580822894
2,lhy,Male,18,Right,1,5,6,1,3,3,2,1,1,1,1,0.3814495808233
2,lhy,Male,18,Right,4,3,2,2,2,1,1,1,1,1,1,0.462562101415188
2,lhy,Male,18,Right,4,3,6,2,2,3,1,1,1,1,1,0.376992091118609
2,lhy,Male,18,Right,2,4,6,1,2,3,3,1,2,2,1,0.512235580823017
2,lhy,Male,18,Right,2,1,4,1,1,2,1,2,2,1,0,0.764761770526547
2,lhy,Male,18,Right,5,6,2,3,3,1,1,1,1,1,1,0.534947491118601
2,lhy,Male,18,Right,2,5,6,1,3,3,2,1,1,2,0,0.771175591118663
2,lhy,Male,18,Right,1,6,5,1,3,3,2,1,2,2,1,0.570024791118612
2,lhy,Male,18,Right,2,1,5,1,1,3,1,2,2,2,1,0.677343280822697
2,lhy,Male,18,Right,1,4,5,1,2,3,3,2,1,1,1,0.580296180823098
2,lhy,Male,18,Right,1,3,5,1,2,3,3,2,1,1,1,1.26594518082265
2,lhy,Male,18,Right,2,1,3,1,1,2,1,1,1,1,1,0.439763291118652
2,lhy,Male,18,Right,6,5,3,3,3,2,1,1,1,1,1,0.275564460230726
2,lhy,Male,18,Right,1,6,3,1,3,2,3,2,2,2,1,0.418188591118906
2,lhy,Male,18,Right,2,5,3,1,3,2,3,1,1,1,1,0.450376101414804
2,lhy,Male,18,Right,1,4,6,1,2,3,3,1,2,2,1,0.409922491118778
2,lhy,Male,18,Right,3,2,1,2,1,1,2,1,1,2,0,0.412146480823139
2,lhy,Male,18,Right,5,6,4,3,3,2,1,1,1,1,1,0.361519391118691
2,lhy,Male,18,Right,1,5,4,1,3,2,3,2,2,2,1,0.34411239111887
2,lhy,Male,18,Right,2,3,5,1,2,3,3,2,1,1,1,0.495739501414846
2,lhy,Male,18,Right,6,5,1,3,3,1,1,1,1,1,1,0.456478891118877
2,lhy,Male,18,Right,2,4,5,1,2,3,3,1,2,2,1,0.364603211710801
2,lhy,Male,18,Right,3,4,2,2,2,1,1,1,1,1,1,0.454860880822707
2,lhy,Male,18,Right,2,6,4,1,3,2,3,1,1,1,1,0.578575380823168
2,lhy,Male,18,Right,4,1,2,2,1,1,2,1,2,2,1,0.777023532303247
2,lhy,Male,18,Right,5,6,3,3,3,2,1,1,1,1,1,0.374436380822772
2,lhy,Male,18,Right,2,6,3,1,3,2,3,1,1,1,1,0.61768450141517
2,lhy,Male,18,Right,2,3,6,1,2,3,3,1,2,2,1,0.394325491119162
