SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
16,lhy,Male,20,Left,1,4,5,1,2,3,3,2,1,1,1,2.38361609999993
16,lhy,Male,20,Left,1,5,3,1,3,2,3,1,1,1,1,3.90789150000001
16,lhy,Male,20,Left,2,4,6,1,2,3,3,1,2,2,1,1.6117105000003
16,lhy,Male,20,Left,4,3,6,2,2,3,1,1,1,1,1,0.528705800000353
16,lhy,Male,20,Left,6,2,1,2,1,1,2,1,1,1,1,9.20094749999998
16,lhy,Male,20,Left,3,4,1,2,2,1,1,1,1,1,1,6.11938939999982
16,lhy,Male,20,Left,2,6,4,1,3,2,3,1,1,1,1,4.09513939999988
16,lhy,Male,20,Left,2,3,4,1,2,2,2,1,1,2,0,3.71117800000002
16,lhy,Male,20,Left,2,6,3,1,3,2,3,1,1,1,1,1.60107150000022
16,lhy,Male,20,Left,5,6,1,3,3,1,1,1,1,1,1,0.727727799999684
16,lhy,Male,20,Left,5,6,2,3,3,1,1,1,1,1,1,2.62409869999965
16,lhy,Male,20,Left,3,2,1,2,1,1,2,1,1,1,1,6.29696550000017
16,lhy,Male,20,Left,5,2,1,2,1,1,2,1,1,1,1,11.4529380999998
16,lhy,Male,20,Left,1,5,4,1,3,2,3,2,2,2,1,8.29564840000012
16,lhy,Male,20,Left,3,1,2,2,1,1,2,1,2,2,1,4.34399039999971
16,lhy,Male,20,Left,1,3,6,1,2,3,3,1,2,2,1,3.81304279999995
16,lhy,Male,20,Left,2,1,3,1,1,2,1,1,1,1,1,1.12682659999973
16,lhy,Male,20,Left,3,4,6,2,2,3,1,1,1,1,1,1.57303779999984
16,lhy,Male,20,Left,2,5,6,1,3,3,2,1,1,2,0,3.52553490000037
16,lhy,Male,20,Left,3,4,5,2,2,3,1,1,1,1,1,1.34282250000024
16,lhy,Male,20,Left,2,6,5,1,3,3,2,1,2,1,0,1.78539890000002
16,lhy,Male,20,Left,1,2,6,1,1,3,1,2,2,2,1,3.02190419999988
16,lhy,Male,20,Left,2,1,4,1,1,2,1,2,2,2,1,1.7338679999998
16,lhy,Male,20,Left,2,4,3,1,2,2,2,1,2,1,0,4.66979860000038
16,lhy,Male,20,Left,1,6,4,1,3,2,3,1,1,1,1,0.709427799999958
16,lhy,Male,20,Left,5,6,4,3,3,2,1,1,1,1,1,0.790735300000051
16,lhy,Male,20,Left,1,4,6,1,2,3,3,1,2,2,1,2.36387400000012
16,lhy,Male,20,Left,2,3,6,1,2,3,3,2,1,1,1,1.5048311999999
16,lhy,Male,20,Left,1,2,3,1,1,2,1,2,2,2,1,2.30922429999964
16,lhy,Male,20,Left,6,1,2,2,1,1,2,1,2,2,1,2.19614279999996
16,lhy,Male,20,Left,2,1,6,1,1,3,1,1,1,1,1,0.717833700000028
16,lhy,Male,20,Left,2,3,5,1,2,3,3,2,1,1,1,1.70869959999982
16,lhy,Male,20,Left,4,2,1,2,1,1,2,1,1,1,1,2.68278180000016
16,lhy,Male,20,Left,6,5,2,3,3,1,1,1,1,1,1,2.86779400000023
16,lhy,Male,20,Left,1,3,4,1,2,2,2,1,1,2,0,8.11369689999992
16,lhy,Male,20,Left,2,5,3,1,3,2,3,1,1,1,1,4.06287969999994
16,lhy,Male,20,Left,6,5,3,3,3,2,1,1,1,1,1,1.50363849999985
16,lhy,Male,20,Left,2,5,4,1,3,2,3,1,1,1,1,3.09218980000014
16,lhy,Male,20,Left,1,5,6,1,3,3,2,1,1,2,0,7.92291079999995
16,lhy,Male,20,Left,1,6,3,1,3,2,3,2,2,2,1,2.61096989999987
16,lhy,Male,20,Left,4,1,2,2,1,1,2,1,2,2,1,4.00412270000015
16,lhy,Male,20,Left,2,4,5,1,2,3,3,1,2,2,1,1.77284520000012
16,lhy,Male,20,Left,1,3,5,1,2,3,3,2,1,1,1,4.06408770000007
16,lhy,Male,20,Left,6,5,1,3,3,1,1,1,1,1,1,0.539969800000108
16,lhy,Male,20,Left,1,4,3,1,2,2,2,2,1,2,0,2.48302980000017
16,lhy,Male,20,Left,1,2,4,1,1,2,1,1,1,1,1,0.777907400000004
16,lhy,Male,20,Left,5,1,2,2,1,1,2,1,2,2,1,4.68384719999995
16,lhy,Male,20,Left,1,6,5,1,3,3,2,2,1,2,0,2.69981289999987
