SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
47,lxc,Male,21,Right,1,4,3,1,2,2,2,1,2,1,0,3.25492375881981
47,lxc,Male,21,Right,1,3,5,1,2,3,3,2,2,2,1,0.67480246775267
47,lxc,Male,21,Right,4,2,1,2,1,1,2,1,1,2,0,2.06123485882017
47,lxc,Male,21,Right,3,4,1,2,2,1,1,1,1,1,1,0.527753505224609
47,lxc,Male,21,Right,3,4,6,2,2,3,1,1,1,1,1,0.408752558820197
47,lxc,Male,21,Right,1,3,4,1,2,2,2,1,1,1,1,1.27354805881987
47,lxc,Male,21,Right,2,4,5,1,2,3,3,1,1,1,1,0.699405594550626
47,lxc,Male,21,Right,2,1,4,1,1,2,1,2,2,2,1,0.773101240954929
47,lxc,Male,21,Right,4,1,2,2,1,1,2,1,2,1,0,1.33877325881986
47,lxc,Male,21,Right,2,5,6,1,3,3,2,1,1,2,0,1.62128034988746
47,lxc,Male,21,Right,1,6,5,1,3,3,2,1,2,2,1,0.781128858820011
47,lxc,Male,21,Right,3,2,1,2,1,1,2,1,1,1,1,1.29888309629223
47,lxc,Male,21,Right,5,2,1,2,1,1,2,1,1,2,0,0.967977896291814
47,lxc,Male,21,Right,6,2,1,2,1,1,2,1,1,1,1,0.921948705224168
47,lxc,Male,21,Right,5,1,2,2,1,1,2,1,2,1,0,1.26530878561789
47,lxc,Male,21,Right,6,1,2,2,1,1,2,1,2,1,0,0.790790785617901
47,lxc,Male,21,Right,3,1,2,2,1,1,2,1,2,2,1,0.96424887668536
47,lxc,Male,21,Right,1,2,6,1,1,3,1,2,2,2,1,0.570688985617835
47,lxc,Male,21,Right,2,6,4,1,3,2,3,1,2,2,1,1.68866976775234
47,lxc,Male,21,Right,1,6,3,1,3,2,3,1,2,2,1,0.7572598320221
47,lxc,Male,21,Right,1,3,6,1,2,3,3,2,2,2,1,1.08066808561762
47,lxc,Male,21,Right,2,4,3,1,2,2,2,2,1,2,0,0.965866685618039
47,lxc,Male,21,Right,1,6,4,1,3,2,3,2,1,1,1,1.96373924988711
47,lxc,Male,21,Right,2,6,5,1,3,3,2,1,2,2,1,0.797660440954587
47,lxc,Male,21,Right,6,5,1,3,3,1,1,1,1,1,1,0.59487531415698
47,lxc,Male,21,Right,3,4,2,2,2,1,1,1,1,1,1,0.500921905224459
47,lxc,Male,21,Right,2,6,3,1,3,2,3,1,2,2,1,0.462221389100705
47,lxc,Male,21,Right,5,6,2,3,3,1,1,1,1,1,1,0.589223376685368
47,lxc,Male,21,Right,1,4,6,1,2,3,3,1,1,1,1,1.35521107668546
47,lxc,Male,21,Right,2,1,3,1,1,2,1,1,1,1,1,0.517627994550367
47,lxc,Male,21,Right,4,3,2,2,2,1,1,1,1,1,1,0.597933176685274
47,lxc,Male,21,Right,2,3,5,1,2,3,3,1,1,1,1,0.88280994988736
47,lxc,Male,21,Right,5,6,4,3,3,2,1,1,1,1,1,0.623967376684959
47,lxc,Male,21,Right,4,3,1,2,2,1,1,1,1,1,1,0.516590294550497
47,lxc,Male,21,Right,2,1,5,1,1,3,1,2,2,2,1,0.604843967752004
47,lxc,Male,21,Right,6,5,4,3,3,2,1,1,1,1,1,0.473440585617936
47,lxc,Male,21,Right,6,5,3,3,3,2,1,1,1,1,1,0.43972726056154
47,lxc,Male,21,Right,2,5,3,1,3,2,3,1,2,2,1,0.547581876685399
47,lxc,Male,21,Right,2,5,4,1,3,2,3,1,2,2,1,0.634276985617817
47,lxc,Male,21,Right,1,5,3,1,3,2,3,1,2,2,1,0.638084576685287
47,lxc,Male,21,Right,1,5,4,1,3,2,3,2,1,1,1,0.793603085617633
47,lxc,Male,21,Right,5,6,3,3,3,2,1,1,1,1,1,2.22696877668523
47,lxc,Male,21,Right,2,4,6,1,2,3,3,1,1,1,1,0.897503676685574
47,lxc,Male,21,Right,1,4,5,1,2,3,3,2,2,2,1,0.431182485617683
47,lxc,Male,21,Right,2,3,6,1,2,3,3,1,1,1,1,0.883546176685286
47,lxc,Male,21,Right,2,3,4,1,2,2,2,2,2,1,0,1.24855024988756
47,lxc,Male,21,Right,6,5,2,3,3,1,1,1,1,1,1,0.53002757668537
47,lxc,Male,21,Right,1,5,6,1,3,3,2,2,2,2,1,0.550684267752331
