SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
31,ljy,Female,23,Right,1,2,6,1,1,3,1,2,2,2,1,0.583082233296864
31,ljy,Female,23,Right,4,3,2,2,2,1,1,1,1,1,1,1.16970981490317
31,ljy,Female,23,Right,6,2,1,2,1,1,2,1,1,2,0,1.73190963329671
31,ljy,Female,23,Right,6,5,4,3,3,2,1,1,1,1,1,1.01016994249358
31,ljy,Female,23,Right,1,2,3,1,1,2,1,2,2,2,1,1.33917513329675
31,ljy,Female,23,Right,2,4,3,1,2,2,2,1,2,1,0,1.55735612410012
31,ljy,Female,23,Right,4,1,2,2,1,1,2,1,2,1,0,1.57234904249344
31,ljy,Female,23,Right,6,5,3,3,3,2,1,1,1,1,1,0.521799596510164
31,ljy,Female,23,Right,2,4,6,1,2,3,3,1,1,1,1,1.76228473329661
31,ljy,Female,23,Right,2,3,6,1,2,3,3,2,2,2,1,0.563637870083312
31,ljy,Female,23,Right,1,3,4,1,2,2,2,1,1,2,0,1.24975664249359
31,ljy,Female,23,Right,1,5,6,1,3,3,2,1,1,2,0,0.660826051690265
31,ljy,Female,23,Right,1,4,3,1,2,2,2,1,2,1,0,1.33511953329685
31,ljy,Female,23,Right,6,1,2,2,1,1,2,1,2,2,1,1.1658694608866
31,ljy,Female,23,Right,2,6,3,1,3,2,3,1,2,1,0,1.26378214249348
31,ljy,Female,23,Right,1,4,6,1,2,3,3,1,1,1,1,1.44182914249359
31,ljy,Female,23,Right,3,4,1,2,2,1,1,1,1,1,1,0.676627942493496
31,ljy,Female,23,Right,3,4,6,2,2,3,1,1,1,1,1,0.54276963329653
31,ljy,Female,23,Right,4,2,1,2,1,1,2,1,1,1,1,1.22697813329683
31,ljy,Female,23,Right,2,3,4,1,2,2,2,2,2,2,1,1.2876265424934
31,ljy,Female,23,Right,2,1,4,1,1,2,1,2,2,1,0,1.15193784249345
31,ljy,Female,23,Right,1,5,4,1,3,2,3,1,2,2,1,1.26275087008344
31,ljy,Female,23,Right,5,1,2,2,1,1,2,1,2,2,1,1.16464754249341
31,ljy,Female,23,Right,2,5,6,1,3,3,2,1,1,2,0,1.1860418424933
31,ljy,Female,23,Right,1,6,4,1,3,2,3,2,1,1,1,0.740336342493265
31,ljy,Female,23,Right,5,2,1,2,1,1,2,1,1,2,0,0.975367624100045
31,ljy,Female,23,Right,1,3,6,1,2,3,3,2,2,2,1,0.897910433296829
31,ljy,Female,23,Right,2,6,5,1,3,3,2,1,2,2,1,0.554325933296695
31,ljy,Female,23,Right,1,2,5,1,1,3,1,1,1,1,1,0.634044133296584
31,ljy,Female,23,Right,1,4,5,1,2,3,3,2,2,2,1,0.613921414903416
31,ljy,Female,23,Right,2,5,3,1,3,2,3,1,2,2,1,0.458495378116822
31,ljy,Female,23,Right,2,5,4,1,3,2,3,1,2,2,1,0.601106942493288
31,ljy,Female,23,Right,2,4,5,1,2,3,3,1,1,1,1,1.66253672410016
31,ljy,Female,23,Right,6,5,2,3,3,1,1,1,1,1,1,0.436409333296751
31,ljy,Female,23,Right,1,6,3,1,3,2,3,2,1,1,1,0.704095805706629
31,ljy,Female,23,Right,3,2,1,2,1,1,2,1,1,1,1,0.656554105706618
31,ljy,Female,23,Right,4,3,5,2,2,3,1,1,1,1,1,0.527584824099904
31,ljy,Female,23,Right,1,6,5,1,3,3,2,1,2,2,1,0.872036433296671
31,ljy,Female,23,Right,3,1,2,2,1,1,2,1,2,1,0,1.1141640781168
31,ljy,Female,23,Right,2,1,3,1,1,2,1,1,1,1,1,0.698233614903302
31,ljy,Female,23,Right,2,3,5,1,2,3,3,1,1,1,1,0.651069787313418
31,ljy,Female,23,Right,1,5,3,1,3,2,3,2,1,1,1,0.589571105706682
31,ljy,Female,23,Right,1,3,5,1,2,3,3,2,2,2,1,0.659718133296337
31,ljy,Female,23,Right,5,6,4,3,3,2,1,1,1,1,1,0.551039414903698
31,ljy,Female,23,Right,2,6,4,1,3,2,3,1,2,2,1,0.470338824100509
31,ljy,Female,23,Right,2,1,5,1,1,3,1,2,2,2,1,0.597040633296729
31,ljy,Female,23,Right,6,5,1,3,3,1,1,1,1,1,1,0.569284596509988
31,ljy,Female,23,Right,4,3,6,2,2,3,1,1,1,1,1,0.564231342493258
