SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
29,lzb,Female,29,Right,1,6,3,1,3,2,3,2,1,1,1,1.2125373054314
29,lzb,Female,29,Right,2,5,4,1,3,2,3,1,2,2,1,0.994402105431618
29,lzb,Female,29,Right,5,2,1,2,1,1,2,1,1,2,0,1.56442570543186
29,lzb,Female,29,Right,1,3,5,1,2,3,3,1,1,1,1,1.20651858921792
29,lzb,Female,29,Right,2,1,5,1,1,3,1,2,2,2,1,1.02701179732503
29,lzb,Female,29,Right,2,5,6,1,3,3,2,1,1,2,0,0.947101397324332
29,lzb,Female,29,Right,2,6,5,1,3,3,2,1,2,1,0,1.7459830054313
29,lzb,Female,29,Right,5,6,4,3,3,2,1,1,1,1,1,0.780661805431919
29,lzb,Female,29,Right,2,3,6,1,2,3,3,1,1,1,1,0.98196489732436
29,lzb,Female,29,Right,4,1,2,2,1,1,2,1,2,1,0,1.91171239732375
29,lzb,Female,29,Right,1,2,5,1,1,3,1,2,2,2,1,0.988522289217144
29,lzb,Female,29,Right,2,4,5,1,2,3,3,1,1,1,1,0.810074346047259
29,lzb,Female,29,Right,5,1,2,2,1,1,2,1,2,1,0,1.50196029732524
29,lzb,Female,29,Right,4,3,1,2,2,1,1,1,1,1,1,0.32594050543139
29,lzb,Female,29,Right,2,6,4,1,3,2,3,1,2,2,1,0.885463205430824
29,lzb,Female,29,Right,1,2,6,1,1,3,1,1,1,1,1,0.32729810543151
29,lzb,Female,29,Right,1,4,6,1,2,3,3,2,2,2,1,0.924295713538413
29,lzb,Female,29,Right,1,6,4,1,3,2,3,1,2,2,1,0.788839805431053
29,lzb,Female,29,Right,1,2,4,1,1,2,1,2,2,2,1,1.50662252436086
29,lzb,Female,29,Right,1,6,5,1,3,3,2,2,1,2,0,1.6900364973244
29,lzb,Female,29,Right,3,2,1,2,1,1,2,1,1,1,1,2.03154959732456
29,lzb,Female,29,Right,2,4,3,1,2,2,2,2,1,1,1,2.68616469732387
29,lzb,Female,29,Right,2,3,5,1,2,3,3,2,2,2,1,0.945988697324538
29,lzb,Female,29,Right,2,6,3,1,3,2,3,1,2,2,1,0.708647513538381
29,lzb,Female,29,Right,2,1,4,1,1,2,1,1,1,1,1,0.39383790543161
29,lzb,Female,29,Right,3,4,2,2,2,1,1,1,1,1,1,0.655394497323869
29,lzb,Female,29,Right,6,2,1,2,1,1,2,1,1,2,0,2.3310504054316
29,lzb,Female,29,Right,1,4,5,1,2,3,3,1,1,1,1,1.04647158921762
29,lzb,Female,29,Right,6,5,1,3,3,1,1,1,1,1,1,0.789546305431941
29,lzb,Female,29,Right,6,1,2,2,1,1,2,1,2,2,1,2.52296212975307
29,lzb,Female,29,Right,2,1,6,1,1,3,1,1,1,1,1,0.309229437859358
29,lzb,Female,29,Right,6,5,2,3,3,1,1,1,1,1,1,0.29475489732431
29,lzb,Female,29,Right,2,5,3,1,3,2,3,1,2,2,1,0.957102197325185
29,lzb,Female,29,Right,1,3,6,1,2,3,3,2,2,2,1,0.952408213538547
29,lzb,Female,29,Right,2,3,4,1,2,2,2,1,1,1,1,1.87141620543207
29,lzb,Female,29,Right,1,4,3,1,2,2,2,1,2,1,0,1.23754469732467
29,lzb,Female,29,Right,5,6,3,3,3,2,1,1,1,1,1,0.804571113538259
29,lzb,Female,29,Right,4,3,5,2,2,3,1,1,1,1,1,0.442190797324656
29,lzb,Female,29,Right,5,6,1,3,3,1,1,1,1,1,1,0.698373805431402
29,lzb,Female,29,Right,3,4,5,2,2,3,1,1,1,1,1,0.875321305431498
29,lzb,Female,29,Right,6,5,4,3,3,2,1,1,1,1,1,0.34509520543088
29,lzb,Female,29,Right,1,5,6,1,3,3,2,1,1,2,0,1.68490770543121
29,lzb,Female,29,Right,1,5,3,1,3,2,3,2,1,1,1,1.90997720543146
29,lzb,Female,29,Right,1,3,4,1,2,2,2,2,2,1,0,2.21453749732427
29,lzb,Female,29,Right,1,5,4,1,3,2,3,1,2,2,1,1.03790620543168
29,lzb,Female,29,Right,3,1,2,2,1,1,2,1,2,1,0,2.24506400543123
29,lzb,Female,29,Right,2,4,6,1,2,3,3,1,1,1,1,1.29514600543098
29,lzb,Female,29,Right,4,2,1,2,1,1,2,1,1,2,0,1.97262040543228
