SubNo,Name,Gender,Age,Handedness,village,face1,face2,false_time,rt,mean_false,mean_rt,block
17,bys,Female,21,Right,2,3,4,4,20.9555948000016,20.9555948000016,4,1
17,bys,Female,21,Right,1,1,2,3,33.3279208999993,27.1417578500004,3.5,1
17,bys,Female,21,Right,3,5,6,0,13.6119065000003,22.6318074000004,2.33333333333333,1
17,bys,Female,21,Right,3,5,6,0,16.0306591000008,16.0306591000008,0,2
17,bys,Female,21,Right,1,1,2,0,4.25423079999928,10.14244495,0,2
17,bys,Female,21,Right,2,3,4,2,9.39162450000003,9.8921714666667,0.666666666666667,2
17,bys,Female,21,Right,2,3,4,0,3.48699580000175,3.48699580000175,0,3
17,bys,Female,21,Right,3,5,6,0,4.85471110000071,4.17085345000123,0,3
17,bys,Female,21,Right,1,1,2,2,10.1766988000018,6.17280190000141,0.666666666666667,3
17,bys,Female,21,Right,1,1,2,0,3.1201932999993,3.1201932999993,0,4
17,bys,Female,21,Right,3,5,6,0,6.38940019999973,4.75479674999951,0,4
17,bys,Female,21,Right,2,3,4,0,3.6538858999993,4.38782646666611,0,4
