SubNo,Name,Gender,Age,Handedness,village,face1,face2,false_time,rt,mean_false,mean_rt,block
23,yhz,Female,19,Right,2,3,4,4,45.1065467000003,45.1065467000003,4,1
23,yhz,Female,19,Right,1,1,2,2,11.3010141,28.2037804000001,3,1
23,yhz,Female,19,Right,3,5,6,4,7.7757787999999,21.3944465333334,3.33333333333333,1
23,yhz,Female,19,Right,2,3,4,3,5.50056059999997,5.50056059999997,3,2
23,yhz,Female,19,Right,3,5,6,1,1.98458049999999,3.74257054999998,2,2
23,yhz,Female,19,Right,1,1,2,2,1.81691380000029,3.10068496666675,2,2
23,yhz,Female,19,Right,2,3,4,4,2.46652989999984,2.46652989999984,4,3
23,yhz,Female,19,Right,3,5,6,3,2.31691150000006,2.39172069999995,3.5,3
23,yhz,Female,19,Right,1,1,2,4,2.84592679999969,2.5431227333332,3.66666666666667,3
23,yhz,Female,19,Right,2,3,4,2,1.91304279999986,1.91304279999986,2,4
23,yhz,Female,19,Right,1,1,2,3,2.33754330000011,2.12529304999998,2.5,4
23,yhz,Female,19,Right,3,5,6,0,2.55878549999989,2.26979053333328,1.66666666666667,4
23,yhz,Female,19,Right,3,5,6,4,8.09680239999989,8.09680239999989,4,5
23,yhz,Female,19,Right,1,1,2,3,3.45889339999985,5.77784789999987,3.5,5
23,yhz,Female,19,Right,2,3,4,2,3.75849000000017,5.10472859999997,3,5
23,yhz,Female,19,Right,3,5,6,0,3.01697290000038,3.01697290000038,0,6
23,yhz,Female,19,Right,1,1,2,3,3.51296959999991,3.26497125000014,1.5,6
23,yhz,Female,19,Right,2,3,4,4,4.55451640000001,3.69481963333343,2.33333333333333,6
23,yhz,Female,19,Right,2,3,4,3,3.52941469999996,3.52941469999996,3,7
23,yhz,Female,19,Right,3,5,6,2,4.62121800000023,4.07531635000009,2.5,7
23,yhz,Female,19,Right,1,1,2,0,5.06088660000023,4.40383976666681,1.66666666666667,7
23,yhz,Female,19,Right,1,1,2,4,5.51324690000001,5.51324690000001,4,8
23,yhz,Female,19,Right,3,5,6,4,4.33413490000021,4.92369090000011,4,8
23,yhz,Female,19,Right,2,3,4,2,2.90020559999994,4.24919580000005,3.33333333333333,8
23,yhz,Female,19,Right,3,5,6,2,4.49635769999986,4.49635769999986,2,9
23,yhz,Female,19,Right,1,1,2,1,5.57126310000012,5.03381039999999,1.5,9
23,yhz,Female,19,Right,2,3,4,0,5.02689929999997,5.03150669999998,1,9
23,yhz,Female,19,Right,1,1,2,0,5.09662879999996,5.09662879999996,0,10
23,yhz,Female,19,Right,3,5,6,2,4.62964479999982,4.86313679999989,1,10
23,yhz,Female,19,Right,2,3,4,0,2.88467659999969,4.20365006666649,0.666666666666667,10
23,yhz,Female,19,Right,1,1,2,0,1.91742859999977,1.91742859999977,0,11
23,yhz,Female,19,Right,3,5,6,2,5.19701050000003,3.5572195499999,1,11
23,yhz,Female,19,Right,2,3,4,1,5.02538490000006,4.04660799999995,1,11
23,yhz,Female,19,Right,2,3,4,0,3.12528960000009,3.12528960000009,0,12
23,yhz,Female,19,Right,1,1,2,0,2.34586249999984,2.73557604999996,0,12
23,yhz,Female,19,Right,3,5,6,0,3.43350869999995,2.96822026666662,0,12
