SubNo,Name,Gender,Age,Handedness,village,face1,face2,false_time,rt,mean_false,mean_rt,block
49,lzj,Male,19,Right,2,3,4,4,14.8185653999999,14.8185653999999,4,1
49,lzj,Male,19,Right,3,5,6,2,27.5065006999998,21.1625330499999,3,1
49,lzj,Male,19,Right,1,1,2,0,8.00749469999982,16.7775202666665,2,1
49,lzj,Male,19,Right,1,1,2,0,5.32179619999988,5.32179619999988,0,2
49,lzj,Male,19,Right,3,5,6,0,8.07414759999983,6.69797189999986,0,2
49,lzj,Male,19,Right,2,3,4,0,3.37021460000005,5.58871946666659,0,2
49,lzj,Male,19,Right,3,5,6,0,4.45555280000008,4.45555280000008,0,3
49,lzj,Male,19,Right,2,3,4,0,8.30782769999996,6.38169025000002,0,3
49,lzj,Male,19,Right,1,1,2,0,2.30282829999987,5.02206959999997,0,3
49,lzj,Male,19,Right,3,5,6,0,5.32169820000036,5.32169820000036,0,4
49,lzj,Male,19,Right,1,1,2,0,4.00414150000006,4.66291985000021,0,4
49,lzj,Male,19,Right,2,3,4,0,2.63734470000009,3.9877281333335,0,4
