SubNo,Name,Gender,Age,Handedness,village,face1,face2,false_time,rt,mean_false,mean_rt,block
21,zys,Male,20,Right,3,5,6,1,4.3114486000004,4.3114486000004,1,1
21,zys,Male,20,Right,1,1,2,0,2.65922450000016,3.48533655000028,0.5,1
21,zys,Male,20,Right,2,3,4,3,6.92591879999964,4.63219730000007,1.33333333333333,1
21,zys,Male,20,Right,2,3,4,0,2.83382459999939,2.83382459999939,0,2
21,zys,Male,20,Right,1,1,2,1,5.48805979999997,4.16094219999968,0.5,2
21,zys,Male,20,Right,3,5,6,0,4.05553409999993,4.12580616666643,0.333333333333333,2
21,zys,Male,20,Right,3,5,6,0,3.03338939999958,3.03338939999958,0,3
21,zys,Male,20,Right,2,3,4,1,5.35044670000025,4.19191804999991,0.5,3
21,zys,Male,20,Right,1,1,2,0,3.02127559999917,3.80170389999967,0.333333333333333,3
21,zys,Male,20,Right,1,1,2,0,3.65871359999983,3.65871359999983,0,4
21,zys,Male,20,Right,2,3,4,0,2.35426860000007,3.00649109999995,0,4
21,zys,Male,20,Right,3,5,6,0,3.05025159999968,3.02107793333319,0,4
