SubNo,Name,Gender,Age,Handedness,village,face1,face2,false_time,rt,mean_false,mean_rt,block
16,lhy,Male,20,Left,2,3,4,4,55.6757600000001,55.6757600000001,4,1
16,lhy,Male,20,Left,1,1,2,1,5.99994199999992,30.837851,2.5,1
16,lhy,Male,20,Left,3,5,6,4,50.5601276999998,37.4119432333333,3,1
16,lhy,Male,20,Left,2,3,4,2,13.8873506999998,13.8873506999998,2,2
16,lhy,Male,20,Left,3,5,6,0,12.3592097999999,13.1232802499999,1,2
16,lhy,Male,20,Left,1,1,2,0,4.78800739999997,10.3448559666666,0.666666666666667,2
16,lhy,Male,20,Left,2,3,4,0,2.69787369999995,2.69787369999995,0,3
16,lhy,Male,20,Left,3,5,6,2,6.8292113,4.76354249999997,1,3
16,lhy,Male,20,Left,1,1,2,0,4.54100629999994,4.68936376666663,0.666666666666667,3
16,lhy,Male,20,Left,2,3,4,0,3.68986580000001,3.68986580000001,0,4
16,lhy,Male,20,Left,1,1,2,2,15.0947575,9.39231165000001,1,4
16,lhy,Male,20,Left,3,5,6,0,2.89581219999991,7.22681183333331,0.666666666666667,4
16,lhy,Male,20,Left,3,5,6,0,3.55319800000007,3.55319800000007,0,5
16,lhy,Male,20,Left,1,1,2,1,4.09235230000013,3.8227751500001,0.5,5
16,lhy,Male,20,Left,2,3,4,0,2.04097260000003,3.22884096666674,0.333333333333333,5
16,lhy,Male,20,Left,3,5,6,0,3.86185999999998,3.86185999999998,0,6
16,lhy,Male,20,Left,1,1,2,1,3.67403919999992,3.76794959999995,0.5,6
16,lhy,Male,20,Left,2,3,4,0,2.32135629999993,3.28575183333328,0.333333333333333,6
16,lhy,Male,20,Left,2,3,4,0,2.29507469999999,2.29507469999999,0,7
16,lhy,Male,20,Left,3,5,6,0,2.77782550000006,2.53645010000002,0,7
16,lhy,Male,20,Left,1,1,2,0,3.25403470000015,2.77564496666673,0,7
