SubNo,Name,Gender,Age,Handedness,village,face1,face2,false_time,rt,mean_false,mean_rt,block
1,cyy,Male,18,Right,3,5,6,4,14.5838832000001,14.5838832000001,4,1
1,cyy,Male,18,Right,2,3,4,4,7.37301600000001,10.9784496,4,1
1,cyy,Male,18,Right,1,1,2,4,5.52194939999993,9.1596162,4,1
1,cyy,Male,18,Right,1,1,2,3,9.05823969999994,9.05823969999994,3,2
1,cyy,Male,18,Right,3,5,6,3,10.2758235,9.66703159999997,3,2
1,cyy,Male,18,Right,2,3,4,1,12.327464,10.5538424,2.33333333333333,2
1,cyy,Male,18,Right,2,3,4,1,13.3616712,13.3616712,1,3
1,cyy,Male,18,Right,1,1,2,3,14.5961304,13.9789008,2,3
1,cyy,Male,18,Right,3,5,6,1,8.55792889999998,12.1719101666667,1.66666666666667,3
1,cyy,Male,18,Right,3,5,6,0,8.09066729999995,8.09066729999995,0,4
1,cyy,Male,18,Right,1,1,2,0,2.41930950000005,5.2549884,0,4
1,cyy,Male,18,Right,2,3,4,1,4.67194060000008,5.06063913333336,0.333333333333333,4
1,cyy,Male,18,Right,3,5,6,1,9.32521269999995,9.32521269999995,1,5
1,cyy,Male,18,Right,2,3,4,0,6.75643589999993,8.04082429999994,0.5,5
1,cyy,Male,18,Right,1,1,2,0,2.50274660000002,6.19479839999997,0.333333333333333,5
1,cyy,Male,18,Right,3,5,6,0,6.60626400000001,6.60626400000001,0,6
1,cyy,Male,18,Right,1,1,2,0,3.15340530000003,4.87983465000002,0,6
1,cyy,Male,18,Right,2,3,4,1,28.6410657999999,12.8002450333333,0.333333333333333,6
1,cyy,Male,18,Right,3,5,6,0,3.23673020000001,3.23673020000001,0,7
1,cyy,Male,18,Right,2,3,4,1,4.13759550000009,3.68716285000005,0.5,7
1,cyy,Male,18,Right,1,1,2,0,1.91899409999996,3.09777326666669,0.333333333333333,7
1,cyy,Male,18,Right,1,1,2,0,3.42006659999993,3.42006659999993,0,8
1,cyy,Male,18,Right,3,5,6,0,5.27182870000001,4.34594764999997,0,8
1,cyy,Male,18,Right,2,3,4,0,2.10240569999996,3.5981003333333,0,8
