SubNo,Name,Gender,Age,Handedness,Xrange,Yrange,F1X,F1Y,F1V,F2X,F2Y,F2V,F3X,F3Y,F3V,F4X,F4Y,F4V,F5X,F5Y,F5V,F6X,F6Y,F6V
23,yhz,Female,19,Right,570,580,27.719298245614,52.6315789473684,1,38.2456140350877,88.9473684210526,1,71.4035087719298,94.5614035087719,2,91.4035087719298,74.0350877192982,2,50.5263157894737,25.0877192982456,3,84.9122807017544,42.6315789473684,3
