SubNo,Name,Gender,Age,Handedness,Xrange,Yrange,F1X,F1Y,F1V,F2X,F2Y,F2V,F3X,F3Y,F3V,F4X,F4Y,F4V,F5X,F5Y,F5V,F6X,F6Y,F6V
17,bys,Female,21,Right,620,440,31.9354838709677,23.0645161290323,1,40.8064516129032,58.3870967741935,1,59.5161290322581,66.1290322580645,2,76.2903225806452,57.258064516129,2,47.9032258064516,10.4838709677419,3,84.0322580645161,15.6451612903226,3
