SubNo,Name,Gender,Age,Handedness,Xrange,Yrange,F1X,F1Y,F1V,F2X,F2Y,F2V,F3X,F3Y,F3V,F4X,F4Y,F4V,F5X,F5Y,F5V,F6X,F6Y,F6V
21,zys,Female,20,Right,957,810,30.4075235109718,42.3197492163009,1,22.257053291536,62.2779519331243,1,60.0835945663532,73.1452455590387,2,83.0721003134796,54.3364681295716,2,49.8432601880878,25.8098223615465,3,77.0114942528736,26.2277951933124,3
