SubNo,Name,Gender,Age,Handedness,Xrange,Yrange,F1X,F1Y,F1V,F2X,F2Y,F2V,F3X,F3Y,F3V,F4X,F4Y,F4V,F5X,F5Y,F5V,F6X,F6Y,F6V
13,jf,Male,22,Right,750,730,25.8666666666667,48.5333333333333,1,32,74,1,60.6666666666667,84.4,2,91.4666666666667,63.8666666666667,2,48.2666666666667,18.9333333333333,3,72.1333333333333,29.3333333333333,3
