SubNo,Name,Gender,Age,Handedness,Xrange,Yrange,F1X,F1Y,F1V,F2X,F2Y,F2V,F3X,F3Y,F3V,F4X,F4Y,F4V,F5X,F5Y,F5V,F6X,F6Y,F6V
15,xhty,Male,21,Right,510,500,46.2745098039216,15.8823529411765,1,65.2941176470588,22.9411764705882,1,51.1764705882353,80.5882352941177,2,82.156862745098,66.2745098039216,2,25.6862745098039,43.3333333333333,3,39.6078431372549,75.8823529411765,3
