SubNo,source,schema,face,village,ability_pct,warmth_pct,actual_ability,actual_warmth,projected_ability,projected_warmth,true_ability,true_warmth,delta_ability,delta_warmth,euclidean_error
41,MRtask-41-2026-03-22.mat,warmth_ability,2,1,17.0,68.79120879120879,136.0,626.0,1.7000000000000002,6.8791208791208796,2.789,7.765,-1.089,-0.8858791208791201,1.4038172305572982
41,MRtask-41-2026-03-22.mat,warmth_ability,3,2,70.375,90.10989010989012,563.0,820.0,7.0375,9.010989010989011,6.426,8.527,0.6114999999999995,0.4839890109890117,0.7798574310462913
41,MRtask-41-2026-03-22.mat,warmth_ability,4,2,86.0,75.49450549450549,688.0,687.0,8.6,7.549450549450549,8.817,6.716,-0.21700000000000053,0.8334505494505491,0.8612367957649176
41,MRtask-41-2026-03-22.mat,warmth_ability,5,3,56.375,23.076923076923077,451.0,210.0,5.637499999999999,2.3076923076923075,4.894,2.02,0.7434999999999992,0.28769230769230747,0.7972196146014748
41,MRtask-41-2026-03-22.mat,warmth_ability,6,3,77.0,26.703296703296704,616.0,243.0,7.7,2.67032967032967,7.659,3.185,0.04100000000000037,-0.5146703296703299,0.5163008311468867
43,MRtask-43-2026-03-26.mat,warmth_ability,1,1,20.0,49.48096885813148,162.0,429.0,2.0,4.948096885813149,2.416,4.788,-0.4159999999999999,0.1600968858131484,0.4457432140224551
43,MRtask-43-2026-03-26.mat,warmth_ability,2,1,26.913580246913583,76.12456747404845,218.00000000000003,660.0,2.6913580246913584,7.612456747404845,2.789,7.765,-0.09764197530864172,-0.1525432525951551,0.18111708714111624
43,MRtask-43-2026-03-26.mat,warmth_ability,3,2,57.90123456790124,89.04267589388697,469.00000000000006,772.0,5.790123456790123,8.904267589388697,6.426,8.527,-0.6358765432098767,0.37726758938869764,0.739371227603361
43,MRtask-43-2026-03-26.mat,warmth_ability,4,2,92.96296296296296,62.86043829296425,753.0,545.0,9.296296296296296,6.286043829296425,8.817,6.716,0.47929629629629567,-0.4299561707035755,0.6438844992461215
43,MRtask-43-2026-03-26.mat,warmth_ability,5,3,49.382716049382715,13.610149942329874,400.0,118.00000000000001,4.938271604938271,1.3610149942329874,4.894,2.02,0.0442716049382712,-0.6589850057670126,0.6604704481122224
43,MRtask-43-2026-03-26.mat,warmth_ability,6,3,80.74074074074075,29.411764705882355,654.0,255.0,8.074074074074074,2.9411764705882355,7.659,3.185,0.4150740740740746,-0.24382352941176455,0.48139007100610204
45,MRtask-45-2026-03-26.mat,warmth_ability,1,1,25.056179775280903,52.06521739130435,223.00000000000003,479.00000000000006,2.50561797752809,5.2065217391304355,2.416,4.788,0.08961797752809009,0.4185217391304352,0.4280091447866381
45,MRtask-45-2026-03-26.mat,warmth_ability,2,1,33.37078651685393,75.43478260869566,297.0,694.0000000000001,3.3370786516853936,7.543478260869566,2.789,7.765,0.5480786516853935,-0.22152173913043338,0.5911531860191999
45,MRtask-45-2026-03-26.mat,warmth_ability,3,2,71.34831460674157,89.45652173913044,635.0,823.0,7.134831460674157,8.945652173913043,6.426,8.527,0.7088314606741566,0.41865217391304377,0.8232324594934142
45,MRtask-45-2026-03-26.mat,warmth_ability,4,2,88.76404494382022,66.08695652173913,790.0,608.0,8.876404494382022,6.608695652173912,8.817,6.716,0.05940449438202222,-0.107304347826088,0.12265038530378038
45,MRtask-45-2026-03-26.mat,warmth_ability,5,3,49.66292134831461,17.282608695652176,442.0,159.00000000000003,4.966292134831461,1.7282608695652177,4.894,2.02,0.07229213483146069,-0.2917391304347823,0.30056259412197817
45,MRtask-45-2026-03-26.mat,warmth_ability,6,3,80.0,30.76086956521739,712.0,283.0,8.0,3.0760869565217392,7.659,3.185,0.3410000000000002,-0.10891304347826081,0.3579707404798578
47,MRtask-47-2026-03-26.mat,warmth_ability,1,1,25.25,47.17391304347826,101.0,217.0,2.525,4.717391304347826,2.416,4.788,0.10899999999999999,-0.07060869565217409,0.12987142835012383
47,MRtask-47-2026-03-26.mat,warmth_ability,2,1,33.0,73.69565217391305,132.0,339.00000000000006,3.3000000000000003,7.369565217391305,2.789,7.765,0.5110000000000001,-0.395434782608695,0.6461344034307305
47,MRtask-47-2026-03-26.mat,warmth_ability,3,2,64.0,79.56521739130434,256.0,366.0,6.4,7.956521739130435,6.426,8.527,-0.0259999999999998,-0.5704782608695647,0.5710704388468756
47,MRtask-47-2026-03-26.mat,warmth_ability,4,2,84.0,69.34782608695652,336.0,319.0,8.4,6.934782608695652,8.817,6.716,-0.4169999999999998,0.21878260869565214,0.470908515390914
47,MRtask-47-2026-03-26.mat,warmth_ability,5,3,49.75,19.34782608695652,199.0,89.0,4.975,1.934782608695652,4.894,2.02,0.08099999999999952,-0.08521739130434791,0.11757127106873631
47,MRtask-47-2026-03-26.mat,warmth_ability,6,3,74.5,33.47826086956522,298.0,154.0,7.45,3.347826086956522,7.659,3.185,-0.20899999999999963,0.1628260869565219,0.26494024721354187
49,MRtask-49-2025-07-18.mat,warmth_ability,1,1,20.92105263157895,48.93333333333334,159.0,367.00000000000006,2.0921052631578947,4.893333333333334,2.416,4.788,-0.32389473684210524,0.10533333333333417,0.34059200176329435
49,MRtask-49-2025-07-18.mat,warmth_ability,2,1,29.210526315789476,73.86666666666667,222.00000000000003,554.0,2.921052631578948,7.386666666666667,2.789,7.765,0.13205263157894764,-0.37833333333333297,0.4007168683971716
49,MRtask-49-2025-07-18.mat,warmth_ability,3,2,66.3157894736842,84.66666666666667,503.99999999999994,635.0,6.63157894736842,8.466666666666667,6.426,8.527,0.2055789473684202,-0.06033333333333246,0.21424942173135192
49,MRtask-49-2025-07-18.mat,warmth_ability,4,2,89.47368421052632,60.13333333333334,680.0,451.00000000000006,8.947368421052632,6.013333333333334,8.817,6.716,0.1303684210526317,-0.7026666666666666,0.7146582187676851
49,MRtask-49-2025-07-18.mat,warmth_ability,5,3,47.89473684210526,20.266666666666666,364.0,152.0,4.7894736842105265,2.0266666666666664,4.894,2.02,-0.10452631578947358,0.0066666666666663765,0.10473869932821007
49,MRtask-49-2025-07-18.mat,warmth_ability,6,3,73.81578947368422,32.666666666666664,561.0000000000001,245.0,7.381578947368422,3.2666666666666666,7.659,3.185,-0.2774210526315777,0.08166666666666655,0.2891917787345571
